sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,-3.2722,-4.5051,-5.1669,-2.4323,0.00554,-1.61626,-1.23779,-90.64,0.0745,1.6163
0.0083,-1.1106,-1.8917,-1.7067,-1.1879,0.01362,-1.61676,-1.23728,-90.77,0.8095,1.6168
0.0167,-0.7232,-0.7196,-0.1694,-0.3336,0.02411,-1.61713,-1.23703,-91.08,1.2592,1.6173
0.0250,-0.4906,0.0284,-0.3708,0.2541,0.03502,-1.61743,-1.23745,-91.39,1.3103,1.6178
0.0333,-0.3629,0.6018,-0.2463,1.0851,0.04630,-1.61772,-1.23840,-91.69,1.3544,1.6184
0.0417,-0.4569,1.5004,0.2553,1.2374,0.05755,-1.61803,-1.23999,-91.95,1.3503,1.6191
0.0500,0.6156,-0.0734,-0.6375,-1.6520,0.06856,-1.61834,-1.24109,-92.16,1.3215,1.6198
0.0583,1.6647,-0.5503,-0.5221,-0.8641,0.07972,-1.61804,-1.24185,-92.32,1.3402,1.6200
0.0667,0.2147,-0.0523,-2.2371,-0.3989,0.08984,-1.61697,-1.24178,-92.47,1.2205,1.6195
0.0750,-1.0154,-0.8795,-0.6020,-1.7476,0.09958,-1.61573,-1.24076,-92.71,1.1785,1.6188
0.0833,-1.3571,0.0359,-0.7768,-0.8552,0.10976,-1.61462,-1.24003,-92.98,1.2289,1.6184
0.0917,-0.3786,-2.8424,-0.7010,-1.4080,0.11953,-1.61421,-1.23897,-93.36,1.1733,1.6186
0.1000,-0.3444,-2.2577,-0.3945,-0.0090,0.12942,-1.61349,-1.23835,-93.82,1.1894,1.6187
0.1083,-1.4171,-0.6455,-1.0966,-0.5938,0.13950,-1.61273,-1.23798,-94.24,1.2131,1.6188
0.1167,-0.9945,-0.6990,-1.2228,-0.0188,0.14968,-1.61155,-1.23732,-94.57,1.2303,1.6185
0.1250,-0.4660,-0.6991,-0.5113,-0.0361,0.16027,-1.61073,-1.23713,-94.90,1.2746,1.6187
0.1333,-0.2059,-0.5029,-0.3941,0.5470,0.17128,-1.60998,-1.23741,-95.22,1.3238,1.6191
0.1417,-0.3224,0.3892,-0.2436,1.2320,0.18245,-1.60903,-1.23827,-95.52,1.3461,1.6193
0.1500,-1.8871,-1.1357,1.1453,-0.0665,0.19309,-1.60857,-1.23952,-95.84,1.2770,1.6201
0.1583,-0.9127,-0.5090,-0.6215,-1.5835,0.20322,-1.60833,-1.23958,-96.10,1.2168,1.6211
0.1667,-0.6451,-0.1389,-0.6405,-0.5200,0.21372,-1.60713,-1.23928,-96.36,1.2684,1.6213
0.1750,0.4636,0.4496,-1.9918,-0.4497,0.22407,-1.60596,-1.23897,-96.50,1.2489,1.6215
0.1833,-0.1529,0.6595,-0.3022,-2.2622,0.23402,-1.60416,-1.23840,-96.57,1.2139,1.6211
0.1917,-0.5480,1.1620,-1.3264,-1.1111,0.24427,-1.60179,-1.23847,-96.71,1.2627,1.6203
0.2000,1.1235,0.2741,-0.2010,-1.1807,0.25507,-1.60027,-1.23902,-96.87,1.3090,1.6205
0.2083,0.6092,-0.3187,-0.2183,-0.6295,0.26606,-1.59876,-1.23997,-97.10,1.3305,1.6207
0.2167,-1.6876,-0.0688,-0.1632,-0.2812,0.27682,-1.59722,-1.24043,-97.43,1.3049,1.6210
0.2250,-0.8640,-0.6166,-0.7891,-0.4366,0.28699,-1.59590,-1.23985,-97.73,1.2303,1.6215
0.2333,-1.1946,-2.8045,-0.3021,-0.1228,0.29741,-1.59476,-1.23957,-98.09,1.2582,1.6223
0.2417,-2.0864,-1.0561,-0.0916,0.0055,0.30728,-1.59384,-1.23909,-98.59,1.1897,1.6232
0.2500,-1.1477,-1.7141,-0.1425,0.6957,0.31744,-1.59318,-1.23912,-99.04,1.2217,1.6245
0.2583,-0.5853,-1.3534,0.4513,1.2111,0.32795,-1.59245,-1.23966,-99.43,1.2638,1.6259
0.2667,-0.7094,-0.6123,-0.8784,-0.9967,0.33827,-1.59098,-1.23964,-99.76,1.2506,1.6265
0.2750,-0.5199,-0.6759,-0.9545,-0.3632,0.34845,-1.58901,-1.23927,-100.04,1.2449,1.6268
0.2833,0.5042,0.1980,-1.4863,-0.5674,0.35865,-1.58678,-1.23893,-100.20,1.2530,1.6268
0.2917,-0.1418,0.1859,-0.5275,-1.9501,0.36840,-1.58383,-1.23830,-100.29,1.2222,1.6261
0.3000,-1.4409,-0.4743,-1.2864,-0.4244,0.37788,-1.58124,-1.23756,-100.50,1.1787,1.6258
0.3083,-0.9728,-0.1930,-0.6299,-0.6054,0.38797,-1.57923,-1.23711,-100.73,1.2348,1.6262
0.3167,-0.7259,-0.1922,-0.1262,-0.5804,0.39858,-1.57727,-1.23714,-101.02,1.2953,1.6269
0.3250,-0.4992,0.5954,-0.0868,0.0164,0.40953,-1.57510,-1.23769,-101.32,1.3392,1.6275
0.3333,0.0725,0.2681,-0.7973,-0.5968,0.42029,-1.57295,-1.23780,-101.52,1.3162,1.6281
0.3417,0.3798,0.8465,-0.5654,-0.1168,0.43125,-1.57059,-1.23849,-101.74,1.3452,1.6287
0.3500,0.9148,0.4523,-0.1283,0.0435,0.44237,-1.56877,-1.23976,-101.99,1.3525,1.6299
0.3583,0.1297,-0.5621,-0.3117,0.8346,0.45339,-1.56700,-1.24108,-102.33,1.3397,1.6313
0.3667,-1.3425,-0.9341,0.7253,0.7914,0.46398,-1.56551,-1.24199,-102.79,1.2830,1.6328
0.3750,-1.0335,-0.8350,-0.3103,-1.3432,0.47333,-1.56387,-1.24220,-103.16,1.1387,1.6339
0.3833,-2.4517,-0.9934,-1.0211,-0.1411,0.48238,-1.56125,-1.24159,-103.51,1.1313,1.6341
0.3917,-1.3141,-1.2520,-2.4670,-0.5616,0.49147,-1.55889,-1.24043,-103.84,1.1270,1.6345
0.4000,-1.3031,-1.5423,-2.0880,-0.4806,0.50018,-1.55595,-1.23892,-104.03,1.1022,1.6344
0.4083,-1.2161,-1.1839,-1.0784,-1.0516,0.50958,-1.55273,-1.23783,-104.31,1.1935,1.6342
0.4167,-1.0523,-0.6537,-0.8259,-0.6345,0.51945,-1.54945,-1.23722,-104.60,1.2480,1.6342
0.4250,-2.5273,-1.8014,-2.1650,0.5561,0.52883,-1.54614,-1.23710,-105.00,1.1932,1.6341
0.4333,-2.3239,-1.9968,-2.1133,0.8868,0.53723,-1.54248,-1.23744,-105.51,1.0996,1.6334
0.4417,-2.6947,-1.5704,-3.2291,0.3660,0.54570,-1.53880,-1.23736,-105.90,1.1074,1.6327
0.4500,-3.2681,-2.0924,-2.4985,0.1475,0.55410,-1.53485,-1.23740,-106.35,1.1147,1.6318
0.4583,-3.1606,-1.7652,-1.7946,0.1520,0.56277,-1.53150,-1.23729,-106.80,1.1153,1.6316
0.4667,-2.6679,-1.7732,-1.0251,0.0319,0.57149,-1.52802,-1.23760,-107.34,1.1261,1.6314
0.4750,-2.2023,-1.1750,-0.1101,0.0755,0.58031,-1.52441,-1.23842,-108.05,1.1440,1.6311
0.4833,-3.4218,-0.6661,0.5286,-2.2014,0.58288,-1.52579,-1.23963,-109.46,0.3499,1.6333
0.4917,-0.2608,-3.0744,-2.6583,-3.9667,0.58455,-1.52713,-1.23997,-110.68,0.2563,1.6352
0.5000,-0.3231,-2.9056,-1.1780,-5.0675,0.58603,-1.52762,-1.24033,-112.03,0.1879,1.6362
0.5083,-0.1984,-0.9869,-1.8678,-2.7154,0.58915,-1.52537,-1.24012,-112.71,0.4618,1.6352
0.5167,-1.9014,1.3607,-0.3657,-1.9740,0.59496,-1.51921,-1.24041,-112.72,1.0154,1.6316
0.5250,-2.4423,-1.1657,-0.3335,-1.5588,0.60261,-1.51376,-1.24003,-112.84,1.1274,1.6293
