sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,-2.7450,-3.9626,-4.5453,-2.3183,0.00546,-1.61625,-1.23779,-90.64,0.0662,1.6163
0.0083,-0.9669,-1.3267,-0.9018,-1.0777,0.01232,-1.61658,-1.23739,-90.82,0.6873,1.6166
0.0167,-0.3697,-0.8672,-0.3656,-0.5007,0.02073,-1.61682,-1.23711,-91.07,1.0099,1.6170
0.0250,-0.3419,-0.4878,-0.4031,-0.0590,0.02933,-1.61713,-1.23715,-91.33,1.0320,1.6174
0.0333,-0.3560,0.2203,-0.2799,0.5113,0.03829,-1.61732,-1.23756,-91.58,1.0756,1.6178
0.0417,-0.3029,0.5751,-0.2136,1.1379,0.04743,-1.61753,-1.23836,-91.84,1.0975,1.6182
0.0500,-0.1829,1.3836,0.1991,1.3307,0.05664,-1.61772,-1.23959,-92.06,1.1051,1.6187
0.0583,1.1492,0.0985,1.4538,-1.3691,0.06555,-1.61809,-1.24079,-92.23,1.0703,1.6194
0.0667,1.4953,-0.1675,-0.1919,-1.3083,0.07451,-1.61804,-1.24134,-92.35,1.0746,1.6198
0.0750,1.4944,-0.5453,-0.3153,-0.5677,0.08333,-1.61770,-1.24202,-92.48,1.0599,1.6198
0.0833,0.2255,-0.2222,-2.5753,-0.4041,0.09099,-1.61672,-1.24184,-92.55,0.9267,1.6193
0.0917,-0.9257,-0.9462,-0.6526,-1.6714,0.09865,-1.61582,-1.24100,-92.73,0.9249,1.6188
0.1000,-1.0986,-0.2928,-0.7746,-1.2541,0.10665,-1.61496,-1.24030,-92.94,0.9652,1.6185
0.1083,-1.0189,-2.5973,-0.1040,-1.0887,0.11463,-1.61435,-1.23961,-93.18,0.9615,1.6184
0.1167,-0.4786,-2.4539,-0.1802,-0.7718,0.12242,-1.61413,-1.23892,-93.53,0.9343,1.6188
0.1250,-0.9572,-1.6366,-0.1741,-0.1492,0.13036,-1.61361,-1.23842,-93.88,0.9550,1.6189
0.1333,-0.5086,-1.6593,0.0793,0.1618,0.13860,-1.61322,-1.23821,-94.21,0.9901,1.6192
0.1417,-1.1768,-0.7610,-1.3529,0.0108,0.14660,-1.61221,-1.23758,-94.49,0.9673,1.6189
0.1500,-0.7675,-0.6208,-0.8676,0.0390,0.15487,-1.61130,-1.23721,-94.75,0.9987,1.6187
0.1583,-0.3631,-0.6403,-0.4029,0.0850,0.16341,-1.61065,-1.23716,-95.02,1.0282,1.6189
0.1667,-0.1723,-0.6120,-0.4145,0.5887,0.17226,-1.61005,-1.23737,-95.28,1.0641,1.6192
0.1750,-0.2468,0.1057,-0.2471,1.0947,0.18131,-1.60930,-1.23796,-95.55,1.0898,1.6195
0.1833,-0.3340,0.8907,-0.1649,1.7521,0.19042,-1.60856,-1.23896,-95.80,1.0970,1.6198
