sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,-3.5684,-5.0247,-5.7882,-2.5268,0.00561,-1.61628,-1.23778,-90.64,0.0817,1.6163
0.0083,-2.1496,-1.9890,-1.7835,-1.8541,0.01438,-1.61669,-1.23719,-90.91,0.8781,1.6168
0.0167,-0.8212,-0.7393,-0.0895,-0.5566,0.02680,-1.61726,-1.23713,-91.30,1.4923,1.6175
0.0250,-0.5176,0.0922,-0.3076,0.3903,0.03982,-1.61778,-1.23796,-91.67,1.5633,1.6183
0.0333,-0.5851,1.3653,0.0947,1.2555,0.05328,-1.61807,-1.23963,-92.00,1.6148,1.6189
0.0417,0.2582,-0.0780,-0.6231,-1.5808,0.06634,-1.61831,-1.24108,-92.26,1.5675,1.6197
0.0500,1.5283,-0.8264,-0.6199,-0.7429,0.07957,-1.61801,-1.24201,-92.47,1.5882,1.6200
0.0583,-1.3067,-0.5211,-1.5127,-0.2776,0.09156,-1.61658,-1.24137,-92.66,1.4494,1.6192
0.0667,-1.1472,-0.2883,-0.8146,-0.5256,0.10364,-1.61523,-1.24023,-92.97,1.4591,1.6186
0.0750,-0.5047,-3.4010,-0.2289,-1.3909,0.11568,-1.61449,-1.23906,-93.37,1.4469,1.6186
0.0833,-0.3467,-2.3288,-0.7665,0.2079,0.12746,-1.61331,-1.23833,-93.91,1.4208,1.6183
0.0917,-1.2857,-0.5890,-2.0516,-0.8706,0.13967,-1.61221,-1.23780,-94.35,1.4714,1.6183
0.1000,-0.8700,-0.6645,-1.0861,-0.0579,0.15212,-1.61098,-1.23717,-94.75,1.5015,1.6182
0.1083,-0.2353,-1.1586,-0.5111,0.1757,0.16503,-1.61019,-1.23725,-95.14,1.5521,1.6186
0.1167,-0.4101,0.2983,-0.2639,1.0520,0.17830,-1.60904,-1.23811,-95.48,1.5983,1.6189
0.1250,-1.8108,-0.1472,0.4542,1.1057,0.19116,-1.60840,-1.23955,-95.83,1.5450,1.6197
0.1333,-0.2735,-1.1759,-1.0158,-1.5764,0.20266,-1.60871,-1.23949,-96.13,1.3806,1.6214
0.1417,-0.3431,-0.7705,-0.6188,-0.8698,0.21523,-1.60773,-1.23928,-96.42,1.5125,1.6221
0.1500,-0.4129,-0.2891,-0.7654,-3.3150,0.22752,-1.60601,-1.23862,-96.55,1.4889,1.6220
0.1583,-0.3679,1.3341,-0.3439,-1.8501,0.23972,-1.60323,-1.23841,-96.71,1.5019,1.6211
0.1667,0.8589,-0.5962,-0.9509,-0.5897,0.25220,-1.60067,-1.23907,-96.92,1.5292,1.6204
0.1750,-0.4927,-0.2715,-0.2998,-0.0036,0.26530,-1.59872,-1.24014,-97.22,1.5884,1.6206
0.1833,-0.8534,-0.8740,-1.1955,-1.1807,0.27794,-1.59702,-1.24010,-97.59,1.5306,1.6210
0.1917,-1.0540,-0.3877,-0.8049,-0.2931,0.29041,-1.59538,-1.23971,-97.97,1.5103,1.6216
0.2000,-2.3936,-0.8580,-0.2388,0.3462,0.30260,-1.59418,-1.23908,-98.52,1.4688,1.6226
0.2083,-1.2811,-2.3729,0.0258,0.3118,0.31479,-1.59344,-1.23909,-99.06,1.4665,1.6242
0.2167,-1.9608,-0.5797,0.2743,-0.5467,0.32736,-1.59235,-1.23973,-99.49,1.5133,1.6256
0.2250,-0.8931,-0.8605,-1.4891,-0.4149,0.33972,-1.59027,-1.23942,-99.84,1.5040,1.6262
0.2333,0.0647,-1.5298,-1.7347,-0.9395,0.35222,-1.58811,-1.23923,-100.16,1.5220,1.6267
0.2417,-0.2578,-0.2264,-0.3881,-2.0890,0.36423,-1.58464,-1.23844,-100.33,1.5004,1.6260
0.2500,-1.5089,-0.5562,-1.4949,-0.4138,0.37575,-1.58157,-1.23752,-100.60,1.4310,1.6256
0.2583,-0.9287,-0.1736,-0.5426,-0.6581,0.38802,-1.57918,-1.23707,-100.87,1.4995,1.6262
0.2667,-0.5674,0.2140,-0.0373,-0.1894,0.40090,-1.57674,-1.23734,-101.23,1.5741,1.6269
0.2750,0.0982,-0.1819,-0.7608,-1.1559,0.41381,-1.57414,-1.23775,-101.53,1.5799,1.6276
0.2833,0.1545,0.9710,-0.8198,-0.1487,0.42681,-1.57128,-1.23842,-101.80,1.5976,1.6282
0.2917,1.2718,-0.8416,0.0177,-0.3337,0.44011,-1.56909,-1.23988,-102.09,1.6175,1.6296
0.3000,-0.9071,0.0447,0.6044,0.2860,0.45325,-1.56687,-1.24133,-102.51,1.5987,1.6311
0.3083,-1.2152,-0.9497,0.9777,-1.1759,0.46573,-1.56541,-1.24214,-103.01,1.5075,1.6332
0.3167,-2.2834,-1.0246,-0.8656,-0.1031,0.47707,-1.56286,-1.24173,-103.37,1.3945,1.6341
0.3250,-1.7857,-0.9913,-2.1950,-0.8937,0.48791,-1.55989,-1.24041,-103.84,1.3494,1.6344
0.3333,-1.6646,-1.2425,-1.9826,-0.2974,0.49854,-1.55638,-1.23868,-104.07,1.3440,1.6343
0.3417,-1.2435,-0.9474,-1.7739,-0.4714,0.50986,-1.55265,-1.23754,-104.32,1.4299,1.6342
0.3500,-0.9255,-0.6145,-0.8073,-0.6895,0.52188,-1.54888,-1.23709,-104.65,1.5119,1.6344
0.3583,-2.2758,-1.8570,-2.0254,1.0904,0.53240,-1.54450,-1.23733,-105.23,1.3671,1.6337
0.3667,-2.1695,-2.4425,-3.4010,0.2224,0.54233,-1.54014,-1.23740,-105.71,1.3010,1.6328
0.3750,-2.7457,-2.1402,-1.7788,0.0040,0.55262,-1.53571,-1.23725,-106.23,1.3450,1.6321
0.3833,-2.7102,-1.8139,-1.6841,0.0887,0.56330,-1.53150,-1.23728,-106.85,1.3774,1.6318
0.3917,-2.3309,-1.3091,-0.5905,0.0348,0.57402,-1.52710,-1.23803,-107.66,1.3898,1.6314
0.4000,-1.3792,-0.5398,-0.1519,-1.0555,0.58197,-1.52458,-1.23961,-108.94,1.0014,1.6319
0.4083,-0.2237,-2.7901,-2.3396,-4.6382,0.58407,-1.52615,-1.24014,-110.50,0.3147,1.6341
0.4167,-0.4669,-2.7299,-1.7832,-2.9539,0.58731,-1.52438,-1.24044,-111.88,0.4438,1.6336
0.4250,-0.2509,0.1172,-1.1650,-1.8620,0.59370,-1.51863,-1.24049,-112.34,1.0312,1.6306
0.4333,-1.9741,-0.1565,-0.3871,-1.4460,0.60255,-1.51146,-1.24022,-112.41,1.3664,1.6271
0.4417,-1.1734,-0.6404,-0.5872,-0.5562,0.61303,-1.50565,-1.23976,-112.80,1.4382,1.6257
