sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,-2.2387,-3.4591,-3.9548,-2.2044,0.00536,-1.61624,-1.23780,-90.64,0.0566,1.6162
0.0083,-1.3853,-0.7557,-1.0756,-0.5600,0.01072,-1.61629,-1.23754,-90.78,0.5357,1.6163
0.0167,-0.3530,-1.0351,-0.3610,-0.6538,0.01688,-1.61650,-1.23723,-90.97,0.7403,1.6166
0.0250,-0.3058,-0.6585,-0.2426,-0.3009,0.02324,-1.61678,-1.23709,-91.17,0.7637,1.6169
0.0333,-0.2300,-0.3893,-0.3013,0.0362,0.02978,-1.61699,-1.23714,-91.36,0.7847,1.6173
0.0417,-0.2771,0.1110,-0.2128,0.4682,0.03654,-1.61712,-1.23739,-91.56,0.8112,1.6175
0.0500,-0.2130,0.3830,-0.1760,0.8360,0.04344,-1.61725,-1.23787,-91.76,0.8279,1.6178
0.0583,-0.1875,0.7469,-0.1972,1.2231,0.05045,-1.61736,-1.23860,-91.96,0.8421,1.6181
0.0667,-0.1845,1.3778,0.2520,1.4033,0.05749,-1.61743,-1.23959,-92.13,0.8445,1.6185
0.0750,1.1253,-0.2568,0.8340,-1.2004,0.06424,-1.61767,-1.24055,-92.26,0.8108,1.6189
0.0833,0.8752,-0.0706,-0.9693,-1.6283,0.07089,-1.61777,-1.24111,-92.36,0.7980,1.6193
0.0917,1.5465,-0.0392,-0.2727,-0.8816,0.07773,-1.61758,-1.24154,-92.43,0.8211,1.6195
0.1000,0.6419,-0.3546,-0.2050,-0.4556,0.08430,-1.61742,-1.24205,-92.52,0.7890,1.6196
0.1083,0.3355,-0.0994,-1.9172,-0.6430,0.09026,-1.61686,-1.24192,-92.61,0.7184,1.6194
0.1167,-2.0532,-0.3203,-2.2849,-0.3351,0.09567,-1.61599,-1.24145,-92.66,0.6574,1.6188
0.1250,-0.8869,-0.7163,-0.7254,-1.4024,0.10127,-1.61528,-1.24082,-92.79,0.6766,1.6185
0.1333,-0.9771,-0.1889,-0.7574,-1.0135,0.10717,-1.61463,-1.24032,-92.95,0.7125,1.6182
0.1417,-1.0814,-1.9786,-0.4587,-0.8619,0.11315,-1.61400,-1.23989,-93.13,0.7219,1.6180
0.1500,-0.6938,-2.1876,-0.0338,-1.0222,0.11880,-1.61415,-1.23933,-93.42,0.6783,1.6185
0.1583,-1.3787,-1.5798,-0.1949,-0.4537,0.12455,-1.61394,-1.23885,-93.69,0.6905,1.6187
0.1667,-1.2468,-1.4055,-0.1783,-0.0368,0.13037,-1.61344,-1.23849,-93.97,0.7005,1.6187
0.1750,-0.7032,-1.4990,0.1380,0.1048,0.13641,-1.61315,-1.23830,-94.25,0.7253,1.6189
0.1833,-1.6674,-0.8325,-1.5873,-0.1100,0.14237,-1.61257,-1.23798,-94.49,0.7188,1.6188
0.1917,-1.1520,-0.6111,-1.1207,0.0396,0.14830,-1.61168,-1.23755,-94.70,0.7194,1.6185
0.2000,-0.8481,-0.5524,-0.7596,0.0718,0.15439,-1.61093,-1.23727,-94.91,0.7365,1.6183
