pose_idx,j1_deg,j2_deg,j3_deg,j4_deg,j2_fk_deg,j3_fk_deg,j4_fk_deg,j1_actual_deg,j2_actual_deg,j3_actual_deg,j4_actual_deg,position_error_deg,tau_j1_Nm,tau_j2_Nm,tau_j3_Nm,tau_j4_Nm,tau_j2_analytical,tau_j3_analytical,tau_j4_analytical,ee_x_m,ee_y_m,ee_z_m,j3_local_x_m,j3_local_z_m,j4_local_x_m,j4_local_z_m,ee_local_x_m,ee_local_z_m,chassis_roll_deg,chassis_pitch_deg,chassis_z_m,droll_deg,dpitch_deg,dz_chassis_m,max_hub_lift_m,physics_tipped,converged
751,-63.903,-42.319,-84.527,57.176,-42.319,95.473,-122.824,-63.969,-42.551,-84.490,57.175,0.233,-0.0660,12.7562,4.3682,0.6559,-12.7691,-4.3543,-0.6616,0.327298,0.747385,-0.281579,0.266090,-0.242282,0.437017,-0.014179,0.480877,-0.132553,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
752,-92.706,93.482,65.181,-0.561,93.482,-114.819,179.439,-92.687,93.479,64.970,-0.557,0.211,0.0018,3.2934,3.9670,-1.7651,-3.2780,-3.9692,1.7668,0.057499,0.510227,0.154788,-0.021858,0.359203,0.243644,0.255493,0.126514,0.302573,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
753,-7.249,91.039,-115.606,7.758,91.039,64.394,-172.242,-7.212,91.117,-115.399,7.754,0.207,0.0020,-4.0020,-3.7853,1.8247,3.9841,3.7778,-1.8228,-0.144880,0.370550,0.293879,-0.006525,0.359808,-0.265761,0.478314,-0.144917,0.441808,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
754,65.973,-149.073,52.118,-6.208,-149.073,-127.882,173.792,65.942,-149.052,52.067,-6.207,0.051,0.0086,-9.5185,0.3185,-0.4400,9.4503,-0.3120,0.4336,-0.091556,0.680755,-0.172278,-0.308702,-0.184953,-0.274188,0.097988,-0.302935,-0.024933,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
755,-97.829,39.416,-12.252,-46.931,39.416,167.748,133.069,-97.857,39.339,-12.207,-46.935,0.077,0.0000,5.1142,-3.6897,1.7917,-5.1051,3.6869,-1.7919,0.047869,0.531680,-0.091861,0.278018,0.228496,0.024418,0.098365,0.143218,0.055672,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
756,-60.935,-128.567,122.278,-44.725,-128.567,-57.722,135.275,-61.005,-128.261,122.385,-44.728,0.306,0.0030,-11.9806,-4.9227,1.2088,12.0179,4.9230,-1.1979,-0.252445,0.048570,-0.498143,-0.224351,-0.281373,-0.507675,-0.250149,-0.428255,-0.348274,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000002,False,True
757,154.938,-2.445,-5.400,-87.300,-2.445,174.600,92.700,154.953,-2.468,-5.381,-87.299,0.023,0.0001,5.1013,-6.2725,-0.1706,-5.0989,6.2711,0.1708,-0.068332,0.409496,-0.249526,0.359540,-0.015350,0.077169,0.023557,0.065848,-0.102173,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
758,-162.515,-93.713,154.729,41.520,-93.713,-25.271,-138.480,-162.552,-93.508,154.766,41.521,0.205,0.0012,-4.0884,-3.3855,-0.4202,4.1343,3.3972,0.4133,0.182443,0.327820,-0.633225,-0.023305,-0.359112,-0.161424,-0.608452,-0.188825,-0.485223,-180.000,0.000,-0.032928,0.000,0.000,-0.000000,0.000000,False,True
759,-14.123,-160.862,144.169,-45.625,-160.862,-35.831,134.375,-14.152,-160.441,144.222,-45.628,0.421,0.0011,-15.7417,-5.0159,0.8988,15.7653,5.0139,-0.8846,-0.548494,0.339295,-0.299390,-0.339978,-0.117981,-0.613004,-0.036105,-0.554360,-0.147894,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
760,76.161,-151.193,-113.296,-40.288,-151.193,66.704,139.712,76.095,-151.145,-113.310,-40.290,0.066,0.0002,-8.2896,1.6797,1.0856,8.2946,-1.6774,-1.0861,-0.036532,0.605897,-0.500873,-0.315333,-0.173406,-0.287961,-0.457127,-0.215957,-0.353438,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
761,-125.837,147.921,67.020,98.700,147.921,-112.980,-81.300,-125.835,147.908,66.915,98.697,0.104,0.0001,-3.2744,6.3677,1.3114,3.2807,-6.3621,-1.3141,0.027745,0.419423,0.115200,-0.304923,0.191119,-0.071266,0.354371,0.015857,0.263016,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,-0.000000,False,True
762,-162.945,88.073,-102.735,-22.837,88.073,77.265,157.163,-162.949,88.170,-102.643,-22.841,0.098,-0.0007,-4.0943,-4.4511,1.5158,4.0641,4.4468,-1.5107,0.162890,0.340284,0.207174,0.012104,0.359664,-0.263652,0.431814,-0.163501,0.354965,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
763,-130.246,155.457,116.390,2.139,155.457,-63.610,-177.861,-130.278,155.484,116.403,2.139,0.032,-0.0038,-10.4666,-0.0810,0.1385,10.4182,0.0660,-0.1323,0.187107,0.117578,0.161059,-0.327352,0.149482,-0.336535,0.434373,-0.327761,0.308440,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
764,150.776,-10.804,48.860,-22.705,-10.804,-131.140,157.295,150.791,-10.860,49.054,-22.709,0.193,-0.0237,8.1855,-3.0048,1.8364,-8.1660,3.0126,-1.8362,-0.246637,0.350229,-0.357568,0.353489,-0.067455,0.129049,-0.243164,0.250783,-0.209745,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
765,-176.666,-31.215,-74.118,-41.962,-31.215,105.882,138.038,-176.649,-31.296,-74.160,-41.958,0.082,-0.0038,9.7678,0.0374,-1.6060,-9.7589,-0.0260,1.6023,-0.254513,0.498207,-0.127420,0.307770,-0.186500,0.383139,0.088394,0.276915,0.020184,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000001,False,True
766,-112.204,-50.973,-90.315,-98.830,-50.973,89.685,81.170,-112.202,-51.210,-90.223,-98.828,0.236,-0.0533,10.9982,3.8518,-0.9492,-11.0225,-3.8565,0.9487,-0.030168,0.776964,-0.140401,0.226602,-0.279564,0.449020,-0.101302,0.386128,0.008153,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000001,False,True
767,-168.738,41.871,-25.352,70.977,41.871,154.648,-109.023,-168.758,41.886,-25.339,70.977,0.020,0.0002,2.6518,-5.8210,0.0823,-2.6538,5.8207,-0.0832,0.016618,0.422171,0.137980,0.267977,0.240193,-0.005298,0.159150,0.000218,0.285267,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
768,-140.173,-53.439,108.260,-5.369,-53.439,-71.740,174.631,-140.087,-53.394,108.403,-5.372,0.143,0.0074,4.3188,-2.3318,1.2438,-4.4692,2.3099,-1.2378,-0.051610,0.516852,-0.573440,0.214367,-0.289052,0.050149,-0.522032,0.132214,-0.426108,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000001,False,True
769,43.254,88.658,106.618,43.978,88.658,-73.382,-136.022,43.209,88.542,106.616,43.980,0.117,0.0001,5.2675,4.9693,-0.9783,-5.2334,-4.9670,0.9734,0.100055,0.191350,0.178695,0.008426,0.359769,0.283393,0.434870,0.218857,0.326375,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
770,-93.010,108.474,-167.985,91.731,108.474,12.015,-88.269,-93.028,108.610,-168.097,91.728,0.136,-0.0002,-5.1526,-1.5179,1.6104,5.1198,1.5136,-1.6109,0.012040,0.235055,0.506736,-0.114034,0.341322,-0.258658,0.586946,-0.151861,0.654254,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
771,24.916,135.304,-71.177,-99.434,135.304,108.823,80.566,24.900,135.405,-71.297,-99.437,0.120,0.0020,-9.2361,-1.1301,1.5540,9.2230,1.1333,-1.5539,-0.238361,0.532172,-0.223992,-0.255811,0.253111,-0.380194,-0.003358,-0.277174,-0.076317,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
772,32.470,-92.592,-27.774,35.008,-92.592,152.226,-144.992,32.493,-92.666,-27.772,35.007,0.075,-0.0015,2.7382,3.2710,0.1512,-2.7525,-3.2671,-0.1541,0.077446,0.270406,-0.386788,-0.016272,-0.359499,0.127818,-0.113562,0.138036,-0.239386,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
773,125.797,9.728,30.810,-76.272,9.728,-149.190,103.728,125.822,9.613,30.808,-76.275,0.115,-0.0033,8.0948,-3.1441,1.5471,-8.0824,3.1343,-1.5457,-0.197825,0.255848,-0.345889,0.354693,0.060807,0.138069,-0.124453,0.240540,-0.198179,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
774,-178.293,-99.560,-126.170,-8.407,-99.560,53.830,171.593,-178.234,-99.646,-126.258,-8.404,0.088,-0.0006,1.2677,3.1747,-1.1110,-1.2930,-3.1830,1.1155,-0.051011,0.439507,-0.604187,-0.059766,-0.354870,0.139201,-0.558975,0.065245,-0.456669,-180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
775,127.213,-166.480,-59.298,69.356,-166.480,120.702,-110.644,127.096,-166.374,-59.364,69.360,0.117,-0.0116,-8.5096,2.5550,-1.7453,8.5153,-2.5497,1.7452,0.183568,0.590370,-0.486717,-0.349895,-0.084132,-0.151097,-0.288403,-0.266796,-0.338899,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
776,42.883,74.817,138.815,-85.701,74.817,-41.185,94.299,42.780,74.630,138.784,-85.698,0.187,0.0006,6.9927,3.9755,-1.1645,-6.9373,-3.9567,1.1705,0.122497,0.162126,0.456603,0.094250,0.347306,0.331576,0.505177,0.253976,0.604747,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
777,-121.412,17.633,-8.443,97.923,17.633,171.557,-82.077,-121.429,17.630,-8.403,97.924,0.040,0.0002,4.2080,-6.6408,-0.5613,-4.2064,6.6393,0.5603,0.027094,0.425347,0.036688,0.342959,0.109012,0.061579,0.063487,0.024432,0.184136,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
778,98.257,80.614,87.892,16.167,80.614,-92.108,-163.833,98.282,80.577,87.731,16.171,0.160,-0.0002,5.9966,4.1329,-1.8987,-5.9927,-4.1367,1.8978,-0.102626,0.204354,0.140167,0.058690,0.355049,0.338012,0.298248,0.212193,0.287964,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
779,127.977,-148.456,-5.480,-21.001,-148.456,174.520,158.999,127.849,-148.363,-5.622,-20.997,0.142,-0.0074,-6.0604,3.6414,-1.8988,6.0637,-3.6350,1.8967,0.116753,0.529953,-0.222008,-0.306692,-0.188267,-0.050642,-0.063026,-0.176387,-0.074167,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
780,-88.465,178.389,-12.606,-96.098,178.389,167.394,83.902,-88.451,178.416,-12.646,-96.099,0.040,-0.0003,-4.7454,6.6311,0.6615,4.7454,-6.6305,-0.6611,0.026558,0.344792,-0.088973,-0.359725,0.010114,-0.083416,-0.059889,-0.039589,0.058497,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
781,150.766,177.965,43.893,17.365,177.965,-136.107,-162.635,150.743,177.989,43.802,17.367,0.091,0.0002,-7.7588,3.6156,-0.9764,7.7611,-3.6121,0.9743,0.196066,0.485388,-0.053026,-0.359640,0.012776,-0.147345,0.202981,-0.211941,0.094521,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
782,-16.395,-12.600,-86.629,-1.022,-12.600,93.371,178.978,-16.401,-12.637,-86.668,-1.021,0.039,-0.0014,11.7612,0.6546,-0.3414,-11.7551,-0.6488,0.3389,0.379381,0.384788,-0.068862,0.351200,-0.078503,0.396914,0.202846,0.374449,0.078623,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
783,37.233,131.781,-90.071,-56.937,131.781,89.929,123.063,37.204,131.893,-90.101,-56.941,0.112,0.0404,-10.0652,-2.6875,1.7930,10.3424,2.7598,-1.8373,-0.237380,0.620891,-0.102290,-0.239775,0.268351,-0.452563,0.078698,-0.330757,0.045543,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
784,174.474,-92.315,176.167,-1.910,-92.315,-3.833,178.090,174.298,-92.277,176.171,-1.911,0.175,0.0009,-0.8457,-0.3909,0.2661,0.8523,0.3926,-0.2669,0.033996,0.421606,-0.665228,-0.014538,-0.359573,-0.045065,-0.642973,-0.027368,-0.517981,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
785,-49.847,85.524,132.837,-97.442,85.524,-47.163,82.558,-49.771,85.372,132.810,-97.440,0.152,0.0024,4.6997,3.8331,-0.9807,-4.7384,-3.8502,0.9784,0.173365,0.479394,0.496168,0.028086,0.358770,0.251589,0.535668,0.186725,0.643968,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
786,112.737,136.521,85.592,99.896,136.521,-94.408,-80.104,112.736,136.479,85.428,99.892,0.164,-0.0011,-2.1783,6.0751,1.4962,2.1891,-6.0688,-1.5007,-0.053139,0.369277,0.212909,-0.261131,0.247619,-0.049682,0.438765,0.049806,0.361060,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,-0.000000,False,True
787,-65.376,113.280,-130.628,-33.577,113.280,49.372,146.423,-65.307,113.435,-130.636,-33.580,0.155,0.0571,-9.2277,-4.6807,1.2071,9.1754,4.6777,-1.2002,-0.171496,0.102830,0.169452,-0.142228,0.330569,-0.414300,0.415561,-0.334728,0.317559,-180.000,-0.000,-0.032928,0.000,-0.000,-0.000000,0.000000,False,True
788,107.717,112.239,-169.119,-3.956,112.239,10.881,176.044,107.761,112.441,-169.088,-3.958,0.203,-0.0011,-6.8047,-2.4539,0.9358,6.7438,2.4368,-0.9279,0.090289,0.609077,0.313501,-0.136197,0.333099,-0.291939,0.571828,-0.230422,0.461593,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000001,False,True
789,36.264,-13.310,-116.851,56.956,-13.310,63.149,-123.044,36.316,-13.582,-116.823,56.954,0.272,-0.0020,15.6078,4.5379,0.5427,-15.5965,-4.5218,-0.5502,0.355609,-0.058763,-0.135679,0.350200,-0.082851,0.534036,0.134983,0.570509,0.014129,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
790,-102.112,115.196,157.583,42.556,115.196,-22.417,-137.444,-102.148,115.224,157.474,42.553,0.110,0.0015,-3.7804,1.0650,1.3517,3.7892,-1.0557,-1.3543,0.036830,0.314073,0.374177,-0.153203,0.325627,-0.167026,0.610331,-0.077241,0.521591,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
791,-30.951,68.654,113.864,77.712,68.654,-66.136,-102.288,-30.932,68.448,113.884,77.713,0.206,0.0059,10.0694,5.8452,-0.3347,-9.9715,-5.8290,0.3231,0.388452,0.485934,0.074752,0.130993,0.335179,0.415756,0.347702,0.394334,0.223295,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
792,-65.651,-132.317,8.307,88.265,-132.317,-171.693,-91.735,-65.697,-132.355,8.240,88.262,0.067,0.0014,-2.6690,4.9963,1.5434,2.6718,-4.9899,-1.5455,0.042105,0.387064,-0.251112,-0.242276,-0.266095,-0.082843,-0.029815,0.019615,-0.103561,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
793,-151.881,-138.894,168.761,-62.164,-138.894,-11.239,117.836,-151.798,-138.512,168.689,-62.168,0.382,0.0237,-12.3929,-3.7674,1.6153,12.3056,3.7306,-1.6096,0.336325,0.151523,-0.595766,-0.271156,-0.236598,-0.518336,-0.378546,-0.411629,-0.445996,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
794,-169.259,97.892,-127.230,-21.920,97.892,52.770,158.080,-169.257,98.041,-127.186,-21.923,0.149,0.0064,-5.7549,-4.1777,1.1943,5.7392,4.1766,-1.1916,0.218941,0.336302,0.249727,-0.049412,0.356459,-0.297892,0.496119,-0.218891,0.397656,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
795,-55.268,45.167,21.294,37.363,45.167,-158.706,-142.637,-55.266,45.116,21.287,37.364,0.051,-0.0002,5.1131,-2.9183,-0.4531,-5.1093,2.9143,0.4550,0.106566,0.441556,-0.030841,0.253721,0.255205,0.139886,-0.006115,0.109721,0.116466,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000000,False,True
796,-173.148,6.975,-114.040,-90.995,6.975,65.960,89.005,-173.164,6.826,-113.806,-90.991,0.234,0.0352,11.3271,-0.0082,-1.8166,-11.2929,0.0033,1.8103,-0.288532,0.527869,0.207115,0.357204,0.043703,0.440848,0.316193,0.320830,0.355328,-180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000000,False,True
797,-120.424,146.614,-69.686,43.389,146.614,110.314,-136.611,-120.389,146.726,-69.760,43.391,0.112,-0.0010,-11.8685,-2.3513,-0.9627,11.8564,2.3539,0.9612,0.168818,-0.005911,-0.118549,-0.300484,0.198025,-0.364950,-0.079628,-0.428674,0.029346,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
798,81.066,57.453,158.449,-99.023,57.453,-21.551,80.977,81.056,57.194,158.479,-99.021,0.259,-0.0040,10.3324,4.1560,-0.8563,-10.2500,-4.1273,0.8608,-0.051624,0.023925,0.434300,0.193608,0.303349,0.424498,0.470492,0.367427,0.583093,179.999,0.000,-0.032927,-0.001,0.000,0.000000,0.000002,False,True
799,74.913,-37.387,132.580,82.818,-37.387,-47.420,-97.182,75.060,-37.481,132.846,82.822,0.266,-0.0017,7.7041,-1.3286,-1.9037,-7.6967,1.3456,1.9030,-0.021569,0.203837,-0.645998,0.285933,-0.218511,0.311732,-0.502379,0.185570,-0.497998,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
800,85.889,-30.985,-143.352,43.634,-30.985,36.648,-136.366,85.989,-31.395,-143.419,43.637,0.410,-0.0647,14.5701,4.8704,-1.2517,-14.6427,-4.8862,1.2418,-0.102797,-0.106611,-0.403940,0.308516,-0.185262,0.592164,-0.157135,0.509839,-0.252836,179.997,-0.000,-0.032924,-0.003,-0.000,0.000004,0.000010,False,True
801,-65.825,37.888,-90.164,13.100,37.888,89.836,-166.900,-65.797,37.902,-89.983,13.097,0.181,0.0078,6.6811,-2.3037,1.4802,-6.6898,2.2917,-1.4761,0.153338,0.537687,0.219290,0.284012,0.221001,0.109610,0.446459,0.207470,0.366713,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000000,False,True
802,140.407,93.699,34.023,-14.220,93.699,-145.977,165.780,140.462,93.716,33.938,-14.218,0.085,-0.0002,2.2671,3.0050,-0.7574,-2.2741,-3.0083,0.7593,-0.101512,0.375050,0.102038,-0.023217,0.359117,0.151177,0.133654,0.100836,0.249420,-180.000,0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
803,33.779,23.167,-157.913,97.605,23.167,22.087,-82.395,33.764,22.763,-157.986,97.602,0.404,0.0032,16.3794,5.8816,1.5084,-16.3156,-5.8529,-1.5179,0.419485,-0.088420,0.115739,0.330848,0.141577,0.531504,0.344022,0.632136,0.267803,179.999,0.001,-0.032926,-0.001,0.001,0.000002,0.000008,False,True
804,-134.631,3.154,18.030,47.302,3.154,-161.970,-132.698,-134.633,3.092,18.055,47.301,0.061,0.0007,6.3196,-5.0438,0.6994,-6.3196,5.0436,-0.6983,-0.043163,0.527405,-0.113234,0.359322,0.019799,0.093546,-0.083205,0.139839,0.034238,180.000,0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
805,-128.261,81.684,30.417,61.459,81.684,-149.583,-118.541,-128.238,81.688,30.417,61.463,0.024,-0.0001,2.0703,0.4252,-1.8922,-2.0707,-0.4248,1.8921,0.018743,0.436424,-0.041086,0.052047,0.356084,0.159291,0.091989,0.033849,0.106149,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
806,69.514,73.895,-75.252,65.077,73.895,104.748,-114.923,69.503,73.951,-75.193,65.075,0.059,0.0010,-2.1453,-5.3083,0.8423,2.1564,5.3132,-0.8431,-0.048594,0.514902,0.318096,0.099825,0.345745,-0.185134,0.352493,-0.129242,0.465683,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
807,-117.740,118.925,-74.476,-95.625,118.925,105.524,84.375,-117.727,119.040,-74.557,-95.628,0.115,0.0020,-8.7169,-3.1969,1.1940,8.7065,3.2023,-1.1938,0.115481,0.112220,-0.130632,-0.174054,0.314975,-0.377536,0.115370,-0.298393,0.017021,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
808,2.625,-157.481,-97.531,-89.063,-157.481,82.469,90.937,2.593,-157.452,-97.715,-89.067,0.183,-0.0236,-7.2706,3.3787,1.8521,7.0891,-3.4236,-1.8311,-0.138593,0.394066,-0.526454,-0.332429,-0.137823,-0.258717,-0.413166,-0.137323,-0.378531,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
809,177.039,91.783,156.843,-60.327,91.783,-23.157,119.673,177.013,91.758,156.862,-60.323,0.026,0.0006,0.0226,0.3647,-1.8843,-0.0060,-0.3601,1.8842,0.040371,0.419310,0.459676,-0.011196,0.359693,0.092687,0.625128,-0.032229,0.606906,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
810,-178.557,4.954,-40.006,31.044,4.954,139.994,-148.956,-178.559,4.904,-39.848,31.039,0.159,-0.0045,8.2015,-3.1501,1.9018,-8.1963,3.1416,-1.8995,-0.232428,0.483339,0.038206,0.358523,0.031075,0.125183,0.194781,0.251112,0.185955,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
811,-174.031,-153.110,30.697,24.790,-153.110,-149.303,-155.210,-174.047,-153.066,30.674,24.790,0.044,0.0002,-7.0995,3.0473,-0.2520,7.1017,-3.0483,0.2526,0.189415,0.365476,-0.194674,-0.320958,-0.162758,-0.168170,0.077872,-0.184918,-0.047250,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
812,177.510,64.444,-71.433,-34.967,64.444,108.567,145.033,177.503,64.492,-71.360,-34.971,0.073,0.0000,0.2050,-4.6958,1.4188,-0.2132,4.6962,-1.4160,0.042503,0.418667,0.127444,0.155246,0.324658,-0.127674,0.359344,-0.033797,0.274945,-180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
813,30.470,77.954,72.959,94.600,77.954,-107.041,-85.400,30.471,77.837,73.004,94.601,0.117,0.0002,6.9860,4.5863,-0.7917,-6.9671,-4.5922,0.7892,0.180502,0.181810,-0.049137,0.075100,0.351944,0.324192,0.213378,0.271869,0.098494,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
814,-134.312,8.506,-143.481,-81.379,8.506,36.519,98.621,-134.383,8.199,-143.265,-81.375,0.306,0.4248,13.9302,2.7640,-1.5268,-14.0742,-2.8190,1.5335,-0.210914,0.795671,0.180416,0.355909,0.053228,0.557375,0.254867,0.455707,0.329698,180.000,0.000,-0.032927,-0.000,0.000,0.000000,0.000001,False,True
815,143.029,105.768,-154.209,55.344,105.768,25.791,-124.656,143.135,105.928,-154.195,55.340,0.161,-0.0008,-5.3410,-2.2125,1.8898,5.2873,2.1948,-1.8903,0.137689,0.489827,0.427081,-0.097789,0.346326,-0.286880,0.559614,-0.161557,0.574786,180.000,0.000,-0.032928,-0.000,0.000,0.000000,0.000001,False,True
816,136.937,-71.911,87.942,-3.825,-71.911,-92.058,176.175,136.932,-71.824,88.166,-3.829,0.224,0.0002,-0.5039,-4.0520,1.8594,0.5238,4.0574,-1.8611,0.018749,0.439644,-0.541983,0.111738,-0.342080,-0.162215,-0.420798,-0.038831,-0.394106,-180.000,0.000,-0.032928,0.000,0.000,0.000000,0.000001,False,True
817,13.032,-107.313,81.600,-16.233,-107.313,-98.400,163.767,13.010,-107.229,81.779,-16.236,0.178,-0.0028,-7.7700,-4.1892,1.4255,7.5188,4.1320,-1.4163,-0.254947,0.475933,-0.452400,-0.107096,-0.343562,-0.363910,-0.219894,-0.270017,-0.304276,180.000,0.000,-0.032927,-0.000,0.000,0.000001,0.000003,False,True
818,43.845,-53.736,-84.600,-94.887,-53.736,95.400,85.113,43.915,-53.939,-84.506,-94.884,0.203,-0.0014,10.1746,3.4712,-1.1378,-10.1919,-3.4603,1.1400,0.170094,0.082000,-0.147801,0.212865,-0.290160,0.425803,-0.100675,0.350222,0.000437,180.000,0.000,-0.032928,-0.000,0.000,-0.000000,0.000000,False,True
819,-81.653,-32.382,-52.183,45.560,-32.382,127.817,-134.440,-81.686,-32.513,-52.088,45.557,0.131,0.0005,10.4990,0.8992,1.4793,-10.5071,-0.8964,-1.4797,0.166462,0.730246,-0.136392,0.303907,-0.192730,0.276909,0.091027,0.375008,0.011574,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
820,-161.813,70.536,164.614,54.315,70.536,-15.386,-125.685,-161.887,70.307,164.545,54.314,0.229,0.0649,8.0563,4.1870,0.6211,-7.9455,-4.1534,-0.6345,-0.261623,0.585496,0.305431,0.119912,0.339301,0.282793,0.573218,0.324859,0.454195,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000001,False,True
821,34.044,124.387,-142.441,-36.209,124.387,37.559,143.791,33.990,124.618,-142.477,-36.211,0.230,0.0008,-11.2176,-4.7464,1.1184,11.1701,4.7427,-1.1122,-0.298769,0.658099,0.134139,-0.203247,0.296977,-0.474252,0.385314,-0.400519,0.282846,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000001,False,True
822,-73.888,79.531,-114.067,3.393,79.531,65.933,-176.607,-73.886,79.597,-113.884,3.389,0.183,-0.0014,-1.4081,-3.4567,1.6348,1.3751,3.4431,-1.6297,0.003382,0.320546,0.302477,0.065392,0.353876,-0.169413,0.515474,-0.061370,0.450185,180.000,-0.000,-0.032928,-0.000,-0.000,0.000000,0.000000,False,True
823,58.904,-117.364,-25.186,21.288,-117.364,154.814,-158.712,58.826,-117.370,-25.278,21.291,0.092,-0.0001,-1.3270,3.9043,-0.9908,1.3304,-3.9006,0.9882,-0.029988,0.384651,-0.401672,-0.165413,-0.319598,0.060877,-0.146278,-0.004635,-0.254186,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
824,121.048,-48.162,-78.444,-26.471,-48.162,101.556,153.529,121.065,-48.261,-78.549,-26.467,0.104,0.0114,9.5839,1.9919,-1.7034,-9.5654,-1.9743,1.6978,-0.225335,0.197822,-0.244307,0.240042,-0.268113,0.410014,-0.039297,0.297458,-0.096456,180.000,-0.000,-0.032928,-0.000,-0.000,-0.000000,0.000001,False,True
825,-173.462,-122.971,53.643,23.116,-122.971,-126.357,-156.884,-173.475,-122.927,53.739,23.113,0.096,0.0019,-7.0517,-0.8678,1.3211,7.0496,0.8562,-1.3177,0.212324,0.355738,-0.273769,-0.195845,-0.301909,-0.296469,-0.035222,-0.209113,-0.126353,-180.000,-0.000,-0.032928,0.000,-0.000,0.000000,0.000000,False,True
