sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,1.3919,1.6027,0.5598,2.0380,0.00473,-1.61745,-1.22830,-90.42,0.0239,1.6175
0.0083,0.7213,0.0412,0.2761,1.2214,0.00194,-1.61885,-1.22830,-90.64,0.3123,1.6188
0.0167,0.7512,-0.4699,0.1923,1.0297,-0.00214,-1.62019,-1.22840,-90.86,0.5153,1.6202
0.0250,0.4522,-0.5467,0.1981,0.5764,-0.00689,-1.62149,-1.22864,-91.07,0.5914,1.6215
0.0333,0.2066,-0.8822,0.2353,0.3656,-0.01233,-1.62318,-1.22907,-91.25,0.6825,1.6232
0.0417,0.0683,-1.5880,0.2245,-0.0951,-0.01815,-1.62488,-1.22971,-91.48,0.7284,1.6250
0.0500,0.0386,-1.8205,0.2316,-0.2728,-0.02423,-1.62654,-1.23057,-91.69,0.7554,1.6267
0.0583,-0.0366,-2.0867,0.1514,-0.4788,-0.03056,-1.62834,-1.23169,-91.90,0.7903,1.6286
0.0667,0.0337,1.7792,-0.2615,-0.6659,-0.03609,-1.63000,-1.23175,-91.84,0.6931,1.6304
0.0750,0.0524,1.1008,-0.0894,-0.8062,-0.04109,-1.63214,-1.23174,-91.79,0.6522,1.6327
0.0833,0.0762,1.4614,0.1288,-1.2180,-0.04622,-1.63484,-1.23197,-91.74,0.6958,1.6355
0.0917,0.1925,0.3777,-0.0687,-1.4408,-0.05156,-1.63768,-1.23243,-91.72,0.7262,1.6385
0.1000,0.3769,0.1082,-0.2576,-1.6864,-0.05703,-1.64051,-1.23316,-91.74,0.7386,1.6415
0.1083,0.0112,-0.3833,0.6466,1.3711,-0.06305,-1.64281,-1.23362,-91.87,0.7736,1.6440
0.1167,0.5074,0.3438,1.2944,0.4047,-0.06946,-1.64454,-1.23337,-92.04,0.7966,1.6460
0.1250,0.2970,2.0149,0.0238,0.9361,-0.07590,-1.64621,-1.23312,-92.18,0.7983,1.6480
0.1333,0.6201,2.2390,-0.0655,0.6675,-0.08132,-1.64672,-1.23234,-92.16,0.6528,1.6487
0.1417,0.0963,1.5820,-0.0050,0.6159,-0.08679,-1.64724,-1.23169,-92.17,0.6604,1.6495
0.1500,0.3881,2.0031,0.0053,0.1817,-0.09245,-1.64792,-1.23119,-92.16,0.6839,1.6505
0.1583,0.1082,1.2773,-0.0037,0.0296,-0.09829,-1.64883,-1.23085,-92.16,0.7090,1.6518
0.1667,0.6081,2.3092,0.0046,0.4614,-0.10437,-1.65002,-1.23068,-92.14,0.7431,1.6533
0.1750,0.2963,1.1736,-0.0038,-0.4694,-0.11116,-1.65216,-1.23074,-92.15,0.8547,1.6559
0.1833,0.3233,0.0841,-0.0025,2.5495,-0.11740,-1.65416,-1.23033,-92.51,0.7861,1.6583
0.1917,0.3683,-0.1036,-0.0056,2.7566,-0.12325,-1.65605,-1.22988,-92.85,0.7379,1.6606
0.2000,0.5215,-0.4622,0.0074,1.6505,-0.12945,-1.65821,-1.22966,-93.19,0.7876,1.6633
0.2083,0.8947,0.4187,-0.0186,1.7504,-0.13564,-1.66031,-1.22969,-93.42,0.7847,1.6658
0.2167,1.2903,1.0050,-0.0345,1.9782,-0.14056,-1.65923,-1.22992,-92.94,0.6045,1.6652
0.2250,1.2415,0.9479,-0.2223,2.1707,-0.14624,-1.65782,-1.23038,-92.43,0.7018,1.6643
0.2333,0.7511,-0.1055,-0.3307,0.7127,-0.15149,-1.65658,-1.23060,-92.12,0.6478,1.6635
0.2417,4.1937,0.1545,3.8249,0.4295,-0.15129,-1.65587,-1.23042,-92.41,0.0884,1.6628
0.2500,2.2406,0.2143,3.4403,1.7447,-0.15155,-1.65435,-1.23021,-92.75,0.1857,1.6613
0.2583,0.4340,0.2285,1.4299,0.6385,-0.15340,-1.65293,-1.22994,-92.92,0.2792,1.6600
0.2667,0.3438,0.2509,2.1150,0.6787,-0.15631,-1.65226,-1.22974,-93.14,0.3584,1.6596
0.2750,0.0197,-0.0025,1.9975,0.5526,-0.15999,-1.65223,-1.22959,-93.39,0.4426,1.6600
0.2833,-0.2490,-0.0014,1.8474,0.4914,-0.16404,-1.65256,-1.22951,-93.65,0.4874,1.6607
0.2917,-0.2732,0.0008,1.2963,0.5367,-0.16826,-1.65311,-1.22951,-93.90,0.5108,1.6617
0.3000,-0.2390,-0.0005,1.6070,0.2692,-0.17188,-1.65320,-1.22957,-94.14,0.4337,1.6621
0.3083,-0.9331,0.0032,1.4249,0.2559,-0.17498,-1.65273,-1.22972,-94.46,0.3762,1.6620
0.3167,-1.0889,-0.0033,1.7802,0.3555,-0.17790,-1.65217,-1.22997,-94.80,0.3572,1.6617
