sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,3.1254,3.7909,0.8835,3.8850,0.00455,-1.61777,-1.22827,-90.39,0.0596,1.6178
0.0083,0.3843,0.4436,0.0026,1.8015,-0.00136,-1.62195,-1.22860,-90.63,0.7239,1.6220
0.0167,0.2694,-1.1692,0.0028,0.5414,-0.01017,-1.62797,-1.22981,-91.07,1.2811,1.6280
0.0250,0.9720,2.6953,-0.0982,0.4150,-0.02031,-1.63487,-1.23183,-91.51,1.4715,1.6350
0.0333,0.4856,1.0935,0.0033,-0.7863,-0.03088,-1.64201,-1.23184,-91.77,1.5304,1.6423
0.0417,2.1856,0.4349,3.4677,-0.2867,-0.04226,-1.64943,-1.23299,-92.03,1.6304,1.6500
0.0500,0.7547,0.3192,1.4122,0.7838,-0.05669,-1.65263,-1.23313,-92.37,1.7740,1.6536
0.0583,1.2236,4.1891,0.0093,2.8498,-0.07165,-1.65376,-1.23150,-92.57,1.8005,1.6553
0.0667,0.8207,1.5933,0.0520,0.8675,-0.08788,-1.65719,-1.23040,-92.84,1.9898,1.6595
0.0750,0.5105,0.9253,0.5508,3.2707,-0.10524,-1.66222,-1.23069,-93.14,2.1691,1.6655
0.0833,3.2961,0.2608,0.0881,0.9115,-0.11923,-1.66399,-1.22973,-93.01,1.6916,1.6683
0.0917,1.1549,0.0268,0.6910,1.8855,-0.13073,-1.66201,-1.22900,-93.13,1.4007,1.6671
0.1000,0.2463,0.0066,0.2549,0.3857,-0.14221,-1.65840,-1.22924,-93.54,1.4439,1.6645
0.1083,2.0420,0.8919,3.3053,0.5091,-0.14829,-1.65524,-1.23037,-93.74,0.8222,1.6619
0.1167,8.0679,0.5792,2.2707,1.5878,-0.14910,-1.65507,-1.23147,-93.30,0.0999,1.6618
0.1250,2.2814,0.3844,-0.4763,0.2547,-0.15543,-1.65251,-1.23114,-93.01,0.8193,1.6598
0.1333,2.5620,2.9359,-0.0375,4.4272,-0.16631,-1.65100,-1.23057,-92.78,1.3177,1.6594
0.1417,0.3752,0.8969,-0.0395,1.5214,-0.18375,-1.65367,-1.23038,-93.08,2.1175,1.6638
0.1500,1.5828,0.2526,-0.0857,0.9003,-0.19714,-1.65157,-1.23235,-90.96,1.6269,1.6633
0.1583,4.3076,0.0029,0.2217,2.0977,-0.21081,-1.64858,-1.23121,-90.42,1.6787,1.6620
0.1667,1.0533,0.3545,0.2198,0.3875,-0.22635,-1.64482,-1.23022,-90.61,1.9188,1.6603
0.1750,1.1797,0.3832,-1.8135,2.0512,-0.24162,-1.64047,-1.23068,-90.69,1.9045,1.6582
