pose_idx,j2_deg,j3_deg,j4_deg,j2_fk_deg,j3_fk_deg,j4_fk_deg,j1_actual_deg,j2_actual_deg,j3_actual_deg,j4_actual_deg,position_error_deg,tau_j1_Nm,tau_j2_Nm,tau_j3_Nm,tau_j4_Nm,tau_j2_analytical,tau_j3_analytical,tau_j4_analytical,ee_x_m,ee_y_m,ee_z_m,j3_local_x_m,j3_local_z_m,j4_local_x_m,j4_local_z_m,ee_local_x_m,ee_local_z_m,chassis_roll_deg,chassis_pitch_deg,converged,filter_status,filter_chassis,filter_self_L4_L2,filter_self_L4_J1,filter_floor,filter_converged,filter_tipping,tip_worst_margin_m,tip_worst_j1_deg,tip_j1_stable_count,tip_cg_x_m,tip_cg_y_m
0,-30.0,-170.0,-150.0,-30.0,10.0,30.0,-0.004,-29.550,-169.804,-149.999,0.450,0.0992,-7.6672,-2.9376,-0.2459,-7.6362,-2.9295,-0.2466,0.384375,0.069103,0.498678,0.263965,-0.152400,0.502646,-0.239273,0.552675,-0.230452,-0.217,-0.042,True,chassis_collision,True,False,False,False,True,False,,,,,
1,-30.0,-170.0,-120.0,-30.0,10.0,60.0,-0.005,-29.552,-169.885,-119.999,0.448,0.0395,-7.6438,-2.8961,-0.1888,-7.5814,-2.8747,-0.1918,0.377547,0.081554,0.475519,0.263965,-0.152400,0.502646,-0.239273,0.541562,-0.206620,-0.150,-0.032,True,chassis_collision,True,False,False,False,True,False,,,,,
2,-30.0,-170.0,-90.0,-30.0,10.0,90.0,-0.005,-29.579,-169.955,-90.000,0.421,-0.0485,-7.5374,-2.7860,-0.0753,-7.4752,-2.7686,-0.0856,0.360807,0.087439,0.461164,0.263965,-0.152400,0.502646,-0.239273,0.520021,-0.191537,-0.154,-0.038,True,chassis_collision,True,False,False,False,True,False,,,,,
3,-30.0,-170.0,-60.0,-30.0,10.0,120.0,-0.005,-29.577,-170.005,-60.000,0.423,0.0015,-7.3506,-2.6357,0.0448,-7.3461,-2.6394,0.0435,0.344442,0.094008,0.459231,0.263965,-0.152400,0.502646,-0.239273,0.493825,-0.189245,-0.273,-0.101,True,chassis_collision,True,False,False,False,True,False,,,,,
4,-30.0,-170.0,-30.0,-30.0,10.0,150.0,-0.005,-29.589,-169.989,-30.000,0.411,0.0706,-7.2199,-2.5146,0.1613,-7.2287,-2.5220,0.1609,0.326568,0.103645,0.470355,0.263965,-0.152400,0.502646,-0.239273,0.469993,-0.200358,-0.220,-0.106,True,chassis_collision,True,False,False,False,True,False,,,,,
5,-30.0,-170.0,0.0,-30.0,10.0,-180.0,-0.003,-29.581,-169.934,-0.001,0.419,0.2624,-7.2446,-2.4774,0.2378,-7.1543,-2.4476,0.2353,0.319608,0.111711,0.492062,0.263965,-0.152400,0.502646,-0.239273,0.454910,-0.221898,-0.166,-0.041,True,chassis_collision,True,False,False,False,True,False,,,,,
6,-30.0,-170.0,30.0,-30.0,10.0,-150.0,-0.006,-29.555,-169.937,29.999,0.445,0.1679,-7.0928,-2.4155,0.2433,-7.1430,-2.4364,0.2466,0.324448,0.123076,0.518282,0.263965,-0.152400,0.502646,-0.239273,0.452618,-0.248094,-0.143,-0.059,True,chassis_collision,True,False,False,False,True,False,,,,,
7,-30.0,-170.0,60.0,-30.0,10.0,-120.0,-0.005,-29.587,-169.983,60.000,0.413,-0.0822,-7.3366,-2.5389,0.1932,-7.1978,-2.4911,0.1918,0.339392,0.135201,0.542409,0.263965,-0.152400,0.502646,-0.239273,0.463731,-0.271927,-0.107,-0.037,True,floor_collision,False,False,False,True,True,False,,,,,
8,-30.0,-170.0,90.0,-30.0,10.0,-90.0,-0.006,-29.580,-170.000,90.000,0.420,-0.0292,-7.3419,-2.6103,0.0822,-7.3040,-2.5973,0.0856,0.364029,0.158518,0.556904,0.263965,-0.152400,0.502646,-0.239273,0.485272,-0.287010,-0.142,-0.104,True,floor_collision,False,False,False,True,True,False,,,,,
9,-30.0,-170.0,120.0,-30.0,10.0,-60.0,-0.006,-29.568,-169.977,120.000,0.432,-0.0510,-7.4953,-2.7440,-0.0449,-7.4331,-2.7264,-0.0435,0.394536,0.184435,0.558798,0.263965,-0.152400,0.502646,-0.239273,0.511468,-0.289301,-0.194,-0.134,True,floor_collision,False,False,False,True,True,False,,,,,
10,-30.0,-170.0,150.0,-30.0,10.0,-30.0,-0.005,-29.551,-169.898,150.001,0.449,0.1364,-7.5436,-2.8364,-0.1613,-7.5505,-2.8439,-0.1609,0.421378,0.210388,0.547244,0.263965,-0.152400,0.502646,-0.239273,0.535300,-0.278188,-0.150,-0.102,True,floor_collision,False,False,False,True,True,False,,,,,
11,-30.0,-150.0,-150.0,-30.0,30.0,30.0,-0.002,-29.643,-149.801,-149.999,0.357,0.1735,-7.7931,-3.0560,-0.2121,-7.7786,-3.0719,-0.2168,0.443453,0.236681,0.396214,0.263965,-0.152400,0.517965,-0.152400,0.561959,-0.127000,-0.133,-0.083,True,chassis_collision,True,False,False,False,True,False,,,,,
12,-30.0,-150.0,-120.0,-30.0,30.0,60.0,-0.004,-29.633,-149.910,-120.000,0.367,-0.0465,-7.6911,-2.9738,-0.1235,-7.6870,-2.9803,-0.1252,0.432880,0.242999,0.377931,0.263965,-0.152400,0.517965,-0.152400,0.543365,-0.108406,-0.230,-0.193,True,chassis_collision,True,False,False,False,True,False,,,,,
13,-30.0,-150.0,-90.0,-30.0,30.0,90.0,-0.004,-29.628,-149.999,-90.000,0.372,0.0548,-7.5925,-2.8561,0.0025,-7.5618,-2.8551,-0.0000,0.413146,0.237649,0.372054,0.263965,-0.152400,0.517965,-0.152400,0.517965,-0.101600,-0.017,-0.039,True,chassis_collision,True,False,False,False,True,False,,,,,
14,-30.0,-150.0,-60.0,-30.0,30.0,120.0,-0.004,-29.636,-150.033,-60.000,0.364,3.8453,-9.6369,-3.5316,0.1791,-7.4366,-2.7299,0.1252,0.393957,0.223744,0.379489,0.263965,-0.152400,0.517965,-0.152400,0.492565,-0.108406,-0.011,-0.041,True,chassis_collision,True,False,False,False,True,False,,,,,
15,-30.0,-150.0,-30.0,-30.0,30.0,150.0,-0.005,-29.667,-149.994,-30.001,0.333,-0.0346,-7.3943,-2.6472,0.2188,-7.3450,-2.6383,0.2168,0.381609,0.220061,0.398191,0.263965,-0.152400,0.517965,-0.152400,0.473970,-0.127000,-0.089,-0.026,True,chassis_collision,True,False,False,False,True,False,,,,,
16,-30.0,-150.0,0.0,-30.0,30.0,-180.0,-0.005,-29.672,-149.914,-0.001,0.328,-0.0752,-7.2772,-2.5872,0.2490,-7.3114,-2.6047,0.2504,0.378513,0.216288,0.423543,0.263965,-0.152400,0.517965,-0.152400,0.467165,-0.152400,0.002,-0.009,True,chassis_collision,True,False,False,False,True,False,,,,,
17,-30.0,-150.0,30.0,-30.0,30.0,-150.0,-0.005,-29.667,-149.910,30.000,0.333,-0.1150,-7.4936,-2.6835,0.2181,-7.3450,-2.6383,0.2168,0.386246,0.223220,0.448829,0.263965,-0.152400,0.517965,-0.152400,0.473970,-0.177800,-0.068,0.001,True,chassis_collision,True,False,False,False,True,False,,,,,
18,-30.0,-150.0,60.0,-30.0,30.0,-120.0,-0.005,-29.635,-149.960,60.000,0.365,0.0159,-7.4192,-2.7176,0.1234,-7.4366,-2.7299,0.1252,0.405963,0.238806,0.467109,0.263965,-0.152400,0.517965,-0.152400,0.492565,-0.196394,-0.055,-0.038,True,chassis_collision,True,False,False,False,True,False,,,,,
19,-30.0,-150.0,90.0,-30.0,30.0,-90.0,-0.004,-29.637,-149.995,90.000,0.363,0.0736,-7.6238,-2.8690,-0.0023,-7.5618,-2.8551,-0.0000,0.427790,0.257117,0.473856,0.263965,-0.152400,0.517965,-0.152400,0.517965,-0.203200,-0.017,-0.020,True,chassis_collision,True,False,False,False,True,False,,,,,
20,-30.0,-150.0,120.0,-30.0,30.0,-60.0,-0.006,-29.606,-149.986,120.000,0.394,-0.0842,-7.5702,-2.9247,-0.1244,-7.6870,-2.9803,-0.1252,0.450765,0.274352,0.466933,0.263965,-0.152400,0.517965,-0.152400,0.543365,-0.196394,-0.012,0.007,True,chassis_collision,True,False,False,False,True,False,,,,,
21,-30.0,-150.0,150.0,-30.0,30.0,-30.0,-0.003,-29.621,-149.905,150.001,0.379,-7.3036,-13.2359,-5.2899,-0.4052,-7.7786,-3.0719,-0.2168,0.466465,0.287808,0.447905,0.263965,-0.152400,0.517965,-0.152400,0.561959,-0.177800,0.036,0.001,True,chassis_collision,True,False,False,False,True,False,,,,,
22,-30.0,-130.0,-150.0,-30.0,50.0,30.0,-0.003,-29.788,-129.876,-149.999,0.212,3.3104,-5.8194,-1.9392,-0.0923,-7.5505,-2.8439,-0.1609,0.444879,0.271513,0.298110,0.263965,-0.152400,0.502646,-0.065527,0.535300,-0.026612,-0.014,-0.040,True,chassis_collision,True,False,False,False,True,False,,,,,
23,-30.0,-130.0,-120.0,-30.0,50.0,60.0,-0.003,-29.765,-129.969,-120.000,0.235,-2.2678,-5.0794,-1.7863,-0.0101,-7.4331,-2.7264,-0.0435,0.426681,0.257157,0.287347,0.263965,-0.152400,0.502646,-0.065527,0.511468,-0.015499,0.042,0.007,True,chassis_collision,True,False,False,False,True,False,,,,,
24,-30.0,-130.0,-90.0,-30.0,50.0,90.0,-0.002,-29.767,-130.034,-90.000,0.233,-1.0436,-5.4486,-2.1313,0.0331,-7.3040,-2.5973,0.0856,0.406045,0.241886,0.290057,0.263965,-0.152400,0.502646,-0.065527,0.485272,-0.017790,-0.015,-0.017,True,chassis_collision,True,False,False,False,True,False,,,,,
25,-30.0,-130.0,-60.0,-30.0,50.0,120.0,-0.002,-29.763,-130.040,-60.000,0.237,-4.7621,-11.8001,-3.8213,0.3506,-7.1978,-2.4911,0.1918,0.389995,0.228613,0.305208,0.263965,-0.152400,0.502646,-0.065527,0.463731,-0.032873,0.063,-0.007,True,chassis_collision,True,False,False,False,True,False,,,,,
26,-30.0,-130.0,-30.0,-30.0,50.0,150.0,-0.003,-29.807,-129.980,-30.001,0.193,-0.2716,-5.9012,-1.9630,0.2066,-7.1430,-2.4364,0.2466,0.382510,0.223021,0.329268,0.263965,-0.152400,0.502646,-0.065527,0.452618,-0.056706,0.025,-0.005,True,chassis_collision,True,False,False,False,True,False,,,,,
27,-30.0,-130.0,0.0,-30.0,50.0,-180.0,-0.003,-29.825,-129.919,-0.000,0.175,-2.1519,-3.3018,-1.1683,0.1195,-7.1543,-2.4476,0.2353,0.384821,0.224860,0.355525,0.263965,-0.152400,0.502646,-0.065527,0.454910,-0.082902,0.012,0.042,True,chassis_collision,True,False,False,False,True,False,,,,,
28,-30.0,-130.0,30.0,-30.0,50.0,-150.0,-0.003,-29.806,-129.931,30.000,0.194,0.4323,-4.8311,-1.7522,0.1279,-7.2287,-2.5220,0.1609,0.397024,0.234545,0.376672,0.263965,-0.152400,0.502646,-0.065527,0.469993,-0.104442,0.017,-0.005,True,chassis_collision,True,False,False,False,True,False,,,,,
29,-30.0,-130.0,60.0,-30.0,50.0,-120.0,-0.003,-29.752,-129.984,60.000,0.248,-2.8679,-11.6315,-4.0147,-0.0029,-7.3461,-2.6394,0.0435,0.416587,0.250238,0.387486,0.263965,-0.152400,0.502646,-0.065527,0.493825,-0.115555,0.053,-0.017,True,chassis_collision,True,False,False,False,True,False,,,,,
30,-30.0,-130.0,90.0,-30.0,50.0,-90.0,-0.004,-29.750,-130.016,90.000,0.250,3.4031,-6.2227,-2.1222,-0.1072,-7.4752,-2.7686,-0.0856,0.437646,0.267624,0.385205,0.263965,-0.152400,0.502646,-0.065527,0.520021,-0.113263,-0.026,-0.047,True,chassis_collision,True,False,False,False,True,False,,,,,
31,-30.0,-130.0,120.0,-30.0,50.0,-60.0,-0.002,-29.749,-129.996,120.001,0.251,-3.2616,-8.2637,-3.2072,-0.2018,-7.5814,-2.8747,-0.1918,0.455093,0.281575,0.369834,0.263965,-0.152400,0.502646,-0.065527,0.541562,-0.098180,0.006,-0.023,True,chassis_collision,True,False,False,False,True,False,,,,,
32,-30.0,-130.0,150.0,-30.0,50.0,-30.0,-0.003,-29.784,-129.921,150.001,0.216,-1.9217,-4.0846,-1.5048,-0.1291,-7.6362,-2.9295,-0.2466,0.463579,0.289252,0.346095,0.263965,-0.152400,0.502646,-0.065527,0.552675,-0.074348,0.007,0.026,True,chassis_collision,True,False,False,False,True,False,,,,,
33,-30.0,-110.0,-150.0,-30.0,70.0,30.0,-0.002,-29.878,-109.940,-150.000,0.122,-0.5966,-5.7889,-1.8091,-0.0627,-6.9794,-2.2728,-0.0856,0.404118,0.241740,0.214288,0.263965,-0.152400,0.458540,0.010868,0.475914,0.058604,0.020,-0.021,True,chassis_collision,True,False,False,False,True,False,,,,,
34,-30.0,-110.0,-120.0,-30.0,70.0,60.0,-0.002,-29.844,-110.017,-120.000,0.156,0.3735,-11.7723,-4.1959,0.0228,-6.8503,-2.1437,0.0435,0.383997,0.225915,0.212115,0.263965,-0.152400,0.458540,0.010868,0.449719,0.060896,-0.005,0.002,True,chassis_collision,True,False,False,False,True,False,,,,,
35,-30.0,-110.0,-90.0,-30.0,70.0,90.0,-0.002,-29.841,-110.054,-90.000,0.159,-3.6218,-8.9325,-2.4231,0.2427,-6.7329,-2.0262,0.1609,0.365726,0.211158,0.223297,0.263965,-0.152400,0.458540,0.010868,0.425886,0.049783,0.059,-0.014,True,chassis_collision,True,False,False,False,True,False,,,,,
36,-30.0,-110.0,-60.0,-30.0,70.0,120.0,-0.001,-29.859,-110.026,-60.000,0.141,-2.6038,-7.3121,-2.3104,0.2598,-6.6585,-1.9519,0.2353,0.354481,0.202516,0.244910,0.263965,-0.152400,0.458540,0.010868,0.410803,0.028243,0.064,0.014,True,chassis_collision,True,False,False,False,True,False,,,,,
37,-30.0,-110.0,-30.0,-30.0,70.0,150.0,-0.002,-29.893,-109.966,-30.001,0.107,0.6837,-6.4114,-1.7126,0.2330,-6.6472,-1.9406,0.2466,0.353571,0.201614,0.271228,0.263965,-0.152400,0.458540,0.010868,0.408512,0.002047,-0.006,-0.005,True,chassis_collision,True,False,False,False,True,False,,,,,
38,-30.0,-110.0,0.0,-30.0,70.0,-180.0,-0.003,-29.903,-109.929,-0.000,0.097,2.3858,-7.3211,-2.1740,0.2068,-6.7020,-1.9953,0.1918,0.363070,0.209669,0.294952,0.263965,-0.152400,0.458540,0.010868,0.419625,-0.021786,0.009,-0.005,True,chassis_collision,True,False,False,False,True,False,,,,,
39,-30.0,-110.0,30.0,-30.0,70.0,-150.0,-0.002,-29.885,-109.962,30.000,0.115,2.7269,-2.6304,-0.7979,0.0449,-6.8082,-2.1015,0.0856,0.381112,0.223419,0.310157,0.263965,-0.152400,0.458540,0.010868,0.441165,-0.036868,-0.032,-0.008,True,chassis_collision,True,False,False,False,True,False,,,,,
40,-30.0,-110.0,60.0,-30.0,70.0,-120.0,-0.002,-29.850,-110.012,60.000,0.150,-0.4877,-8.0152,-2.6777,-0.0308,-6.9373,-2.2306,-0.0435,0.402301,0.240744,0.312031,0.263965,-0.152400,0.458540,0.010868,0.467361,-0.039160,-0.001,-0.010,True,chassis_collision,True,False,False,False,True,False,,,,,
41,-30.0,-110.0,90.0,-30.0,70.0,-90.0,-0.002,-29.819,-110.028,90.000,0.181,0.0295,-7.0108,-2.3262,-0.1607,-7.0548,-2.3481,-0.1609,0.422730,0.262439,0.300558,0.263965,-0.152400,0.458540,0.010868,0.491193,-0.028047,-0.065,-0.038,True,chassis_collision,True,False,False,False,True,False,,,,,
42,-30.0,-110.0,120.0,-30.0,70.0,-60.0,-0.001,-29.829,-109.990,120.001,0.171,-3.2388,-8.3305,-2.8659,-0.2767,-7.1291,-2.4224,-0.2353,0.435420,0.271970,0.279100,0.263965,-0.152400,0.458540,0.010868,0.506276,-0.006507,0.000,0.010,True,chassis_collision,True,False,False,False,True,False,,,,,
43,-30.0,-110.0,150.0,-30.0,70.0,-30.0,-0.002,-29.873,-109.919,150.000,0.127,-0.6866,-8.9635,-2.7165,-0.3075,-7.1404,-2.4337,-0.2466,0.437343,0.273192,0.252976,0.263965,-0.152400,0.458540,0.010868,0.508568,0.019689,0.000,0.011,True,chassis_collision,True,False,False,False,True,False,,,,,
44,-30.0,-90.0,-150.0,-30.0,90.0,30.0,-0.002,-29.932,-89.998,-150.000,0.068,0.7394,-6.8651,-1.5091,0.0094,-6.1342,-1.4276,-0.0000,0.349062,0.197687,0.155255,0.263965,-0.152400,0.390965,0.067570,0.390965,0.118370,-0.033,-0.045,True,chassis_collision,True,False,False,False,True,False,,,,,
45,-30.0,-90.0,-120.0,-30.0,90.0,60.0,-0.001,-29.903,-90.057,-120.000,0.097,0.0076,-5.9935,-1.2974,0.1249,-6.0090,-1.3024,0.1252,0.333204,0.184432,0.161904,0.263965,-0.152400,0.390965,0.067570,0.365565,0.111565,-0.061,-0.081,True,chassis_collision,True,False,False,False,True,False,,,,,
46,-30.0,-90.0,-90.0,-30.0,90.0,90.0,-0.002,-29.896,-90.055,-90.001,0.104,0.8581,-6.1347,-1.2226,0.2297,-5.9174,-1.2107,0.2168,0.323551,0.172594,0.180547,0.263965,-0.152400,0.390965,0.067570,0.346970,0.092970,-0.032,-0.048,True,chassis_collision,True,False,False,False,True,False,,,,,
47,-30.0,-90.0,-60.0,-30.0,90.0,120.0,-0.002,-29.916,-90.008,-60.001,0.084,1.4355,-5.8590,-1.2319,0.2446,-5.8839,-1.1772,0.2504,0.319273,0.167901,0.206075,0.263965,-0.152400,0.390965,0.067570,0.340165,0.067570,-0.039,-0.019,True,chassis_collision,True,False,False,False,True,False,,,,,
48,-30.0,-90.0,-30.0,-30.0,90.0,150.0,-0.001,-29.940,-89.958,-30.000,0.060,-2.0867,-6.2282,-1.1988,0.2192,-5.9174,-1.2107,0.2168,0.324689,0.171954,0.231514,0.263965,-0.152400,0.390965,0.067570,0.346970,0.042170,0.065,0.037,True,chassis_collision,True,False,False,False,True,False,,,,,
49,-30.0,-90.0,0.0,-30.0,90.0,-180.0,-0.002,-29.951,-89.950,-0.000,0.050,1.0423,-7.6081,-1.8295,0.1738,-6.0090,-1.3024,0.1252,0.338914,0.184290,0.250057,0.263965,-0.152400,0.390965,0.067570,0.365565,0.023576,-0.019,-0.011,True,chassis_collision,True,False,False,False,True,False,,,,,
50,-30.0,-90.0,30.0,-30.0,90.0,-150.0,-0.001,-29.934,-89.997,30.000,0.066,-1.5035,-4.5330,-1.1563,0.0153,-6.1342,-1.4276,-0.0000,0.358241,0.200917,0.256795,0.263965,-0.152400,0.390965,0.067570,0.390965,0.016770,0.015,0.006,True,chassis_collision,True,False,False,False,True,False,,,,,
51,-30.0,-90.0,60.0,-30.0,90.0,-120.0,-0.001,-29.903,-90.033,60.000,0.097,-0.6398,-5.4795,-1.2847,-0.1151,-6.2594,-1.5527,-0.1252,0.377410,0.217919,0.249751,0.263965,-0.152400,0.390965,0.067570,0.416365,0.023576,0.056,0.021,True,chassis_collision,True,False,False,False,True,False,,,,,
52,-30.0,-90.0,90.0,-30.0,90.0,-90.0,-0.001,-29.889,-90.025,90.000,0.111,-0.3146,-5.8284,-1.5918,-0.1952,-6.3511,-1.6444,-0.2168,0.391741,0.230218,0.231088,0.263965,-0.152400,0.390965,0.067570,0.434959,0.042170,-0.006,-0.003,True,chassis_collision,True,False,False,False,True,False,,,,,
53,-30.0,-90.0,120.0,-30.0,90.0,-60.0,-0.001,-29.897,-89.978,120.001,0.103,-1.9455,-2.9060,-0.4721,-0.1138,-6.3846,-1.6779,-0.2504,0.397142,0.234479,0.205768,0.263965,-0.152400,0.390965,0.067570,0.441765,0.067570,0.026,0.051,True,chassis_collision,True,False,False,False,True,False,,,,,
54,-30.0,-90.0,150.0,-30.0,90.0,-30.0,-0.001,-29.927,-89.923,150.000,0.077,-1.1581,-6.6116,-1.5486,-0.2209,-6.3511,-1.6444,-0.2168,0.391987,0.229661,0.180400,0.263965,-0.152400,0.390965,0.067570,0.434959,0.092970,0.013,0.027,True,chassis_collision,True,False,False,False,True,False,,,,,
55,-30.0,-70.0,-150.0,-30.0,110.0,30.0,-0.001,-29.969,-70.046,-150.000,0.046,-1.8314,-2.6180,-0.1955,0.0533,-5.1168,-0.4102,0.0856,0.285810,0.133537,0.128550,0.263965,-0.152400,0.308071,0.097741,0.290697,0.145478,0.027,0.045,True,chassis_collision,True,False,False,False,True,False,,,,,
56,-30.0,-70.0,-120.0,-30.0,110.0,60.0,-0.002,-29.947,-70.069,-120.000,0.069,-1.9277,-3.0225,-0.3394,0.1106,-5.0107,-0.3040,0.1918,0.270223,0.119239,0.143537,0.263965,-0.152400,0.308071,0.097741,0.269156,0.130395,0.011,0.040,True,chassis_collision,True,False,False,False,True,False,,,,,
57,-30.0,-70.0,-90.0,-30.0,110.0,90.0,-0.002,-29.939,-70.040,-90.001,0.061,0.7682,-5.7123,-0.2252,0.2792,-4.9559,-0.2492,0.2466,0.262352,0.111829,0.167256,0.263965,-0.152400,0.308071,0.097741,0.258043,0.106562,-0.051,-0.024,True,chassis_collision,True,False,False,False,True,False,,,,,
58,-30.0,-70.0,-60.0,-30.0,110.0,120.0,-0.002,-29.950,-69.993,-60.000,0.050,-1.3466,-5.6718,-0.0640,0.2597,-4.9672,-0.2605,0.2353,0.264442,0.113587,0.193370,0.263965,-0.152400,0.308071,0.097741,0.260335,0.080367,0.046,0.003,True,chassis_collision,True,False,False,False,True,False,,,,,
59,-30.0,-70.0,-30.0,-30.0,110.0,150.0,-0.001,-29.970,-69.962,-30.000,0.038,-1.5423,-4.9977,-0.5634,0.1755,-5.0415,-0.3348,0.1609,0.275694,0.123967,0.215019,0.263965,-0.152400,0.308071,0.097741,0.275418,0.058826,0.088,0.024,True,chassis_collision,True,False,False,False,True,False,,,,,
60,-30.0,-70.0,0.0,-30.0,110.0,-180.0,-0.002,-29.982,-69.984,-0.000,0.018,-2.5326,-7.1470,-0.4091,0.0291,-5.1590,-0.4523,0.0435,0.294154,0.140936,0.226289,0.263965,-0.152400,0.308071,0.097741,0.299250,0.047713,0.069,0.034,True,chassis_collision,True,False,False,False,True,False,,,,,
61,-30.0,-70.0,30.0,-30.0,110.0,-150.0,-0.002,-29.964,-70.031,30.000,0.036,1.0200,-6.4769,-0.4019,-0.1391,-5.2881,-0.5814,-0.0856,0.314154,0.158988,0.224026,0.263965,-0.152400,0.308071,0.097741,0.325446,0.050005,-0.054,-0.015,True,chassis_collision,True,False,False,False,True,False,,,,,
62,-30.0,-70.0,60.0,-30.0,110.0,-120.0,-0.002,-29.935,-70.045,60.000,0.065,1.3500,-6.9536,-0.5842,-0.2694,-5.3943,-0.6876,-0.1918,0.331050,0.173990,0.208802,0.263965,-0.152400,0.308071,0.097741,0.346986,0.065088,-0.041,-0.005,True,chassis_collision,True,False,False,False,True,False,,,,,
63,-30.0,-70.0,90.0,-30.0,110.0,-90.0,-0.002,-29.924,-70.015,90.001,0.076,-0.0609,-3.3281,-0.2350,-0.1553,-5.4490,-0.7424,-0.2466,0.339815,0.181239,0.184910,0.263965,-0.152400,0.308071,0.097741,0.358099,0.088920,0.026,-0.018,True,chassis_collision,True,False,False,False,True,False,,,,,
64,-30.0,-70.0,120.0,-30.0,110.0,-60.0,-0.001,-29.928,-69.964,120.000,0.072,0.0533,-5.4421,-0.7205,-0.2353,-5.4377,-0.7311,-0.2353,0.342423,0.189274,0.157939,0.263965,-0.152400,0.308071,0.097741,0.355808,0.115116,-0.265,-0.257,True,chassis_collision,True,False,False,False,True,False,,,,,
65,-30.0,-70.0,150.0,-30.0,110.0,-30.0,-0.002,-29.956,-69.930,150.001,0.070,-0.0096,-5.3289,-0.6433,-0.1595,-5.3634,-0.6567,-0.1609,0.333100,0.179644,0.137068,0.263965,-0.152400,0.308071,0.097741,0.340725,0.136656,0.017,0.062,True,chassis_collision,True,False,False,False,True,False,,,,,
66,-30.0,-50.0,-150.0,-30.0,130.0,30.0,-0.003,-29.987,-50.081,-150.000,0.081,1.0878,-3.9048,0.7585,0.1694,-4.0500,0.6567,0.1609,0.229589,0.070991,0.137412,0.263965,-0.152400,0.219858,0.097741,0.187204,0.136656,-0.016,-0.092,True,chassis_collision,True,False,False,False,True,False,,,,,
67,-30.0,-50.0,-120.0,-30.0,130.0,60.0,-0.003,-29.970,-50.066,-120.000,0.066,2.8553,-5.7035,0.7624,0.2793,-3.9756,0.7311,0.2353,0.219669,0.060101,0.158918,0.263965,-0.152400,0.219858,0.097741,0.172122,0.115116,-0.071,-0.029,True,chassis_collision,True,False,False,False,True,False,,,,,
68,-30.0,-50.0,-90.0,-30.0,130.0,90.0,-0.003,-29.963,-50.024,-90.000,0.037,-0.6685,-3.4679,0.7460,0.1869,-3.9643,0.7424,0.2466,0.219369,0.058345,0.185288,0.263965,-0.152400,0.219858,0.097741,0.169830,0.088920,0.029,-0.000,True,chassis_collision,True,False,False,False,True,False,,,,,
69,-30.0,-50.0,-60.0,-30.0,130.0,120.0,-0.003,-29.970,-49.988,-60.000,0.030,0.6520,-3.3550,0.5675,0.1607,-4.0191,0.6876,0.1918,0.227269,0.066185,0.208963,0.263965,-0.152400,0.219858,0.097741,0.180943,0.065088,0.024,0.012,True,chassis_collision,True,False,False,False,True,False,,,,,
70,-30.0,-50.0,-30.0,-30.0,130.0,150.0,-0.003,-29.983,-49.979,-30.000,0.021,-0.0004,-4.1269,0.5817,0.0859,-4.1253,0.5814,0.0856,0.248900,0.084713,0.223862,0.263965,-0.152400,0.219858,0.097741,0.202483,0.050005,-0.059,-0.013,True,chassis_collision,True,False,False,False,True,False,,,,,
71,-30.0,-50.0,0.0,-30.0,130.0,-180.0,-0.003,-29.994,-50.019,0.000,0.019,1.3866,-3.7407,0.4908,-0.0443,-4.2544,0.4523,-0.0435,0.268962,0.104312,0.226435,0.263965,-0.152400,0.219858,0.097741,0.228679,0.047713,-0.020,-0.058,True,chassis_collision,True,False,False,False,True,False,,,,,
72,-30.0,-50.0,30.0,-30.0,130.0,-150.0,-0.003,-29.976,-50.053,30.000,0.053,-1.3785,-3.5242,0.8301,-0.1717,-4.3718,0.3348,-0.1609,0.287099,0.121816,0.215238,0.263965,-0.152400,0.219858,0.097741,0.252512,0.058826,0.075,0.035,True,chassis_collision,True,False,False,False,True,False,,,,,
73,-30.0,-50.0,60.0,-30.0,130.0,-120.0,-0.003,-29.946,-50.044,60.001,0.054,-0.0099,-4.4558,0.2574,-0.2357,-4.4462,0.2605,-0.2353,0.301141,0.136053,0.193525,0.263965,-0.152400,0.219858,0.097741,0.267594,0.080367,-0.106,-0.119,True,chassis_collision,True,False,False,False,True,False,,,,,
74,-30.0,-50.0,90.0,-30.0,130.0,-90.0,-0.002,-29.935,-50.000,90.001,0.065,-0.1242,-5.0975,0.0757,-0.2845,-4.4575,0.2492,-0.2466,0.304732,0.137696,0.167174,0.263965,-0.152400,0.219858,0.097741,0.269886,0.106562,0.008,0.052,True,chassis_collision,True,False,False,False,True,False,,,,,
75,-30.0,-50.0,120.0,-30.0,130.0,-60.0,-0.002,-29.950,-49.962,120.000,0.050,1.4835,-2.2419,-0.1028,-0.1016,-4.4027,0.3040,-0.1918,0.297415,0.128900,0.143726,0.263965,-0.152400,0.219858,0.097741,0.258773,0.130395,-0.042,-0.107,True,chassis_collision,True,False,False,False,True,False,,,,,
76,-30.0,-50.0,150.0,-30.0,130.0,-30.0,-0.002,-29.977,-49.963,150.000,0.037,-1.2647,-2.5544,0.2596,-0.0525,-4.2965,0.4102,-0.0856,0.284158,0.112763,0.128731,0.263965,-0.152400,0.219858,0.097741,0.237233,0.145478,0.059,0.035,True,chassis_collision,True,False,False,False,True,False,,,,,
