sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,3.8315,6.2894,2.3421,14.4489,-0.00302,-1.64855,-1.20239,-91.67,0.1112,0.0000
0.0083,10.5591,0.4099,0.0388,2.9989,-0.01198,-1.65099,-1.20358,-90.35,0.9290,0.0000
0.0167,3.8848,-0.1204,7.3625,2.7114,-0.02829,-1.64881,-1.20356,-88.54,1.9745,0.0000
0.0250,12.7005,1.3066,0.0593,5.3762,-0.05016,-1.64614,-1.20430,-86.14,2.6430,0.0000
0.0333,1.9935,0.1438,0.0823,4.2756,-0.08131,-1.65019,-1.20410,-85.26,3.7701,0.0000
0.0417,0.1193,1.8834,0.0383,0.2999,-0.11921,-1.65728,-1.20361,-85.31,4.6274,0.0000
0.0500,0.0237,-0.0122,0.0690,1.2040,-0.15932,-1.66664,-1.20426,-87.23,4.9421,0.0000
0.0583,0.6139,-0.0096,0.0405,2.0579,-0.20357,-1.67128,-1.20226,-88.65,5.3387,0.0000
0.0667,0.0105,0.0299,0.0100,-0.1765,-0.24490,-1.67372,-1.20081,-88.18,4.9683,0.0000
0.0750,-0.0747,21.2866,1.8435,-0.2920,-0.26873,-1.67468,-1.20463,-84.01,2.8624,0.0000
0.0833,9.0745,0.3532,0.3736,4.9479,-0.27348,-1.67886,-1.20077,-80.62,0.7595,0.0000
0.0917,18.1099,0.2954,0.0144,7.2906,-0.28297,-1.66974,-1.20398,-78.29,1.5801,0.0000
0.1000,6.3158,-0.1797,5.2409,0.0894,-0.30203,-1.65761,-1.20416,-77.84,2.7114,0.0000
0.1083,0.4213,-0.0172,0.4109,2.8023,-0.32498,-1.64203,-1.20439,-76.67,3.3277,0.0000
0.1167,0.9244,-0.0138,0.4114,5.6617,-0.35248,-1.62270,-1.20465,-75.37,4.0341,0.0000
0.1250,1.3865,1.1228,-0.0711,0.2365,-0.38417,-1.60549,-1.20037,-76.02,4.3275,0.0000
0.1333,-1.1024,-0.6744,8.5906,3.3305,-0.42015,-1.59483,-1.20454,-77.07,4.5039,0.0000
0.1417,10.4192,0.2672,1.9196,0.2288,-0.45936,-1.57997,-1.20298,-76.66,5.0310,0.0000
0.1500,-0.0087,-0.0484,0.5545,1.2077,-0.49979,-1.56732,-1.20121,-75.36,5.0837,0.0000
0.1583,8.4842,1.1774,-0.2403,1.2465,-0.53939,-1.55791,-1.20476,-74.13,4.8840,0.0000
0.1667,2.1815,0.0562,-0.1040,4.1439,-0.58060,-1.54664,-1.20121,-74.75,5.1270,0.0000
0.1750,0.7289,-0.0464,0.4170,6.8840,-0.62235,-1.53462,-1.20519,-75.33,5.2133,0.0000
0.1833,-0.0643,-0.3075,3.7301,0.9537,-0.66256,-1.52537,-1.20301,-75.52,4.9521,0.0000
0.1917,-0.0211,-0.0974,0.0545,0.7713,-0.69781,-1.51410,-1.20293,-74.06,4.4401,0.0000
0.2000,9.2855,0.2011,-0.7265,1.3817,-0.72458,-1.50012,-1.20402,-70.88,3.6242,0.0000
0.2083,1.8914,38.9459,-0.0674,5.1269,-0.73912,-1.49849,-1.20271,-67.49,1.7555,0.0000
0.2167,-0.2450,-0.0874,-0.0406,0.7243,-0.74709,-1.50633,-1.20240,-64.07,1.3410,0.0000
0.2250,-0.3136,-0.1634,4.3282,1.2424,-0.75526,-1.50750,-1.20187,-60.15,0.9914,0.0000
0.2333,3.6663,4.1817,0.2785,1.6122,-0.75791,-1.49831,-1.20260,-57.64,1.1471,0.0000
0.2417,10.7736,13.8033,-0.1421,7.3310,-0.76808,-1.48687,-1.20434,-57.30,1.8376,0.0000
0.2500,8.1549,5.4422,8.1597,0.9312,-0.78600,-1.47315,-1.20492,-58.13,2.7079,0.0000
0.2583,0.8763,-0.0292,1.3408,1.0375,-0.80630,-1.45344,-1.20254,-58.11,3.3948,0.0000
0.2667,-0.4202,9.5123,-0.7356,8.0006,-0.83060,-1.43048,-1.20521,-57.73,4.0123,0.0000
0.2750,0.6221,0.0140,0.0654,1.2030,-0.86428,-1.40796,-1.20116,-58.03,4.8618,0.0000
0.2833,-0.2069,-0.0082,-1.0133,0.0100,-0.90159,-1.38404,-1.20547,-57.69,5.3185,0.0000
0.2917,0.5319,-0.0324,-0.2538,0.6246,-0.93933,-1.35500,-1.20582,-57.59,5.7136,0.0000
0.3000,0.0414,-0.0110,0.0403,1.9124,-0.97888,-1.32545,-1.20204,-57.88,5.9255,0.0000
0.3083,-0.4219,16.8778,-0.3552,0.7264,-1.00813,-1.29723,-1.20398,-55.49,4.8766,0.0000
0.3167,0.2549,0.1847,3.3950,0.9526,-1.03677,-1.27482,-1.20138,-54.33,4.3639,0.0000
0.3250,-0.1094,-0.4612,3.7543,-0.4657,-1.05009,-1.26865,-1.20118,-49.08,1.7621,0.0000
0.3333,4.2431,0.6298,-0.0064,2.6420,-1.05943,-1.27098,-1.20296,-46.49,1.1556,0.0000
0.3417,4.0765,-1.1393,3.9963,8.5517,-1.06799,-1.26340,-1.20204,-46.89,1.3712,0.0000
0.3500,11.9538,0.1600,3.1246,2.8441,-1.07679,-1.24530,-1.20506,-45.35,2.4150,0.0000
0.3583,6.5427,0.4071,0.0585,3.9417,-1.09113,-1.21936,-1.20286,-43.93,3.5575,0.0000
0.3667,-0.5628,2.1674,-0.0034,2.2251,-1.11224,-1.19053,-1.20434,-42.90,4.2876,0.0000
0.3750,3.4207,0.0207,-0.5078,4.0822,-1.13761,-1.16079,-1.20421,-42.19,4.6903,0.0000
0.3833,2.9879,-0.2569,1.9575,10.7341,-1.16753,-1.12881,-1.20403,-42.55,5.2557,0.0000
