sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,4.5441,0.5447,0.5957,1.8072,0.00268,-1.61428,-1.22362,-91.05,0.0029,0.0000
0.0083,3.7410,0.1441,0.3285,1.4589,0.00265,-1.61434,-1.22362,-90.93,0.0068,0.0000
0.0167,3.2535,0.0171,0.2584,2.6509,0.00264,-1.61439,-1.22362,-90.82,0.0056,0.0000
0.0250,3.7299,0.0080,0.2047,1.2642,0.00261,-1.61443,-1.22360,-90.73,0.0066,0.0000
0.0333,3.6868,0.0072,0.1434,2.0651,0.00260,-1.61448,-1.22359,-90.66,0.0061,0.0000
0.0417,2.6366,-0.0028,0.0264,2.0496,0.00257,-1.61453,-1.22357,-90.61,0.0070,0.0000
0.0500,3.1785,-0.0280,0.0266,2.9807,0.00257,-1.61458,-1.22356,-90.57,0.0058,0.0000
0.0583,2.5687,0.0133,0.0015,1.7018,0.00257,-1.61464,-1.22355,-90.55,0.0066,0.0000
0.0667,1.8848,-0.0003,0.0016,1.0434,0.00257,-1.61468,-1.22353,-90.55,0.0056,0.0000
0.0750,0.9830,-0.0000,0.0006,0.4670,0.00258,-1.61470,-1.22353,-90.55,0.0015,0.0000
0.0833,0.9171,-0.0012,0.0012,0.4075,0.00257,-1.61466,-1.22354,-90.55,0.0048,0.0000
0.0917,0.9021,-0.0002,0.0006,0.3203,0.00257,-1.61456,-1.22357,-90.55,0.0119,0.0000
0.1000,0.8466,-0.0011,0.0013,0.2105,0.00257,-1.61439,-1.22362,-90.55,0.0197,0.0000
0.1083,0.6101,-0.0034,0.0070,0.0766,0.00257,-1.61416,-1.22369,-90.55,0.0285,0.0000
0.1167,0.5345,0.0187,-0.0030,0.0184,0.00256,-1.61381,-1.22378,-90.54,0.0417,0.0000
0.1250,0.4556,-0.0122,0.0163,-0.0123,0.00254,-1.61340,-1.22389,-90.53,0.0496,0.0000
0.1333,0.5300,0.3621,0.0340,-0.0173,0.00253,-1.61288,-1.22404,-90.54,0.0618,0.0000
