sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,5.2345,0.8643,0.8389,3.3694,0.00263,-1.61436,-1.22357,-90.98,0.0123,0.0000
0.0083,3.0300,-0.0147,0.1964,2.6350,0.00257,-1.61457,-1.22357,-90.61,0.0214,0.0000
0.0167,1.6963,0.0258,-0.0300,0.1830,0.00255,-1.61468,-1.22354,-90.53,0.0142,0.0000
0.0250,0.6716,-0.0089,0.0093,0.3398,0.00254,-1.61451,-1.22359,-90.53,0.0203,0.0000
0.0333,0.6234,0.0148,-0.0086,0.0146,0.00252,-1.61383,-1.22377,-90.52,0.0820,0.0000
0.0417,0.4035,-0.0209,0.0228,-0.0210,0.00248,-1.61262,-1.22411,-90.51,0.1449,0.0000
0.0500,0.2053,4.3144,-0.0982,0.0694,0.00230,-1.61123,-1.22454,-90.90,0.1679,0.0000
0.0583,0.2239,4.5256,0.0219,-0.0253,0.00225,-1.61082,-1.22431,-91.96,0.0498,0.0000
0.0667,1.9731,4.2133,-0.0125,-0.0063,0.00188,-1.61044,-1.22481,-93.34,0.0635,0.0000
0.0750,0.9559,0.3239,0.0388,-0.0183,0.00191,-1.61104,-1.22467,-93.93,0.0723,0.0000
0.0833,1.5852,0.2468,0.0014,-0.0018,0.00211,-1.61247,-1.22422,-93.90,0.1723,0.0000
0.0917,1.2957,0.0069,0.0064,0.0649,0.00187,-1.61383,-1.22405,-93.85,0.1659,0.0000
0.1000,3.0946,-0.0419,5.7514,0.2605,0.00184,-1.61496,-1.22377,-93.82,0.1361,0.0000
0.1083,4.2728,-0.0030,4.1472,0.6757,0.00233,-1.61510,-1.22293,-93.26,0.0616,0.0000
0.1167,5.1669,0.0132,3.1695,0.5664,0.00232,-1.61517,-1.22254,-92.43,0.0086,0.0000
0.1250,4.0913,0.0000,1.6143,0.9330,0.00177,-1.61489,-1.22272,-91.35,0.0735,0.0000
0.1333,4.3930,0.0009,3.3489,0.2615,0.00079,-1.61447,-1.22331,-90.39,0.1287,0.0000
0.1417,3.3298,0.0009,2.5306,0.1055,0.00008,-1.61319,-1.22397,-89.34,0.1749,0.0000
0.1500,1.1022,0.1197,0.2455,0.0405,-0.00005,-1.61232,-1.22423,-89.04,0.1061,0.0000
0.1583,0.7468,3.6868,-0.0232,0.0188,0.00000,-1.61241,-1.22423,-89.65,0.0123,0.0000
0.1667,0.3716,5.4587,0.0184,-0.0541,0.00017,-1.61250,-1.22411,-90.60,0.0231,0.0000
0.1750,0.2805,4.7684,0.0236,-0.0300,0.00002,-1.61214,-1.22421,-91.80,0.0473,0.0000
0.1833,1.3681,3.9003,-0.0340,0.0960,-0.00005,-1.61109,-1.22417,-93.07,0.1266,0.0000
0.1917,1.6000,0.4249,0.0061,-0.0074,-0.00036,-1.61106,-1.22476,-94.15,0.0364,0.0000
0.2000,1.6820,0.3201,0.0051,0.0003,-0.00041,-1.61218,-1.22443,-94.23,0.1347,0.0000
0.2083,1.2402,0.0031,0.0053,0.0027,-0.00027,-1.61353,-1.22392,-94.23,0.1629,0.0000
0.2167,1.1413,-0.0023,0.0028,0.1133,-0.00021,-1.61484,-1.22358,-94.24,0.1564,0.0000
0.2250,3.2634,-0.0606,0.0580,4.1557,-0.00028,-1.61587,-1.22322,-94.08,0.1239,0.0000
0.2333,3.7080,-0.0011,0.0055,1.9536,-0.00035,-1.61639,-1.22308,-93.44,0.0639,0.0000
0.2417,2.8265,-0.0014,0.1950,1.8406,-0.00045,-1.61674,-1.22295,-92.98,0.0433,0.0000
0.2500,4.6898,0.0042,3.2210,0.5091,-0.00034,-1.61670,-1.22254,-92.63,0.0142,0.0000
0.2583,4.0334,0.0119,2.8009,1.5911,-0.00010,-1.61613,-1.22209,-92.08,0.0742,0.0000
0.2667,3.2424,-0.0006,4.1159,0.2657,-0.00072,-1.61562,-1.22284,-91.29,0.0957,0.0000
0.2750,1.0306,-0.0034,0.5070,0.0288,-0.00145,-1.61458,-1.22359,-90.73,0.1519,0.0000
0.2833,1.5756,6.1631,0.1148,-0.0061,-0.00136,-1.61374,-1.22387,-90.82,0.1019,0.0000
0.2917,0.1140,5.8259,0.0261,-0.0747,-0.00151,-1.61349,-1.22386,-91.69,0.0356,0.0000
0.3000,0.2799,5.8742,0.0418,-0.0696,-0.00137,-1.61279,-1.22391,-92.65,0.0852,0.0000
0.3083,0.2763,3.8810,0.0162,-0.0222,-0.00172,-1.61188,-1.22420,-93.82,0.1177,0.0000
0.3167,4.2883,0.4899,-0.0341,0.0331,-0.00173,-1.61157,-1.22424,-94.51,0.0377,0.0000
0.3250,1.1577,-0.0017,0.0028,-0.0018,-0.00169,-1.61308,-1.22390,-94.50,0.1817,0.0000
0.3333,1.1208,-0.0027,0.0025,0.0813,-0.00167,-1.61447,-1.22359,-94.50,0.1667,0.0000
0.3417,0.9775,-0.0068,0.0022,0.0823,-0.00203,-1.61578,-1.22354,-94.47,0.1628,0.0000
0.3500,2.4464,-0.0702,0.2966,4.9559,-0.00208,-1.61683,-1.22331,-94.41,0.1262,0.0000
0.3583,4.4681,-0.0097,0.0336,3.9573,-0.00199,-1.61714,-1.22291,-93.72,0.0390,0.0000
0.3667,2.7953,-0.0056,0.1151,2.6073,-0.00225,-1.61734,-1.22282,-93.09,0.0400,0.0000
0.3750,2.8397,0.0002,0.0687,2.2892,-0.00240,-1.61748,-1.22277,-92.75,0.0244,0.0000
0.3833,1.2835,0.0192,0.0403,0.3826,-0.00244,-1.61756,-1.22274,-92.67,0.0108,0.0000
0.3917,0.6312,-0.0031,0.2361,0.2758,-0.00244,-1.61733,-1.22280,-92.67,0.0273,0.0000
0.4000,0.5252,-0.0095,0.2860,-0.0096,-0.00246,-1.61661,-1.22297,-92.66,0.0871,0.0000
0.4083,0.2972,-0.0141,0.0642,-0.0142,-0.00248,-1.61524,-1.22332,-92.64,0.1645,0.0000
0.4167,0.2932,0.3281,0.0538,-0.0368,-0.00230,-1.61411,-1.22376,-92.68,0.1370,0.0000
0.4250,-0.0327,2.2877,-0.0283,-0.0037,-0.00243,-1.61317,-1.22397,-93.30,0.1144,0.0000
0.4333,4.5721,1.1558,-0.1516,0.1622,-0.00263,-1.61181,-1.22442,-94.42,0.1651,0.0000
0.4417,1.6912,0.0023,0.0017,0.0021,-0.00268,-1.61317,-1.22400,-94.56,0.1631,0.0000
0.4500,1.4841,-0.0039,-0.0000,0.4096,-0.00263,-1.61458,-1.22361,-94.54,0.1704,0.0000
0.4583,3.9781,0.0149,0.0111,1.2797,-0.00307,-1.61527,-1.22380,-93.78,0.0977,0.0000
0.4667,3.6130,0.0226,-0.0022,2.0100,-0.00316,-1.61589,-1.22363,-93.22,0.0759,0.0000
0.4750,3.5176,-0.0095,-0.0169,1.5642,-0.00312,-1.61663,-1.22339,-93.04,0.0880,0.0000
0.4833,1.8400,0.0057,0.0729,0.6735,-0.00308,-1.61729,-1.22320,-93.02,0.0804,0.0000
0.4917,0.8256,-0.0037,0.1941,0.3596,-0.00261,-1.61768,-1.22288,-92.87,0.0723,0.0000
