sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,4.9255,0.6572,0.6736,2.3374,0.00266,-1.61430,-1.22360,-91.03,0.0059,0.0000
0.0083,3.1071,0.0466,0.2851,2.6413,0.00262,-1.61443,-1.22361,-90.80,0.0134,0.0000
0.0167,3.0390,-0.0008,0.1823,2.4321,0.00258,-1.61452,-1.22358,-90.64,0.0118,0.0000
0.0250,2.8872,0.0362,0.0640,1.9610,0.00256,-1.61459,-1.22356,-90.55,0.0092,0.0000
0.0333,2.1697,0.0153,0.0018,1.0702,0.00256,-1.61466,-1.22354,-90.53,0.0084,0.0000
0.0417,0.9521,-0.0023,0.0022,0.4517,0.00256,-1.61466,-1.22354,-90.53,0.0007,0.0000
0.0500,0.8302,-0.0021,0.0036,0.3293,0.00256,-1.61451,-1.22359,-90.53,0.0177,0.0000
0.0583,1.0359,0.0181,-0.0225,0.1552,0.00255,-1.61420,-1.22367,-90.52,0.0379,0.0000
0.0667,0.5893,-0.0168,0.0214,-0.0168,0.00253,-1.61370,-1.22381,-90.52,0.0598,0.0000
0.0750,0.2362,-0.0281,0.0305,-0.0281,0.00253,-1.61369,-1.22381,-90.51,0.0006,0.0000
0.0833,0.2152,0.0941,0.0274,-0.0253,0.00250,-1.61265,-1.22410,-90.50,0.1257,0.0000
0.0917,0.2472,2.9688,0.0188,-0.0184,0.00240,-1.61205,-1.22432,-91.05,0.0726,0.0000
0.1000,0.2247,2.7981,0.0079,-0.0075,0.00218,-1.61179,-1.22439,-91.76,0.0405,0.0000
0.1083,0.1002,3.4340,0.0061,-0.0057,0.00212,-1.61146,-1.22436,-92.36,0.0412,0.0000
0.1167,0.3584,3.2882,-0.0015,-0.0001,0.00211,-1.61080,-1.22440,-93.09,0.0793,0.0000
0.1250,3.0037,1.4633,-0.0797,0.0162,0.00178,-1.61050,-1.22483,-93.86,0.0533,0.0000
0.1333,1.7609,0.4961,0.0131,0.0060,0.00178,-1.61106,-1.22469,-93.97,0.0676,0.0000
0.1417,1.6356,0.4540,0.0005,-0.0015,0.00179,-1.61190,-1.22449,-93.95,0.1000,0.0000
0.1500,1.4498,0.2941,-0.0001,-0.0009,0.00180,-1.61271,-1.22430,-93.93,0.0980,0.0000
0.1583,1.4925,0.0119,0.0113,0.0111,0.00195,-1.61343,-1.22390,-93.93,0.0880,0.0000
0.1667,1.5945,-0.0057,-0.0039,-0.0054,0.00196,-1.61417,-1.22368,-93.93,0.0886,0.0000
0.1750,1.4226,0.0115,0.1861,0.1233,0.00197,-1.61487,-1.22348,-93.93,0.0837,0.0000
0.1833,2.1320,0.0408,2.5735,0.2783,0.00198,-1.61548,-1.22331,-93.92,0.0733,0.0000
0.1917,4.5515,-0.0035,3.9081,0.4047,0.00189,-1.61551,-1.22318,-93.45,0.0116,0.0000
0.2000,4.8988,0.0030,2.1181,0.3930,0.00174,-1.61557,-1.22312,-92.95,0.0192,0.0000
0.2083,4.2739,-0.0445,4.0836,0.9012,0.00187,-1.61538,-1.22280,-92.59,0.0273,0.0000
0.2167,4.5128,-0.0021,3.0730,1.1673,0.00152,-1.61493,-1.22273,-91.92,0.0677,0.0000
0.2250,4.3803,0.0062,1.0707,0.8303,0.00124,-1.61480,-1.22304,-91.31,0.0381,0.0000
0.2333,4.6328,-0.0030,2.0743,0.2449,0.00041,-1.61455,-1.22359,-90.57,0.1032,0.0000
0.2417,5.0910,0.0056,1.0049,0.0403,-0.00026,-1.61427,-1.22399,-90.06,0.0878,0.0000
0.2500,2.0767,-0.0311,1.2478,0.1083,-0.00030,-1.61436,-1.22399,-90.03,0.0113,0.0000
0.2583,0.9972,-0.0020,0.3933,0.2194,-0.00030,-1.61439,-1.22398,-90.03,0.0041,0.0000
0.2667,0.8906,-0.0017,0.2474,0.1323,-0.00031,-1.61429,-1.22401,-90.03,0.0120,0.0000
0.2750,0.5357,0.2243,0.0574,-0.0054,-0.00032,-1.61404,-1.22408,-90.03,0.0306,0.0000
0.2833,0.8252,4.5625,-0.0167,0.0263,-0.00025,-1.61396,-1.22412,-90.28,0.0122,0.0000
0.2917,0.9089,4.5104,0.0050,-0.0089,-0.00020,-1.61397,-1.22410,-90.65,0.0063,0.0000
0.3000,0.6355,4.6469,0.0156,-0.0192,-0.00015,-1.61385,-1.22410,-91.07,0.0156,0.0000
0.3083,0.3679,3.4342,-0.0007,0.0027,-0.00014,-1.61363,-1.22402,-91.52,0.0272,0.0000
