sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,4.0714,0.8132,1.0309,0.6144,0.00847,-1.61354,-1.22381,-90.58,0.0144,0.0000
0.0083,2.1746,-0.0083,0.2657,1.8561,0.00843,-1.61370,-1.22378,-90.38,0.0164,0.0000
0.0167,1.9484,-0.0227,0.1605,1.9502,0.00842,-1.61377,-1.22376,-90.28,0.0083,0.0000
0.0250,0.6131,-0.0048,0.0022,0.3589,0.00842,-1.61371,-1.22378,-90.28,0.0073,0.0000
0.0333,0.5819,-0.0090,0.0078,0.1963,0.00841,-1.61338,-1.22387,-90.29,0.0391,0.0000
0.0417,0.4303,-0.0002,0.0048,-0.0004,0.00839,-1.61272,-1.22408,-90.31,0.0792,0.0000
0.0500,0.3320,0.1936,0.0250,-0.0151,0.00836,-1.61166,-1.22441,-90.35,0.1273,0.0000
0.0583,0.1546,2.9647,-0.0170,-0.0157,0.00817,-1.61148,-1.22445,-91.23,0.0316,0.0000
0.0667,0.2186,3.2687,0.0138,-0.0165,0.00785,-1.61114,-1.22450,-92.23,0.0565,0.0000
0.0750,0.7961,2.8159,-0.0263,0.0324,0.00769,-1.61027,-1.22450,-93.33,0.1055,0.0000
0.0833,1.4870,1.8997,0.0561,0.0421,0.00715,-1.61008,-1.22493,-94.28,0.0692,0.0000
0.0917,1.2386,0.3099,0.0019,-0.0041,0.00712,-1.61125,-1.22463,-94.39,0.1397,0.0000
0.1000,1.0108,0.1149,0.0009,-0.0017,0.00716,-1.61248,-1.22434,-94.38,0.1486,0.0000
0.1083,1.1727,-0.0006,0.0016,-0.0007,0.00730,-1.61354,-1.22384,-94.38,0.1278,0.0000
0.1167,1.0806,-0.0050,0.0000,0.1995,0.00732,-1.61457,-1.22353,-94.38,0.1243,0.0000
0.1250,2.3061,-0.0424,0.3097,2.2252,0.00731,-1.61546,-1.22329,-94.32,0.1066,0.0000
0.1333,3.3556,-0.0006,3.0417,0.4988,0.00733,-1.61581,-1.22296,-93.83,0.0417,0.0000
0.1417,3.4643,-0.0378,1.9175,1.2674,0.00751,-1.61567,-1.22237,-93.25,0.0271,0.0000
0.1500,3.3891,-0.0250,2.4904,0.9929,0.00694,-1.61524,-1.22216,-92.35,0.0855,0.0000
0.1583,2.6282,-0.0014,2.8748,0.3462,0.00615,-1.61483,-1.22278,-91.24,0.1071,0.0000
0.1667,3.2383,0.0043,1.3816,0.1679,0.00522,-1.61406,-1.22323,-90.39,0.1440,0.0000
0.1750,2.2788,-0.0007,2.4982,0.0931,0.00452,-1.61299,-1.22399,-89.51,0.1543,0.0000
0.1833,2.4429,6.2737,0.1174,-0.0311,0.00396,-1.61223,-1.22462,-89.13,0.1134,0.0000
0.1917,0.4475,4.6622,0.0346,-0.0410,0.00394,-1.61261,-1.22435,-89.78,0.0463,0.0000
0.2000,0.2940,3.5368,0.0047,-0.0070,0.00394,-1.61258,-1.22413,-90.54,0.0036,0.0000
0.2083,0.3033,3.1208,-0.0022,0.0023,0.00392,-1.61232,-1.22396,-91.37,0.0317,0.0000
0.2167,0.1819,2.6475,-0.0109,0.0136,0.00353,-1.61198,-1.22421,-92.38,0.0619,0.0000
0.2250,1.3716,2.7449,-0.1137,0.1230,0.00344,-1.61112,-1.22418,-93.38,0.1036,0.0000
0.2333,1.1437,1.1062,0.0066,-0.0061,0.00308,-1.61144,-1.22454,-93.99,0.0576,0.0000
0.2417,1.0799,1.1502,0.0097,-0.0224,0.00312,-1.61188,-1.22448,-94.13,0.0529,0.0000
0.2500,1.0738,0.1908,0.0016,-0.0017,0.00314,-1.61302,-1.22422,-94.11,0.1368,0.0000
0.2583,1.2266,-0.0009,-0.0015,-0.0008,0.00320,-1.61406,-1.22372,-94.10,0.1247,0.0000
0.2667,1.0435,-0.0010,0.0038,-0.0012,0.00322,-1.61510,-1.22341,-94.10,0.1250,0.0000
0.2750,1.0771,-0.0106,-0.0079,0.1141,0.00323,-1.61603,-1.22316,-94.11,0.1121,0.0000
0.2833,0.8845,-0.0065,0.0004,0.3583,0.00325,-1.61686,-1.22294,-94.11,0.0993,0.0000
0.2917,2.4710,0.0004,-0.0010,1.8236,0.00313,-1.61731,-1.22283,-93.75,0.0552,0.0000
0.3000,2.2794,-0.0009,0.1023,1.5867,0.00309,-1.61760,-1.22275,-93.49,0.0361,0.0000
0.3083,1.9749,0.0452,0.4377,1.0042,0.00307,-1.61787,-1.22268,-93.40,0.0319,0.0000
0.3167,2.7898,-0.0054,4.1172,0.3415,0.00302,-1.61748,-1.22247,-92.96,0.0472,0.0000
0.3250,2.3725,-0.0009,3.0264,0.4884,0.00306,-1.61633,-1.22232,-92.22,0.1375,0.0000
0.3333,0.9925,0.0427,2.8529,0.4392,0.00280,-1.61488,-1.22283,-91.31,0.1769,0.0000
0.3417,0.7838,0.3676,0.5056,0.0493,0.00208,-1.61350,-1.22384,-90.58,0.1867,0.0000
0.3500,0.4059,3.4321,0.0246,-0.0042,0.00179,-1.61340,-1.22398,-91.12,0.0366,0.0000
0.3583,0.2968,3.5007,0.0263,-0.0123,0.00182,-1.61304,-1.22381,-91.84,0.0437,0.0000
0.3667,0.1831,0.6531,-0.0395,0.0567,0.00151,-1.61266,-1.22416,-92.85,0.0595,0.0000
0.3750,0.2869,2.2938,0.0006,-0.0031,0.00140,-1.61164,-1.22424,-93.82,0.1227,0.0000
0.3833,1.2377,0.3967,0.0048,-0.0047,0.00138,-1.61138,-1.22432,-94.45,0.0318,0.0000
0.3917,1.2118,0.1480,-0.0014,0.0015,0.00139,-1.61225,-1.22410,-94.52,0.1055,0.0000
0.4000,0.8188,-0.0003,0.0028,0.0229,0.00141,-1.61343,-1.22383,-94.51,0.1405,0.0000
0.4083,0.8727,-0.0028,0.0014,0.1579,0.00108,-1.61456,-1.22383,-94.48,0.1417,0.0000
0.4167,0.8109,-0.0025,0.0006,0.2252,0.00105,-1.61555,-1.22361,-94.48,0.1192,0.0000
0.4250,1.7758,-0.0289,0.0433,0.9368,0.00146,-1.61635,-1.22320,-94.44,0.1070,0.0000
0.4333,3.7011,-0.0313,0.1364,4.2796,0.00141,-1.61697,-1.22303,-94.25,0.0749,0.0000
0.4417,2.4504,0.0012,0.1586,2.2708,0.00113,-1.61715,-1.22290,-93.60,0.0397,0.0000
0.4500,2.4230,0.0076,0.1691,2.0017,0.00093,-1.61723,-1.22281,-93.12,0.0262,0.0000
0.4583,2.0853,-0.0087,0.1452,1.9579,0.00079,-1.61727,-1.22274,-92.84,0.0176,0.0000
0.4667,1.9779,-0.0012,0.0849,1.8680,0.00072,-1.61726,-1.22271,-92.70,0.0074,0.0000
0.4750,0.5957,-0.0062,0.0278,0.3365,0.00073,-1.61718,-1.22273,-92.69,0.0099,0.0000
0.4833,0.4972,-0.0073,0.1155,0.2201,0.00072,-1.61681,-1.22281,-92.69,0.0446,0.0000
0.4917,0.4570,0.0009,0.0910,0.0008,0.00070,-1.61607,-1.22299,-92.68,0.0888,0.0000
0.5000,0.4754,-0.0127,0.0140,-0.0127,0.00069,-1.61498,-1.22326,-92.67,0.1308,0.0000
0.5083,0.2375,1.2189,-0.0176,0.0210,0.00084,-1.61349,-1.22389,-92.67,0.1791,0.0000
0.5167,0.2314,3.2272,0.0423,-0.0360,0.00061,-1.61277,-1.22403,-93.47,0.0907,0.0000
0.5250,3.0611,1.9722,-0.1361,0.1876,0.00039,-1.61168,-1.22440,-94.44,0.1335,0.0000
0.5333,1.3609,0.1031,0.0053,0.0033,0.00041,-1.61198,-1.22437,-94.84,0.0362,0.0000
0.5417,0.8646,-0.0010,0.0012,-0.0011,0.00041,-1.61318,-1.22409,-94.83,0.1435,0.0000
0.5500,0.7788,-0.0020,0.0014,0.3835,0.00041,-1.61431,-1.22385,-94.82,0.1357,0.0000
0.5583,2.2996,0.0104,0.0056,1.9928,0.00040,-1.61489,-1.22346,-94.15,0.0701,0.0000
0.5667,2.4442,-0.0033,-0.0036,1.9516,0.00023,-1.61532,-1.22325,-93.50,0.0552,0.0000
0.5750,2.3704,-0.0004,0.0002,1.6569,0.00009,-1.61574,-1.22306,-93.05,0.0536,0.0000
0.5833,2.2935,-0.0004,-0.0022,1.4808,0.00000,-1.61616,-1.22291,-92.77,0.0508,0.0000
0.5917,2.1633,0.0351,0.0024,1.0762,0.00023,-1.61653,-1.22309,-92.31,0.0520,0.0000
0.6000,0.7053,-0.0027,0.0041,0.2656,0.00024,-1.61694,-1.22300,-92.30,0.0488,0.0000
0.6083,0.6530,0.0028,-0.0013,0.2126,0.00025,-1.61716,-1.22294,-92.30,0.0274,0.0000
0.6167,0.5855,-0.0088,0.0330,0.0486,0.00025,-1.61717,-1.22294,-92.30,0.0009,0.0000
0.6250,0.5576,-0.0089,0.0092,-0.0090,0.00024,-1.61691,-1.22300,-92.31,0.0309,0.0000
0.6333,0.4462,-0.0066,0.0074,-0.0066,0.00022,-1.61633,-1.22314,-92.32,0.0707,0.0000
0.6417,0.2762,-0.0075,0.0079,-0.0076,0.00019,-1.61535,-1.22337,-92.35,0.1172,0.0000
0.6500,0.2961,1.3573,-0.0334,0.0361,0.00012,-1.61415,-1.22369,-92.49,0.1448,0.0000
0.6583,0.1768,2.2753,-0.0185,-0.0101,-0.00021,-1.61346,-1.22381,-93.25,0.0907,0.0000
0.6667,3.3885,1.7438,-0.1443,0.2052,-0.00023,-1.61221,-1.22387,-94.09,0.1503,0.0000
0.6750,1.0099,0.0314,0.0029,-0.0077,-0.00041,-1.61193,-1.22440,-94.88,0.0398,0.0000
0.6833,1.0081,-0.0006,-0.0001,-0.0006,-0.00040,-1.61289,-1.22418,-94.94,0.1148,0.0000
0.6917,0.7897,-0.0019,0.0009,-0.0019,-0.00040,-1.61406,-1.22394,-94.93,0.1412,0.0000
0.7000,0.9182,-0.0020,0.0004,0.0648,-0.00018,-1.61505,-1.22350,-94.91,0.1214,0.0000
0.7083,3.8454,-0.0268,0.2376,4.8723,-0.00023,-1.61586,-1.22327,-94.66,0.0974,0.0000
0.7167,2.9062,0.0011,0.1499,1.8134,-0.00051,-1.61615,-1.22310,-93.78,0.0484,0.0000
0.7250,2.6544,0.0040,0.1269,2.0649,-0.00085,-1.61632,-1.22293,-93.07,0.0459,0.0000
0.7333,2.5174,-0.0294,0.0183,2.1435,-0.00089,-1.61654,-1.22298,-92.40,0.0264,0.0000
0.7417,2.1070,0.0017,-0.0006,1.8500,-0.00093,-1.61666,-1.22298,-91.98,0.0149,0.0000
0.7500,2.0119,-0.0023,0.0014,1.7983,-0.00098,-1.61676,-1.22293,-91.79,0.0133,0.0000
0.7583,1.1054,0.0048,0.0128,0.8167,-0.00098,-1.61682,-1.22291,-91.76,0.0080,0.0000
0.7667,0.5784,-0.0087,0.0099,0.2978,-0.00099,-1.61668,-1.22294,-91.76,0.0165,0.0000
0.7750,0.5390,-0.0107,0.0118,0.0741,-0.00100,-1.61623,-1.22305,-91.78,0.0543,0.0000
0.7833,0.3245,0.3811,0.0122,-0.0074,-0.00102,-1.61542,-1.22325,-91.80,0.0972,0.0000
0.7917,0.7105,2.4424,-0.0282,0.0267,-0.00114,-1.61474,-1.22343,-92.18,0.0830,0.0000
0.8000,0.2512,1.5737,0.0035,-0.0047,-0.00133,-1.61417,-1.22363,-92.79,0.0728,0.0000
0.8083,0.5678,2.1142,0.0017,0.0002,-0.00136,-1.61300,-1.22364,-93.58,0.1395,0.0000
0.8167,1.1517,0.3242,-0.0033,0.0045,-0.00133,-1.61260,-1.22378,-94.25,0.0485,0.0000
0.8250,0.8101,0.1538,0.0040,-0.0045,-0.00130,-1.61308,-1.22368,-94.38,0.0572,0.0000
0.8333,1.3608,-0.0106,-0.0346,-0.0098,-0.00128,-1.61359,-1.22358,-94.38,0.0617,0.0000
0.8417,0.7368,-0.0014,0.0023,-0.0014,-0.00126,-1.61470,-1.22335,-94.37,0.1331,0.0000
0.8500,0.6051,-0.0010,0.0032,-0.0012,-0.00123,-1.61577,-1.22316,-94.36,0.1288,0.0000
0.8583,0.7991,0.0000,-0.0024,0.0001,-0.00159,-1.61681,-1.22320,-94.34,0.1314,0.0000
0.8667,0.6538,-0.0039,0.3300,0.0285,-0.00161,-1.61764,-1.22303,-94.33,0.1000,0.0000
0.8750,3.4453,0.0042,2.5709,0.2863,-0.00150,-1.61789,-1.22266,-94.05,0.0335,0.0000
0.8833,3.0594,-0.0009,2.6650,0.5078,-0.00154,-1.61787,-1.22241,-93.48,0.0060,0.0000
0.8917,3.2467,0.0019,1.3934,0.5302,-0.00220,-1.61767,-1.22266,-92.69,0.0828,0.0000
0.9000,1.9184,-0.0017,0.5247,1.6194,-0.00255,-1.61718,-1.22296,-91.95,0.0719,0.0000
0.9083,1.8027,-0.0036,0.1793,1.7707,-0.00265,-1.61686,-1.22305,-91.70,0.0396,0.0000
0.9167,0.4284,-0.0041,0.0066,0.6853,-0.00267,-1.61656,-1.22312,-91.67,0.0361,0.0000
0.9250,0.3944,0.1980,0.0128,0.2786,-0.00269,-1.61594,-1.22328,-91.67,0.0746,0.0000
0.9333,1.3074,1.4307,-0.0358,0.0128,-0.00272,-1.61508,-1.22349,-91.69,0.1033,0.0000
0.9417,0.2354,1.8344,0.0104,-0.0006,-0.00286,-1.61437,-1.22362,-92.27,0.0871,0.0000
0.9500,0.1692,2.0709,0.0002,0.0005,-0.00266,-1.61328,-1.22361,-92.96,0.1328,0.0000
0.9583,0.2503,1.6188,-0.0055,0.0072,-0.00286,-1.61277,-1.22408,-93.74,0.0660,0.0000
