sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,5.6117,5.9223,3.6728,17.2920,-0.00331,-1.64877,-1.20215,-91.39,0.1468,0.0000
0.0083,-1.4324,-0.2344,0.7185,11.9663,-0.01228,-1.65013,-1.20439,-89.81,0.9078,0.0000
0.0167,8.4943,0.2162,0.3240,13.9619,-0.03023,-1.65465,-1.20436,-87.00,2.2211,0.0000
0.0250,-0.0229,-1.2879,-0.0482,0.5062,-0.05738,-1.66174,-1.20312,-84.34,3.3675,0.0000
0.0333,15.1018,0.4740,2.7707,1.9516,-0.09147,-1.66868,-1.20200,-80.37,4.1739,0.0000
0.0417,-0.5177,-0.6389,4.1528,-0.6762,-0.13072,-1.66784,-1.20252,-75.66,4.7116,0.0000
0.0500,-0.6251,0.0034,0.6553,0.0104,-0.16761,-1.65544,-1.20176,-71.19,4.6697,0.0000
0.0583,-1.3750,-1.8940,-0.0134,0.0023,-0.20985,-1.64653,-1.20078,-71.09,5.1802,0.0000
0.0667,0.3156,2.3811,0.4608,9.1841,-0.25948,-1.64577,-1.20431,-76.38,5.9567,0.0000
0.0750,12.1119,0.5170,-0.0498,3.3197,-0.31689,-1.63831,-1.19874,-79.39,6.9471,0.0000
0.0833,7.1499,0.3759,-0.0622,0.3730,-0.38099,-1.63073,-1.20410,-81.18,7.7454,0.0000
0.0917,-0.1456,4.5077,-0.0937,2.5369,-0.44852,-1.61939,-1.20222,-81.89,8.2179,0.0000
0.1000,-0.1397,-0.4887,6.3210,-0.4819,-0.50049,-1.60403,-1.19817,-77.87,6.5022,0.0000
0.1083,14.5552,0.6415,-0.2233,0.6390,-0.55140,-1.59339,-1.19711,-77.31,6.2414,0.0000
0.1167,-0.7572,-0.0121,0.0051,-0.2191,-0.60748,-1.57967,-1.19259,-76.14,6.9283,0.0000
0.1250,24.9285,1.3832,-11.2952,4.6728,-0.65440,-1.55131,-1.19366,-73.59,6.5791,0.0000
0.1333,0.3106,-0.0773,0.3090,6.4150,-0.70313,-1.51605,-1.19535,-69.40,7.2180,0.0000
0.1417,4.9431,-0.5898,1.7380,2.3535,-0.75656,-1.48450,-1.20170,-66.35,7.4459,0.0000
0.1500,4.5142,7.7364,-0.2356,3.0956,-0.81085,-1.45294,-1.20407,-63.88,7.5351,0.0000
0.1583,-4.0082,-0.2583,-2.4391,4.2946,-0.86603,-1.42322,-1.20154,-62.63,7.5212,0.0000
0.1667,13.3982,0.5377,0.1008,6.2091,-0.91255,-1.39303,-1.19970,-58.55,6.6547,0.0000
0.1750,0.1893,-0.2582,3.2199,-2.4988,-0.95556,-1.36144,-1.20440,-53.89,6.4037,0.0000
0.1833,0.0282,4.6103,-1.4466,4.5289,-0.97080,-1.35408,-1.19726,-48.51,2.0307,0.0000
0.1917,-0.1512,-0.3369,14.4552,-0.3495,-0.98002,-1.34094,-1.19878,-43.69,1.9258,0.0000
0.2000,0.0710,-0.2284,0.5705,0.1581,-0.98058,-1.32053,-1.20137,-39.23,2.4505,0.0000
0.2083,10.2108,3.3004,2.4002,0.1439,-0.98232,-1.29596,-1.20427,-35.46,2.9562,0.0000
0.2167,8.2595,0.6067,-0.0766,0.3966,-0.99366,-1.26755,-1.19575,-36.28,3.6705,0.0000
0.2250,0.0029,-0.0132,0.0023,0.1274,-1.01860,-1.24156,-1.18963,-40.38,4.3217,0.0000
0.2333,14.2602,0.4667,0.2334,8.2867,-1.04850,-1.21444,-1.19691,-43.54,4.8442,0.0000
0.2417,-1.0115,26.9411,-0.5592,5.5110,-1.08516,-1.18429,-1.20455,-45.80,5.6967,0.0000
0.2500,-0.9605,-0.0896,-0.6870,2.4217,-1.13319,-1.15150,-1.20165,-49.62,6.9786,0.0000
