sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,4.4156,6.3920,2.7791,15.7750,-0.00315,-1.64865,-1.20229,-91.57,0.1271,0.0000
0.0083,10.5973,0.4387,-0.0099,1.9683,-0.01210,-1.65076,-1.20391,-90.26,0.9200,0.0000
0.0167,-0.2220,2.9803,-0.3584,1.7623,-0.02825,-1.64851,-1.20377,-88.25,1.9567,0.0000
0.0250,0.6723,17.3932,-0.3578,4.6675,-0.05066,-1.64814,-1.20447,-86.38,2.6889,0.0000
0.0333,-0.7054,6.5121,-0.1636,2.1837,-0.08205,-1.65488,-1.20315,-85.87,3.8536,0.0000
0.0417,1.9862,-0.3455,9.5806,0.7639,-0.11934,-1.66308,-1.20384,-86.11,4.5807,0.0000
0.0500,-1.2526,11.4632,-0.4718,4.1690,-0.16321,-1.66720,-1.20225,-85.70,5.2874,0.0000
0.0583,11.8966,0.7177,-0.0242,2.4036,-0.21107,-1.67710,-1.20405,-86.85,5.8652,0.0000
0.0667,0.0672,-0.0400,1.3966,0.9233,-0.25264,-1.67578,-1.20177,-85.23,4.9904,0.0000
0.0750,14.3046,1.9531,0.0541,6.2070,-0.28878,-1.66218,-1.20312,-83.67,4.6344,0.0000
0.0833,3.4709,17.3973,-0.2891,5.0050,-0.33142,-1.64844,-1.20274,-82.72,5.3752,0.0000
0.0917,14.1585,0.2213,5.0319,2.6042,-0.38245,-1.64256,-1.20454,-82.35,6.1647,0.0000
0.1000,-0.2492,-0.5155,13.4255,-0.5924,-0.40086,-1.64415,-1.19990,-77.08,2.2171,0.0000
0.1083,1.2183,-0.2407,0.0662,0.9326,-0.41486,-1.63890,-1.20536,-71.57,1.7935,0.0000
0.1167,10.7804,0.1634,1.0420,1.3830,-0.43137,-1.62009,-1.20332,-68.10,3.0043,0.0000
0.1250,-0.7917,4.4462,-0.1405,3.5807,-0.45378,-1.59682,-1.20318,-65.13,3.8768,0.0000
0.1333,-0.6234,-2.9293,-0.0923,1.5691,-0.48573,-1.58092,-1.20528,-64.75,4.2820,0.0000
0.1417,-0.0881,-0.0057,0.0367,0.5247,-0.52661,-1.56590,-1.20174,-65.89,5.2259,0.0000
0.1500,-0.2210,5.7873,0.1208,4.8734,-0.57212,-1.54737,-1.20439,-66.26,5.8968,0.0000
0.1583,0.0327,-0.4778,0.0256,0.0112,-0.62173,-1.53201,-1.20057,-68.12,6.2328,0.0000
0.1667,13.4963,2.5797,7.1777,0.1729,-0.67406,-1.51736,-1.20409,-69.15,6.5213,0.0000
0.1750,-0.6390,-0.0545,-0.0080,0.5682,-0.73166,-1.49759,-1.20183,-71.27,7.3067,0.0000
0.1833,-0.0852,-0.4391,8.4929,-0.4461,-0.74995,-1.49836,-1.19221,-65.27,2.1972,0.0000
0.1917,0.0064,-0.1812,0.0196,0.0212,-0.76839,-1.50104,-1.19560,-60.46,2.2356,0.0000
0.2000,-0.1618,0.0273,-0.1624,-0.0512,-0.78333,-1.49056,-1.19946,-59.09,2.1905,0.0000
