sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,2.0501,3.6080,0.8168,3.8252,-0.00249,-1.64802,-1.20297,-91.87,0.0361,0.0000
0.0083,0.5338,0.3112,-0.0005,2.3810,-0.00720,-1.65039,-1.20262,-92.28,0.5272,0.0000
0.0167,3.6985,1.7436,-0.0020,4.2760,-0.01402,-1.65324,-1.20252,-92.79,0.8870,0.0000
0.0250,0.5728,-0.8396,0.0035,1.0077,-0.02395,-1.65721,-1.20286,-93.30,1.2839,0.0000
0.0333,0.5282,-1.7319,0.0028,0.7453,-0.03491,-1.66181,-1.20398,-93.80,1.4260,0.0000
0.0417,0.1374,1.0041,0.2016,-0.7464,-0.04638,-1.66684,-1.20499,-94.18,1.5035,0.0000
0.0500,0.0033,0.9202,0.4591,-1.7056,-0.05677,-1.67030,-1.20472,-94.23,1.3138,0.0000
0.0583,0.2333,0.6251,0.3636,-1.1999,-0.06666,-1.67309,-1.20502,-94.40,1.2324,0.0000
0.0667,1.6937,0.0502,-0.0619,0.0095,-0.07713,-1.67515,-1.20458,-94.60,1.2808,0.0000
0.0750,1.4192,0.0004,-0.5284,0.2051,-0.08739,-1.67648,-1.20417,-94.76,1.2411,0.0000
0.0833,1.3514,0.0035,-0.6779,0.4408,-0.09839,-1.67671,-1.20427,-94.86,1.3209,0.0000
0.0917,-0.4144,0.2519,1.7648,0.2700,-0.10950,-1.67647,-1.20374,-95.37,1.3339,0.0000
0.1000,-0.7741,0.2938,2.1744,0.3447,-0.12002,-1.67653,-1.20356,-95.89,1.2625,0.0000
0.1083,0.7056,3.0660,-0.4476,2.4266,-0.12953,-1.67566,-1.20364,-96.06,1.1452,0.0000
0.1167,0.2910,4.6014,0.1800,0.9611,-0.13139,-1.67683,-1.20377,-95.52,0.2637,0.0000
0.1250,4.5826,-0.8788,0.0955,3.1054,-0.13210,-1.67831,-1.20425,-94.73,0.1974,0.0000
0.1333,6.5714,0.1446,3.5878,0.3971,-0.13377,-1.67948,-1.20438,-93.89,0.2443,0.0000
0.1417,4.6963,0.0136,0.5145,2.4065,-0.13561,-1.67961,-1.20414,-93.12,0.2213,0.0000
0.1500,4.1498,0.0018,0.8727,3.1248,-0.13862,-1.67837,-1.20431,-92.24,0.3906,0.0000
0.1583,0.7759,1.6624,-0.5210,2.3693,-0.14654,-1.67537,-1.20505,-91.95,1.0166,0.0000
