sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,3.2313,3.7243,1.9915,3.3135,0.00189,-1.61426,-1.23754,-90.71,0.0581,1.6143
0.0083,0.8450,0.9220,0.4306,0.6597,-0.00567,-1.61524,-1.23715,-90.92,0.7633,1.6152
0.0167,0.5120,0.2773,0.2501,0.3322,-0.01444,-1.61657,-1.23712,-91.13,1.0642,1.6166
0.0250,0.0324,0.4042,0.3380,0.4545,-0.02373,-1.61800,-1.23734,-91.36,1.1274,1.6182
0.0333,-0.6219,0.2603,-0.2398,0.1640,-0.03376,-1.61895,-1.23794,-91.61,1.2094,1.6193
0.0417,0.8617,0.4572,-0.1265,0.0026,-0.04359,-1.61989,-1.23898,-91.76,1.1851,1.6205
0.0500,1.2912,1.1558,-0.5602,0.0892,-0.05345,-1.62163,-1.24033,-91.93,1.2011,1.6225
0.0583,0.0370,1.0666,-0.5806,0.0090,-0.06393,-1.62309,-1.24100,-92.22,1.2701,1.6244
0.0667,2.2438,1.8850,-0.0696,0.2461,-0.07367,-1.62528,-1.24150,-92.48,1.1977,1.6270
0.0750,1.1345,2.2885,-0.0000,1.8278,-0.08315,-1.62682,-1.24040,-92.61,1.1530,1.6289
0.0833,1.1383,0.8067,-0.0014,2.8960,-0.09348,-1.62874,-1.23902,-92.93,1.2599,1.6314
0.0917,0.6822,0.2777,0.0011,2.1744,-0.10457,-1.63072,-1.23798,-93.37,1.3518,1.6341
0.1000,0.4722,-0.5137,0.0007,1.4591,-0.11664,-1.63337,-1.23779,-93.79,1.4838,1.6375
0.1083,0.3671,0.8858,-0.0027,0.8548,-0.12826,-1.63577,-1.23712,-94.07,1.4235,1.6408
0.1167,0.3191,-0.0044,0.1012,0.0893,-0.14012,-1.63897,-1.23727,-94.36,1.4743,1.6450
0.1250,0.2909,-0.2402,1.1381,1.7100,-0.15155,-1.64166,-1.23800,-94.49,1.4090,1.6486
0.1333,1.6216,-0.0002,0.5126,1.1615,-0.16207,-1.64412,-1.23737,-94.51,1.2962,1.6521
0.1417,1.3659,0.0025,-0.1430,0.5406,-0.17036,-1.64388,-1.23708,-94.32,0.9953,1.6527
0.1500,0.3224,-0.0013,-0.0043,0.4407,-0.17758,-1.64257,-1.23718,-94.47,0.8799,1.6521
0.1583,-0.2863,0.0012,-0.4531,0.2494,-0.18480,-1.64099,-1.23769,-94.65,0.8878,1.6514
0.1667,-0.9205,0.4021,1.4388,0.2250,-0.19132,-1.63862,-1.23855,-94.85,0.8315,1.6498
