sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,4.4644,4.8375,2.1615,4.2040,0.00170,-1.61429,-1.23746,-90.74,0.0774,1.6143
0.0083,1.0661,0.7922,0.9166,0.7134,-0.00957,-1.61661,-1.23706,-91.27,1.1511,1.6166
0.0167,-0.1065,0.2961,0.2787,0.6339,-0.02422,-1.61900,-1.23755,-91.69,1.7812,1.6192
0.0250,0.7525,0.6996,-0.3228,0.0435,-0.04001,-1.62019,-1.23909,-92.02,1.9001,1.6207
0.0333,0.3624,0.9076,-0.5381,0.2380,-0.05505,-1.62293,-1.24067,-92.34,1.8346,1.6239
0.0417,0.7900,2.5827,0.0629,-0.0063,-0.07062,-1.62530,-1.24146,-92.71,1.8902,1.6268
0.0500,1.2343,1.4976,0.0064,1.5918,-0.08610,-1.62806,-1.23988,-92.96,1.8866,1.6303
0.0583,0.8527,0.2527,0.0065,2.1575,-0.10223,-1.63148,-1.23813,-93.56,1.9785,1.6347
0.0667,0.8366,0.9074,0.0249,0.4873,-0.11938,-1.63543,-1.23744,-94.11,2.1118,1.6398
0.0750,0.6614,0.0561,0.1921,0.5050,-0.13738,-1.63990,-1.23722,-94.62,2.2256,1.6456
0.0833,2.2214,0.0145,-0.0218,2.5392,-0.15508,-1.64438,-1.23724,-94.83,2.1907,1.6517
0.0917,2.9955,0.0128,-0.8239,2.0335,-0.16755,-1.64419,-1.23717,-94.32,1.4966,1.6527
0.1000,-0.6249,0.0692,-0.7294,0.3046,-0.17947,-1.64061,-1.23835,-94.51,1.4939,1.6504
0.1083,0.4052,3.8363,-0.0310,2.8797,-0.19113,-1.63781,-1.23945,-95.19,1.4390,1.6489
0.1167,2.8588,1.7165,-0.4327,1.9994,-0.20472,-1.63716,-1.23983,-94.38,1.6321,1.6499
0.1250,3.3130,1.7960,-0.0215,5.2567,-0.21922,-1.63579,-1.23876,-93.68,1.7485,1.6504
0.1333,1.7372,1.4585,0.0136,2.1748,-0.23504,-1.63333,-1.23795,-92.48,1.9213,1.6502
0.1417,5.4609,1.9699,-2.4365,0.9624,-0.24869,-1.62983,-1.23944,-90.70,1.6903,1.6487
0.1500,2.1265,0.7454,-0.6965,3.6274,-0.26259,-1.62650,-1.23964,-90.83,1.7158,1.6476
0.1583,1.5043,4.0229,0.2574,3.7305,-0.27740,-1.62464,-1.23813,-91.13,1.7905,1.6481
0.1667,1.4431,1.2528,-0.1574,1.3800,-0.29366,-1.62381,-1.23723,-90.71,1.9540,1.6501
0.1750,0.3649,1.1266,0.0090,0.9999,-0.30674,-1.62127,-1.23837,-90.17,1.5985,1.6500
0.1833,2.4469,2.4036,-0.5101,2.9237,-0.31934,-1.61856,-1.23933,-89.80,1.5471,1.6498
0.1917,3.7100,0.4303,-1.1022,3.7308,-0.33360,-1.61558,-1.23977,-89.01,1.7485,1.6497
0.2000,2.7289,0.0189,-1.2521,3.2139,-0.34897,-1.61117,-1.23865,-88.50,1.9182,1.6485
0.2083,1.9455,0.2508,-1.8678,1.6976,-0.36325,-1.60364,-1.23906,-88.09,1.9373,1.6443
0.2167,0.6966,2.6887,0.0105,2.2996,-0.37785,-1.59814,-1.23855,-88.58,1.8722,1.6422
0.2250,1.6504,5.3414,-0.0414,2.3576,-0.38695,-1.59877,-1.23766,-87.77,1.0950,1.6449
0.2333,1.0464,4.7649,0.0422,3.4337,-0.38913,-1.60181,-1.23711,-86.51,0.4489,1.6484
0.2417,0.9736,3.1165,-0.0160,1.1250,-0.39064,-1.60410,-1.23760,-85.26,0.3290,1.6510
0.2500,2.4165,2.1983,0.0015,1.9370,-0.39516,-1.60573,-1.23774,-84.45,0.5759,1.6536
0.2583,5.0521,0.3508,0.7436,0.0168,-0.40245,-1.60460,-1.23932,-83.02,0.8863,1.6543
0.2667,3.3225,-0.0083,-0.4677,1.0199,-0.41554,-1.59990,-1.23788,-82.59,1.6681,1.6530
0.2750,2.3265,0.0037,-1.3019,1.4074,-0.43284,-1.59372,-1.23821,-82.51,2.2052,1.6515
0.2833,2.9560,0.6405,0.2657,0.5503,-0.44849,-1.58506,-1.23966,-82.20,2.1456,1.6473
0.2917,1.0714,1.2519,0.0222,2.1131,-0.46501,-1.57846,-1.23801,-82.61,2.1350,1.6455
0.3000,0.2418,0.5252,-0.0014,0.7480,-0.48139,-1.57360,-1.23719,-83.04,2.0504,1.6456
0.3083,2.5997,2.6865,0.0009,2.8526,-0.49619,-1.56744,-1.23744,-83.06,1.9238,1.6441
0.3167,3.2188,0.7359,-0.0013,3.7930,-0.50373,-1.56544,-1.23751,-82.40,0.9361,1.6445
0.3250,2.2168,0.3487,0.3361,1.6421,-0.50695,-1.56727,-1.23715,-80.69,0.4444,1.6472
0.3333,1.5391,0.0683,-0.0007,0.7118,-0.51012,-1.56805,-1.23745,-79.07,0.3920,1.6489
0.3417,3.0084,-0.0175,0.0398,2.2002,-0.51210,-1.56850,-1.23819,-77.97,0.2437,1.6500
0.3500,1.2581,-0.0173,1.1102,-0.9305,-0.51473,-1.56922,-1.23928,-76.21,0.3267,1.6515
0.3583,1.8811,0.1021,3.8248,0.8637,-0.51934,-1.56528,-1.24020,-75.03,0.7277,1.6492
0.3667,1.6900,1.1890,0.1699,0.5599,-0.53170,-1.55509,-1.24002,-75.11,1.9215,1.6435
0.3750,3.1132,0.1379,0.4842,0.6384,-0.54783,-1.54527,-1.23864,-75.16,2.2663,1.6395
0.3833,1.0464,-0.0024,1.3843,0.6728,-0.56409,-1.53455,-1.23728,-75.29,2.3369,1.6349
0.3917,-0.2170,1.0325,0.3729,0.3658,-0.58072,-1.52251,-1.23766,-75.73,2.4641,1.6295
0.4000,0.4992,-0.5322,0.0005,1.2144,-0.59761,-1.51355,-1.23732,-76.40,2.2939,1.6273
0.4083,0.0918,-0.8699,0.0029,0.5449,-0.61459,-1.50630,-1.23781,-77.08,2.2158,1.6269
0.4167,3.5047,0.0220,0.0360,2.7818,-0.62874,-1.50070,-1.23911,-77.74,1.8264,1.6271
0.4250,1.9612,0.3246,2.3237,-0.4634,-0.64689,-1.49467,-1.23889,-78.24,2.2951,1.6287
