sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,5.0978,5.0966,2.2387,4.6895,0.00163,-1.61430,-1.23742,-90.75,0.0853,1.6143
0.0083,0.8874,0.8059,0.7850,1.1356,-0.01065,-1.61705,-1.23711,-91.30,1.2581,1.6171
0.0167,-0.4224,0.2679,0.1683,0.3248,-0.02855,-1.61951,-1.23809,-91.78,2.1677,1.6198
0.0250,2.2758,0.7915,-1.4299,0.0716,-0.04683,-1.62195,-1.24037,-92.04,2.2134,1.6226
0.0333,-1.2805,2.1390,-1.9899,0.3680,-0.06527,-1.62474,-1.24183,-92.61,2.2373,1.6260
0.0417,1.3278,1.3901,-0.0011,2.2041,-0.08275,-1.62783,-1.24005,-92.93,2.1310,1.6299
0.0500,1.9366,1.9461,0.0211,3.5856,-0.10084,-1.63115,-1.23812,-93.53,2.2066,1.6343
0.0583,0.6668,0.8716,0.0786,1.0599,-0.12102,-1.63531,-1.23727,-94.17,2.4727,1.6398
0.0667,0.3512,0.1794,0.5971,0.1932,-0.14218,-1.64037,-1.23760,-94.76,2.6107,1.6465
0.0750,1.8199,-0.0335,-1.4549,2.0894,-0.16216,-1.64438,-1.23710,-94.70,2.4459,1.6524
0.0833,2.5532,0.0028,-0.6061,1.2635,-0.17615,-1.64238,-1.23799,-94.01,1.6960,1.6518
0.0917,0.3929,4.8163,-0.9613,2.2844,-0.18969,-1.63917,-1.23929,-94.57,1.6694,1.6501
0.1000,2.9804,1.8028,-0.2119,2.0225,-0.20565,-1.63838,-1.23968,-93.88,1.9172,1.6512
0.1083,2.7036,1.5606,-0.0069,4.4706,-0.22394,-1.63643,-1.23852,-92.83,2.2073,1.6517
0.1167,1.3027,1.5506,0.0109,1.9947,-0.24211,-1.63332,-1.23826,-91.16,2.2128,1.6512
0.1250,0.6555,2.1900,2.0003,2.0434,-0.25781,-1.62918,-1.23962,-90.04,1.9483,1.6494
