target_r,target_z,ee_pitch_deg,solution_idx,j2_deg,j3_deg,j4_deg,ee_r_m,ee_z_m,tau_j2,tau_j3,tau_j4,tau_max,tip_worst_margin,tip_worst_j1_deg,tip_stable_all,tip_n_stable,tip_n_total
0.05,-0.23194,-60.0,0,-136.808,154.934,-78.126,0.05,-0.23194,0.8479,-7.8343,-0.6969,7.8343,0.07713,90,True,24,24
0.05,-0.23194,-45.0,0,-143.021,152.676,-54.655,0.05,-0.23194,1.124,-8.3892,-0.9856,8.3892,0.07597,90,True,24,24
0.05,-0.23194,-30.0,0,-147.282,149.556,-32.274,0.05,-0.23194,1.308,-8.7112,-1.2071,8.7112,0.0752,90,True,24,24
0.05,-0.23194,0.0,0,-149.566,142.225,7.341,0.05,-0.23194,1.4254,-8.8423,-1.3938,8.8423,0.07471,90,True,24,24
0.05,-0.23194,30.0,0,-145.906,135.229,40.677,0.05,-0.23194,1.2747,-8.5871,-1.2071,8.5871,0.07534,90,True,24,24
0.05,-0.19819,-45.0,0,-139.896,159.272,-64.376,0.05,-0.19819,1.0384,-8.0703,-0.9856,8.0703,0.07633,90,True,24,24
0.05,-0.19819,-30.0,0,-146.106,156.001,-39.895,0.05,-0.19819,1.2796,-8.6054,-1.2071,8.6054,0.07532,90,True,24,24
0.05,-0.19819,0.0,0,-150.273,148.531,1.742,0.05,-0.19819,1.441,-8.9004,-1.3938,8.9004,0.07464,90,True,24,24
0.05,-0.19819,30.0,0,-146.975,141.582,35.392,0.05,-0.19819,1.3007,-8.6839,-1.2071,8.6839,0.07523,90,True,24,24
0.05,-0.19819,45.0,0,-143.806,138.708,50.098,0.05,-0.19819,1.1446,-8.4659,-0.9856,8.4659,0.07589,90,True,24,24
0.05,-0.19819,60.0,0,-140.093,136.377,63.716,0.05,-0.19819,0.9438,-8.1911,-0.6969,8.1911,0.07673,90,True,24,24
0.05,-0.16444,0.0,0,-149.975,154.906,-4.931,0.05,-0.16444,1.4345,-8.876,-1.3938,8.876,0.07467,90,True,24,24
0.05,-0.16444,30.0,0,-147.345,147.916,29.429,0.05,-0.16444,1.3095,-8.7167,-1.2071,8.7167,0.07519,90,True,24,24
0.05,-0.16444,45.0,0,-144.103,145.055,44.048,0.05,-0.16444,1.1523,-8.4946,-0.9856,8.4946,0.07585,90,True,24,24
0.05,-0.16444,60.0,0,-140.172,142.728,57.445,0.05,-0.16444,0.946,-8.1995,-0.6969,8.1995,0.07672,90,True,24,24
0.05,0.0043,-90.0,1,90.152,-170.518,-9.635,0.05,0.0043,-1.2253,-1.2569,-0.0,1.2569,0.07555,90,True,24,24
0.05,0.03805,-90.0,1,110.836,-163.343,-37.493,0.05,0.03805,-0.3352,-4.5711,0.0,4.5711,0.07928,90,True,24,24
0.05,0.03805,-60.0,1,121.07,-167.901,-13.169,0.05,0.03805,0.311,-5.8349,-0.6969,5.8349,0.07938,90,True,24,24
0.05,0.03805,-45.0,1,122.409,-171.321,3.913,0.05,0.03805,0.4612,-5.9212,-0.9856,5.9212,0.07875,90,True,24,24
0.05,0.03805,-30.0,1,112.277,-177.355,35.078,0.05,0.03805,0.1426,-4.3717,-1.2071,4.3717,0.08009,90,True,24,24
0.05,0.07179,-90.0,1,121.24,-156.916,-54.324,0.05,0.07179,0.0755,-6.1006,-0.0,6.1006,0.08037,90,True,24,24
0.05,0.07179,-60.0,1,132.425,-160.501,-31.923,0.05,0.07179,0.7107,-7.3231,-0.6969,7.3231,0.0777,90,True,24,24
0.05,0.07179,-45.0,1,136.499,-163.123,-18.375,0.05,0.07179,0.9387,-7.6993,-0.9856,7.6993,0.07675,90,True,24,24
0.05,0.07179,-30.0,1,138.524,-166.386,-2.139,0.05,0.07179,1.0758,-7.8466,-1.2071,7.8466,0.07617,90,True,24,24
0.05,0.07179,0.0,1,113.987,-179.013,65.026,0.05,0.07179,0.2766,-4.5646,-1.3938,4.5646,0.07952,90,True,24,24
0.05,0.10554,-90.0,1,126.941,-150.694,-66.247,0.05,0.10554,0.2832,-6.8738,-0.0,6.8738,0.0795,90,True,24,24
0.05,0.10554,-60.0,1,137.386,-153.858,-43.528,0.05,0.10554,0.8652,-7.8987,-0.6969,7.8987,0.07706,90,True,24,24
0.05,0.10554,-45.0,1,141.653,-156.277,-30.376,0.05,0.10554,1.0873,-8.2523,-0.9856,8.2523,0.07613,90,True,24,24
0.05,0.10554,-30.0,1,144.733,-159.238,-15.495,0.05,0.10554,1.2453,-8.4777,-1.2071,8.4777,0.07546,90,True,24,24
0.05,0.10554,0.0,1,143.285,-166.927,23.642,0.05,0.10554,1.2727,-8.2735,-1.3938,8.2735,0.07535,90,True,24,24
0.05,0.13929,-90.0,1,130.044,-144.518,-75.526,0.05,0.13929,0.39,-7.2716,-0.0,7.2716,0.07905,90,True,24,24
0.05,0.13929,-60.0,1,139.571,-147.453,-52.118,0.05,0.13929,0.929,-8.136,-0.6969,8.136,0.07679,90,True,24,24
0.05,0.13929,-45.0,1,143.67,-149.799,-38.87,0.05,0.13929,1.1411,-8.4527,-0.9856,8.4527,0.0759,90,True,24,24
0.05,0.13929,-30.0,1,146.924,-152.675,-24.249,0.05,0.13929,1.2995,-8.6793,-1.2071,8.6793,0.07524,90,True,24,24
0.05,0.13929,0.0,1,148.596,-159.802,11.207,0.05,0.13929,1.4035,-8.7606,-1.3938,8.7606,0.0748,90,True,24,24
0.05,0.13929,30.0,1,135.479,-168.468,62.988,0.05,0.13929,0.9844,-7.5064,-1.2071,7.5064,0.07656,90,True,24,24
0.05,0.13929,45.0,1,116.491,-173.477,101.986,0.05,0.13929,0.2346,-5.0774,-0.9856,5.0774,0.0797,90,True,24,24
0.05,0.13929,90.0,0,34.85,175.634,-120.484,0.05,0.13929,-3.3009,6.4719,-0.0,6.4719,0.06685,90,True,24,24
0.05,0.17304,-90.0,1,131.544,-138.312,-83.232,0.05,0.17304,0.44,-7.4577,-0.0,7.4577,0.07884,90,True,24,24
0.05,0.17304,-60.0,1,140.235,-141.113,-59.121,0.05,0.17304,0.9478,-8.206,-0.6969,8.206,0.07671,90,True,24,24
0.05,0.17304,-45.0,1,144.109,-143.44,-45.669,0.05,0.17304,1.1525,-8.4951,-0.9856,8.4951,0.07585,90,True,24,24
0.05,0.17304,-30.0,1,147.335,-146.3,-31.035,0.05,0.17304,1.3093,-8.7159,-1.2071,8.7159,0.07519,90,True,24,24
0.05,0.17304,0.0,1,150.182,-153.269,3.087,0.05,0.17304,1.439,-8.893,-1.3938,8.893,0.07465,90,True,24,24
0.05,0.17304,30.0,1,143.678,-160.997,47.319,0.05,0.17304,1.2182,-8.3766,-1.2071,8.3766,0.07558,90,True,24,24
0.05,0.17304,45.0,0,48.894,164.537,-168.431,0.05,0.17304,-2.5475,5.2819,-0.9856,5.2819,0.07,90,True,24,24
0.05,0.17304,45.0,1,134.837,-164.537,74.7,0.05,0.17304,0.8877,-7.5091,-0.9856,7.5091,0.07696,90,True,24,24
0.05,0.17304,60.0,0,44.741,167.175,-151.916,0.05,0.17304,-2.7808,5.6778,-0.6969,5.6778,0.06903,90,True,24,24
0.05,0.17304,60.0,1,122.572,-167.175,104.602,0.05,0.17304,0.3671,-6.044,-0.6969,6.044,0.07914,90,True,24,24
0.05,0.17304,90.0,0,23.251,166.871,-100.122,0.05,0.17304,-3.5483,7.3931,-0.0,7.3931,0.06581,90,True,24,24
0.05,0.17304,90.0,1,102.132,-166.871,154.738,0.05,0.17304,-0.7021,-3.205,-0.0,3.205,0.07774,90,True,24,24
0.05,0.20679,-90.0,1,131.972,-132.024,-89.948,0.05,0.20679,0.4541,-7.51,-0.0,7.51,0.07878,90,True,24,24
0.05,0.20679,-60.0,1,139.949,-134.75,-65.199,0.05,0.20679,0.9397,-8.176,-0.6969,8.176,0.07674,90,True,24,24
0.05,0.20679,-45.0,1,143.611,-137.086,-51.525,0.05,0.20679,1.1395,-8.447,-0.9856,8.447,0.07591,90,True,24,24
0.05,0.20679,-30.0,1,146.758,-139.969,-36.789,0.05,0.20679,1.2955,-8.6644,-1.2071,8.6644,0.07525,90,True,24,24
0.05,0.20679,0.0,1,150.168,-146.923,-3.245,0.05,0.20679,1.4387,-8.8918,-1.3938,8.8918,0.07465,90,True,24,24
0.05,0.20679,30.0,0,44.252,154.34,-168.592,0.05,0.20679,-2.6189,5.911,-1.2071,5.911,0.06971,90,True,24,24
0.05,0.20679,30.0,1,146.579,-154.34,37.762,0.05,0.20679,1.2911,-8.6483,-1.2071,8.6483,0.07527,90,True,24,24
0.05,0.20679,45.0,0,41.928,157.559,-154.486,0.05,0.20679,-2.7656,6.0943,-0.9856,6.0943,0.06909,90,True,24,24
0.05,0.20679,45.0,1,140.981,-157.559,61.578,0.05,0.20679,1.0688,-8.1834,-0.9856,8.1834,0.0762,90,True,24,24
0.05,0.20679,60.0,0,37.297,159.891,-137.187,0.05,0.20679,-2.9957,6.4777,-0.6969,6.4777,0.06813,90,True,24,24
0.05,0.20679,60.0,1,133.041,-159.891,86.85,0.05,0.20679,0.7306,-7.3973,-0.6969,7.3973,0.07762,90,True,24,24
0.05,0.20679,90.0,0,21.422,160.189,-91.61,0.05,0.20679,-3.5789,7.507,-0.0,7.507,0.06568,90,True,24,24
0.05,0.20679,90.0,1,116.676,-160.189,133.512,0.05,0.20679,-0.1001,-5.4465,-0.0,5.4465,0.08026,90,True,24,24
0.05,0.24054,-90.0,1,131.633,-125.612,-96.021,0.05,0.24054,0.4429,-7.4686,-0.0,7.4686,0.07883,90,True,24,24
0.05,0.24054,-60.0,1,139.011,-128.305,-70.707,0.05,0.24054,0.9129,-8.0762,-0.6969,8.0762,0.07686,90,True,24,24
0.05,0.24054,-45.0,1,142.489,-130.672,-56.817,0.05,0.24054,1.1099,-8.3364,-0.9856,8.3364,0.07603,90,True,24,24
0.05,0.24054,-30.0,1,145.551,-133.6,-41.951,0.05,0.24054,1.2659,-8.5543,-1.2071,8.5543,0.07538,90,True,24,24
0.05,0.24054,0.0,1,149.277,-140.618,-8.659,0.05,0.24054,1.419,-8.8182,-1.3938,8.8182,0.07474,90,True,24,24
0.05,0.24054,30.0,0,41.689,147.936,-159.625,0.05,0.24054,-2.6958,6.1972,-1.2071,6.1972,0.06938,90,True,24,24
0.05,0.24054,30.0,1,147.344,-147.936,30.592,0.05,0.24054,1.3095,-8.7167,-1.2071,8.7167,0.07519,90,True,24,24
0.05,0.24054,45.0,0,38.95,151.037,-144.987,0.05,0.24054,-2.8506,6.4106,-0.9856,6.4106,0.06873,90,True,24,24
0.05,0.24054,45.0,1,143.432,-151.037,52.605,0.05,0.24054,1.1349,-8.4296,-0.9856,8.4296,0.07593,90,True,24,24
0.05,0.24054,60.0,0,34.532,153.28,-127.813,0.05,0.24054,-3.067,6.7434,-0.6969,6.7434,0.06783,90,True,24,24
0.05,0.24054,60.0,1,137.667,-153.28,75.613,0.05,0.24054,0.8736,-7.9298,-0.6969,7.9298,0.07702,90,True,24,24
0.05,0.24054,90.0,0,21.735,153.891,-85.626,0.05,0.24054,-3.5738,7.4881,-0.0,7.4881,0.0657,90,True,24,24
0.05,0.24054,90.0,1,124.419,-153.891,119.472,0.05,0.24054,0.1931,-6.5382,-0.0,6.5382,0.07987,90,True,24,24
0.05,0.27428,-90.0,1,130.709,-119.035,-101.674,0.05,0.27428,0.4123,-7.3547,-0.0,7.3547,0.07895,90,True,24,24
0.05,0.27428,-60.0,1,137.587,-121.726,-75.861,0.05,0.27428,0.8712,-7.921,-0.6969,7.921,0.07703,90,True,24,24
0.05,0.27428,-45.0,1,140.911,-124.143,-61.768,0.05,0.27428,1.0668,-8.1763,-0.9856,8.1763,0.07621,90,True,24,24
0.05,0.27428,-30.0,1,143.9,-127.139,-46.761,0.05,0.27428,1.2239,-8.3981,-1.2071,8.3981,0.07555,90,True,24,24
0.05,0.27428,0.0,0,43.081,134.277,-177.359,0.05,0.27428,-2.5897,6.1082,-1.3938,6.1082,0.06983,90,True,24,24
0.05,0.27428,0.0,1,147.831,-134.277,-13.554,0.05,0.27428,1.3858,-8.6947,-1.3938,8.6947,0.07487,90,True,24,24
0.05,0.27428,30.0,0,40.769,141.603,-152.372,0.05,0.27428,-2.7224,6.2965,-1.2071,6.2965,0.06927,90,True,24,24
0.05,0.27428,30.0,1,146.977,-141.603,24.625,0.05,0.27428,1.3007,-8.6841,-1.2071,8.6841,0.07523,90,True,24,24
0.05,0.27428,45.0,0,37.907,144.665,-137.572,0.05,0.27428,-2.8791,6.5169,-0.9856,6.5169,0.06861,90,True,24,24
0.05,0.27428,45.0,1,144.111,-144.665,45.554,0.05,0.27428,1.1525,-8.4953,-0.9856,8.4953,0.07585,90,True,24,24
0.05,0.27428,60.0,0,33.78,146.886,-120.666,0.05,0.27428,-3.0856,6.8126,-0.6969,6.8126,0.06775,90,True,24,24
0.05,0.27428,60.0,1,139.68,-146.886,67.206,0.05,0.27428,0.9321,-8.1476,-0.6969,8.1476,0.07678,90,True,24,24
0.05,0.27428,90.0,0,22.976,147.704,-80.679,0.05,0.27428,-3.5531,7.4109,-0.0,7.4109,0.06579,90,True,24,24
0.05,0.27428,90.0,1,128.691,-147.704,109.012,0.05,0.27428,0.344,-7.1003,-0.0,7.1003,0.07924,90,True,24,24
0.05,0.30803,-90.0,1,129.312,-112.246,-107.066,0.05,0.30803,0.3653,-7.1793,-0.0,7.1793,0.07915,90,True,24,24
0.05,0.30803,-60.0,1,135.773,-114.965,-80.808,0.05,0.30803,0.8165,-7.7171,-0.6969,7.7171,0.07726,90,True,24,24
0.05,0.30803,-45.0,1,138.973,-117.451,-66.523,0.05,0.30803,1.012,-7.9719,-0.9856,7.9719,0.07644,90,True,24,24
0.05,0.30803,-30.0,1,141.904,-120.535,-51.369,0.05,0.30803,1.171,-8.2008,-1.2071,8.2008,0.07577,90,True,24,24
0.05,0.30803,0.0,0,43.73,127.844,-171.575,0.05,0.30803,-2.57,6.0351,-1.3938,6.0351,0.06991,90,True,24,24
0.05,0.30803,0.0,1,145.993,-127.844,-18.149,0.05,0.30803,1.3416,-8.5302,-1.3938,8.5302,0.07506,90,True,24,24
0.05,0.30803,30.0,0,40.87,135.25,-146.12,0.05,0.30803,-2.7195,6.2857,-1.2071,6.2857,0.06928,90,True,24,24
0.05,0.30803,30.0,1,145.91,-135.25,19.339,0.05,0.30803,1.2748,-8.5875,-1.2071,8.5875,0.07534,90,True,24,24
0.05,0.30803,45.0,0,37.987,138.316,-131.304,0.05,0.30803,-2.8769,6.5088,-0.9856,6.5088,0.06862,90,True,24,24
0.05,0.30803,45.0,1,143.763,-138.316,39.554,0.05,0.30803,1.1435,-8.4617,-0.9856,8.4617,0.07589,90,True,24,24
0.05,0.30803,60.0,0,34.128,140.548,-114.676,0.05,0.30803,-3.077,6.7807,-0.6969,6.7807,0.06778,90,True,24,24
0.05,0.30803,60.0,1,140.242,-140.548,60.305,0.05,0.30803,0.948,-8.2068,-0.6969,8.2068,0.07671,90,True,24,24
0.05,0.30803,90.0,0,24.728,141.52,-76.248,0.05,0.30803,-3.5219,7.2947,0.0,7.2947,0.06592,90,True,24,24
0.05,0.30803,90.0,1,130.93,-141.52,100.59,0.05,0.30803,0.4197,-7.3821,-0.0,7.3821,0.07892,90,True,24,24
0.05,0.34178,-90.0,1,127.506,-105.19,-112.316,0.05,0.34178,0.303,-6.9475,-0.0,6.9475,0.07941,90,True,24,24
0.05,0.34178,-60.0,1,133.622,-107.967,-85.655,0.05,0.34178,0.7492,-7.4666,-0.6969,7.4666,0.07754,90,True,24,24
0.05,0.34178,-45.0,1,136.727,-110.543,-71.184,0.05,0.34178,0.9456,-7.7249,-0.9856,7.7249,0.07672,90,True,24,24
0.05,0.34178,-30.0,1,139.618,-113.739,-55.879,0.05,0.34178,1.1073,-7.964,-1.2071,7.964,0.07604,90,True,24,24
0.05,0.34178,0.0,0,44.919,121.272,-166.19,0.05,0.34178,-2.5335,5.8991,-1.3938,5.8991,0.07006,90,True,24,24
0.05,0.34178,0.0,1,143.848,-121.272,-22.577,0.05,0.34178,1.2874,-8.3283,-1.3938,8.3283,0.07529,90,True,24,24
0.05,0.34178,30.0,0,41.667,128.817,-140.484,0.05,0.34178,-2.6964,6.1996,-1.2071,6.1996,0.06938,90,True,24,24
0.05,0.34178,30.0,1,144.361,-128.817,14.455,0.05,0.34178,1.2358,-8.4424,-1.2071,8.4424,0.0755,90,True,24,24
0.05,0.34178,45.0,0,38.8,131.918,-125.718,0.05,0.34178,-2.8547,6.4261,-0.9856,6.4261,0.06872,90,True,24,24
0.05,0.34178,45.0,1,142.745,-131.918,34.173,0.05,0.34178,1.1167,-8.3619,-0.9856,8.3619,0.076,90,True,24,24
0.05,0.34178,60.0,0,35.17,134.18,-109.349,0.05,0.34178,-3.051,6.6837,-0.6969,6.6837,0.06789,90,True,24,24
0.05,0.34178,60.0,1,139.889,-134.18,54.291,0.05,0.34178,0.938,-8.1697,-0.6969,8.1697,0.07675,90,True,24,24
0.05,0.34178,90.0,0,26.813,135.28,-72.093,0.05,0.34178,-3.482,7.1462,-0.0,7.1462,0.06609,90,True,24,24
0.05,0.34178,90.0,1,131.862,-135.28,93.417,0.05,0.34178,0.4505,-7.4967,-0.0,7.4967,0.07879,90,True,24,24
0.05,0.37553,-90.0,1,125.324,-97.796,-117.528,0.05,0.37553,0.2257,-6.6598,0.0,6.6598,0.07974,90,True,24,24
0.05,0.37553,-60.0,1,131.157,-100.665,-90.492,0.05,0.37553,0.6691,-7.1683,-0.6969,7.1683,0.07788,90,True,24,24
0.05,0.37553,-45.0,1,134.194,-103.357,-75.837,0.05,0.37553,0.8675,-7.4339,-0.9856,7.4339,0.07705,90,True,24,24
0.05,0.37553,-30.0,1,137.068,-106.694,-60.374,0.05,0.37553,1.0328,-7.6863,-1.2071,7.6863,0.07635,90,True,24,24
0.05,0.37553,0.0,0,46.538,114.511,-161.049,0.05,0.37553,-2.4825,5.7091,-1.3938,5.7091,0.07028,90,True,24,24
0.05,0.37553,0.0,1,141.444,-114.511,-26.933,0.05,0.37553,1.2232,-8.0893,-1.3938,8.0893,0.07556,90,True,24,24
0.05,0.37553,30.0,0,42.979,122.254,-135.233,0.05,0.37553,-2.6575,6.0549,-1.2071,6.0549,0.06954,90,True,24,24
0.05,0.37553,30.0,1,142.448,-122.254,9.806,0.05,0.37553,1.1856,-8.2555,-1.2071,8.2555,0.07571,90,True,24,24
0.05,0.37553,45.0,0,40.137,125.415,-120.552,0.05,0.37553,-2.8174,6.2869,-0.9856,6.2869,0.06887,90,True,24,24
0.05,0.37553,45.0,1,141.246,-125.415,29.169,0.05,0.37553,1.0761,-8.2107,-0.9856,8.2107,0.07617,90,True,24,24
0.05,0.37553,60.0,0,36.694,127.724,-104.418,0.05,0.37553,-3.0116,6.5371,-0.6969,6.5371,0.06806,90,True,24,24
0.05,0.37553,60.0,1,138.902,-127.724,48.822,0.05,0.37553,0.9097,-8.0645,-0.6969,8.0645,0.07687,90,True,24,24
0.05,0.37553,90.0,0,29.144,128.937,-68.081,0.05,0.37553,-3.4339,6.9671,-0.0,6.9671,0.06629,90,True,24,24
0.05,0.37553,90.0,1,131.89,-128.937,87.047,0.05,0.37553,0.4514,-7.5,-0.0,7.5,0.07879,90,True,24,24
0.05,0.40928,-90.0,1,122.768,-89.969,-122.798,0.05,0.40928,0.1325,-6.3128,-0.0,6.3128,0.08013,90,True,24,24
0.05,0.40928,-60.0,1,128.377,-92.972,-95.405,0.05,0.40928,0.5751,-6.8182,-0.6969,6.8182,0.07827,90,True,24,24
0.05,0.40928,-45.0,1,131.376,-95.815,-80.56,0.05,0.40928,0.7765,-7.095,-0.9856,7.095,0.07743,90,True,24,24
0.05,0.40928,-30.0,0,49.836,99.332,-179.169,0.05,0.40928,-2.4391,5.2416,-1.2071,5.2416,0.07046,90,True,24,24
0.05,0.40928,-30.0,1,134.258,-99.332,-64.926,0.05,0.40928,0.9464,-7.3645,-1.2071,7.3645,0.07672,90,True,24,24
0.05,0.40928,0.0,0,48.527,107.507,-156.034,0.05,0.40928,-2.4179,5.4687,-1.3938,5.4687,0.07055,90,True,24,24
0.05,0.40928,0.0,1,138.799,-107.507,-31.291,0.05,0.40928,1.1486,-7.8114,-1.3938,7.8114,0.07587,90,True,24,24
0.05,0.40928,30.0,0,44.7,115.513,-130.213,0.05,0.40928,-2.6051,5.8595,-1.2071,5.8595,0.06976,90,True,24,24
0.05,0.40928,30.0,1,140.233,-115.513,5.279,0.05,0.40928,1.1248,-8.0289,-1.2071,8.0289,0.07597,90,True,24,24
0.05,0.40928,45.0,0,41.879,118.758,-115.637,0.05,0.40928,-2.7671,6.0996,-0.9856,6.0996,0.06908,90,True,24,24
0.05,0.40928,45.0,1,139.373,-118.758,24.385,0.05,0.40928,1.0235,-8.0147,-0.9856,8.0147,0.07639,90,True,24,24
0.05,0.40928,60.0,0,38.589,121.131,-99.72,0.05,0.40928,-2.9607,6.3476,-0.6969,6.3476,0.06827,90,True,24,24
0.05,0.40928,60.0,1,137.44,-121.131,43.691,0.05,0.40928,0.8669,-7.9047,-0.6969,7.9047,0.07705,90,True,24,24
0.05,0.40928,90.0,0,31.675,122.451,-64.126,0.05,0.40928,-3.3775,6.7572,-0.0,6.7572,0.06653,90,True,24,24
0.05,0.40928,90.0,1,131.25,-122.451,81.2,0.05,0.40928,0.4303,-7.4216,-0.0,7.4216,0.07888,90,True,24,24
0.05,0.44303,-90.0,1,119.811,-81.575,-128.236,0.05,0.44303,0.0214,-5.8989,-0.0,5.8989,0.08059,90,True,24,24
0.05,0.44303,-60.0,1,125.255,-84.769,-100.486,0.05,0.44303,0.4651,-6.4088,-0.6969,6.4088,0.07873,90,True,24,24
0.05,0.44303,-45.0,1,128.249,-87.812,-85.437,0.05,0.44303,0.6708,-6.7016,-0.9856,6.7016,0.07787,90,True,24,24
0.05,0.44303,-30.0,0,52.637,91.561,-174.198,0.05,0.44303,-2.343,4.8838,-1.2071,4.8838,0.07086,90,True,24,24
0.05,0.44303,-30.0,1,131.17,-91.561,-69.609,0.05,0.44303,0.8465,-6.9929,-1.2071,6.9929,0.07713,90,True,24,24
0.05,0.44303,0.0,0,50.856,100.194,-151.05,0.05,0.44303,-2.3398,5.1778,-1.3938,5.1778,0.07088,90,True,24,24
0.05,0.44303,0.0,1,135.913,-100.194,-35.719,0.05,0.44303,1.0626,-7.4912,-1.3938,7.4912,0.07623,90,True,24,24
0.05,0.44303,30.0,0,46.772,108.538,-125.311,0.05,0.44303,-2.5398,5.6164,-1.2071,5.6164,0.07004,90,True,24,24
0.05,0.44303,30.0,1,137.751,-108.538,0.788,0.05,0.44303,1.0531,-7.762,-1.2071,7.762,0.07627,90,True,24,24
0.05,0.44303,45.0,0,43.96,111.896,-110.856,0.05,0.44303,-2.7047,5.8675,-0.9856,5.8675,0.06935,90,True,24,24
0.05,0.44303,45.0,1,137.183,-111.896,19.713,0.05,0.44303,0.9594,-7.776,-0.9856,7.776,0.07666,90,True,24,24
0.05,0.44303,60.0,0,40.79,114.351,-95.141,0.05,0.44303,-2.8989,6.1173,-0.6969,6.1173,0.06853,90,True,24,24
0.05,0.44303,60.0,1,135.595,-114.351,38.757,0.05,0.44303,0.811,-7.6966,-0.6969,7.6966,0.07728,90,True,24,24
0.05,0.44303,90.0,0,34.39,115.777,-60.167,0.05,0.44303,-3.3124,6.5148,-0.0,6.5148,0.0668,90,True,24,24
0.05,0.44303,90.0,1,130.087,-115.777,75.691,0.05,0.44303,0.3915,-7.277,-0.0,7.277,0.07904,90,True,24,24
0.05,0.47677,-90.0,1,116.385,-72.403,-133.982,0.05,0.47677,-0.1116,-5.4038,-0.0,5.4038,0.08022,90,True,24,24
0.05,0.47677,-60.0,1,121.732,-75.877,-105.855,0.05,0.47677,0.3358,-5.9275,-0.6969,5.9275,0.07928,90,True,24,24
0.05,0.47677,-45.0,1,124.765,-79.194,-90.571,0.05,0.47677,0.5476,-6.2428,-0.9856,6.2428,0.07839,90,True,24,24
0.05,0.47677,-30.0,0,55.792,83.253,-169.045,0.05,0.47677,-2.2305,4.4646,-1.2071,4.4646,0.07133,90,True,24,24
0.05,0.47677,-30.0,1,127.766,-83.253,-74.513,0.05,0.47677,0.7309,-6.5624,-1.2071,6.5624,0.07762,90,True,24,24
0.05,0.47677,0.0,0,53.522,92.484,-146.006,0.05,0.47677,-2.2471,4.8327,-1.3938,4.8327,0.07126,90,True,24,24
0.05,0.47677,0.0,1,132.768,-92.484,-40.285,0.05,0.47677,0.9636,-7.1228,-1.3938,7.1228,0.07664,90,True,24,24
0.05,0.47677,30.0,0,49.167,101.266,-120.433,0.05,0.47677,-2.4615,5.325,-1.2071,5.325,0.07036,90,True,24,24
0.05,0.47677,30.0,1,135.008,-101.266,-3.742,0.05,0.47677,0.9698,-7.452,-1.2071,7.452,0.07662,90,True,24,24
0.05,0.47677,45.0,0,46.347,104.77,-106.116,0.05,0.47677,-2.6303,5.5902,-0.9856,5.5902,0.06966,90,True,24,24
0.05,0.47677,45.0,1,134.705,-104.77,15.065,0.05,0.47677,0.8835,-7.4937,-0.9856,7.4937,0.07698,90,True,24,24
0.05,0.47677,60.0,0,43.266,107.329,-90.596,0.05,0.47677,-2.8259,5.8456,-0.6969,5.8456,0.06884,90,True,24,24
0.05,0.47677,60.0,1,133.415,-107.329,33.914,0.05,0.47677,0.7426,-7.4419,-0.6969,7.4419,0.07757,90,True,24,24
0.05,0.47677,90.0,0,37.284,108.867,-56.151,0.05,0.47677,-3.2378,6.2371,-0.0,6.2371,0.06711,90,True,24,24
0.05,0.47677,90.0,1,128.486,-108.867,70.381,0.05,0.47677,0.337,-7.074,-0.0,7.074,0.07927,90,True,24,24
0.05,0.51052,-90.0,1,112.352,-62.1,-140.252,0.05,0.51052,-0.2732,-4.802,-0.0,4.802,0.07954,90,True,24,24
0.05,0.51052,-60.0,1,117.693,-66.006,-111.687,0.05,0.51052,0.1815,-5.3528,-0.6969,5.3528,0.07992,90,True,24,24
0.05,0.51052,-45.0,0,59.96,69.72,-174.68,0.05,0.51052,-2.152,3.8095,-0.9856,3.8095,0.07166,90,True,24,24
0.05,0.51052,-45.0,1,120.828,-69.72,-96.108,0.05,0.51052,0.402,-5.7007,-0.9856,5.7007,0.079,90,True,24,24
0.05,0.51052,-30.0,0,59.367,74.216,-163.582,0.05,0.51052,-2.0977,3.9703,-1.2071,3.9703,0.07189,90,True,24,24
0.05,0.51052,-30.0,1,123.973,-74.216,-79.757,0.05,0.51052,0.5957,-6.0588,-1.2071,6.0588,0.07819,90,True,24,24
0.05,0.51052,0.0,0,56.55,84.254,-140.803,0.05,0.51052,-2.138,4.4263,-1.3938,4.4263,0.07172,90,True,24,24
0.05,0.51052,0.0,1,129.326,-84.254,-45.073,0.05,0.51052,0.8494,-6.6975,-1.3938,6.6975,0.07712,90,True,24,24
0.05,0.51052,30.0,0,51.883,93.61,-115.493,0.05,0.51052,-2.3693,4.9816,-1.2071,4.9816,0.07075,90,True,24,24
0.05,0.51052,30.0,1,131.995,-93.61,-8.384,0.05,0.51052,0.8737,-7.0939,-1.2071,7.0939,0.07702,90,True,24,24
0.05,0.51052,45.0,0,49.031,97.304,-101.335,0.05,0.51052,-2.5429,5.265,-0.9856,5.265,0.07002,90,True,24,24
0.05,0.51052,45.0,1,131.943,-97.304,10.361,0.05,0.51052,0.7951,-7.1645,-0.9856,7.1645,0.07735,90,True,24,24
0.05,0.51052,60.0,0,46.011,99.996,-86.007,0.05,0.51052,-2.7411,5.5297,-0.6969,5.5297,0.06919,90,True,24,24
0.05,0.51052,60.0,1,130.922,-99.996,29.074,0.05,0.51052,0.6613,-7.1392,-0.6969,7.1392,0.07791,90,True,24,24
