target_r,target_z,ee_pitch_deg,solution_idx,j2_deg,j3_deg,j4_deg,ee_r_m,ee_z_m,tau_j2,tau_j3,tau_j4,tau_max,tip_worst_margin,tip_worst_j1_deg,tip_stable_all,tip_n_stable,tip_n_total
0.05,0.02544,-60.0,1,111.644,-168.997,-2.646,0.05,0.02544,-0.3284,-3.8339,-0.4643,3.8339,0.07931,90,True,24,24
0.05,0.02544,-45.0,1,109.629,-172.336,17.706,0.05,0.02544,-0.3281,-3.5209,-0.6566,3.5209,0.07931,90,True,24,24
0.05,0.02544,-30.0,1,89.781,-178.689,58.908,0.05,0.02544,-0.9596,-0.9232,-0.8042,0.9596,0.07666,90,True,24,24
0.05,0.05404,-90.0,1,118.244,-158.362,-49.882,0.05,0.05404,-0.2791,-4.7767,-0.0,4.7767,0.07951,90,True,24,24
0.05,0.05404,-60.0,1,127.12,-161.932,-25.188,0.05,0.05404,0.1429,-5.5928,-0.4643,5.5928,0.08008,90,True,24,24
0.05,0.05404,-45.0,1,129.747,-164.39,-10.357,0.05,0.05404,0.2815,-5.7956,-0.6566,5.7956,0.0795,90,True,24,24
0.05,0.05404,-30.0,1,130.018,-167.337,7.319,0.05,0.05404,0.3397,-5.7718,-0.8042,5.7718,0.07926,90,True,24,24
0.05,0.05404,0.0,1,108.999,-176.199,67.201,0.05,0.05404,-0.255,-3.3491,-0.9286,3.3491,0.07961,90,True,24,24
0.05,0.08264,-90.0,1,125.366,-152.316,-63.05,0.05,0.08264,-0.067,-5.568,-0.0,5.568,0.0804,90,True,24,24
0.05,0.08264,-60.0,1,134.075,-155.394,-38.682,0.05,0.08264,0.328,-6.2833,-0.4643,6.2833,0.07931,90,True,24,24
0.05,0.08264,-45.0,1,137.363,-157.609,-24.754,0.05,0.08264,0.4748,-6.5171,-0.6566,6.5171,0.07869,90,True,24,24
0.05,0.08264,-30.0,1,139.384,-160.228,-9.156,0.05,0.08264,0.5729,-6.6418,-0.8042,6.6418,0.07828,90,True,24,24
0.05,0.08264,0.0,1,136.205,-166.546,30.34,0.05,0.08264,0.541,-6.3195,-0.9286,6.3195,0.07841,90,True,24,24
0.05,0.08264,30.0,1,109.388,-174.427,95.039,0.05,0.08264,-0.2851,-3.4402,-0.8042,3.4402,0.07949,90,True,24,24
0.05,0.08264,90.0,0,4.473,173.706,-88.179,0.05,0.08264,-3.2322,6.2432,-0.0,6.2432,0.06713,90,True,24,24
0.05,0.11124,-90.0,1,129.293,-146.196,-73.097,0.05,0.11124,0.0425,-5.9765,-0.0,5.9765,0.0805,90,True,24,24
0.05,0.11124,-60.0,1,137.346,-148.996,-48.35,0.05,0.11124,0.408,-6.582,-0.4643,6.582,0.07897,90,True,24,24
0.05,0.11124,-45.0,1,140.652,-151.107,-34.545,0.05,0.11124,0.5505,-6.7993,-0.6566,6.7993,0.07837,90,True,24,24
0.05,0.11124,-30.0,1,143.092,-153.619,-19.474,0.05,0.11124,0.6542,-6.9455,-0.8042,6.9455,0.07794,90,True,24,24
0.05,0.11124,0.0,1,143.464,-159.512,16.048,0.05,0.11124,0.705,-6.9316,-0.9286,6.9316,0.07773,90,True,24,24
0.05,0.11124,30.0,0,39.023,165.661,-174.684,0.05,0.11124,-2.5124,4.8714,-0.8042,4.8714,0.07015,90,True,24,24
0.05,0.11124,30.0,1,132.972,-165.661,62.689,0.05,0.11124,0.4173,-6.0613,-0.8042,6.0613,0.07893,90,True,24,24
0.05,0.11124,45.0,0,36.587,168.167,-159.755,0.05,0.11124,-2.6157,5.0158,-0.6566,5.0158,0.06971,90,True,24,24
0.05,0.11124,45.0,1,122.237,-168.167,90.931,0.05,0.11124,0.0686,-5.0012,-0.6566,5.0012,0.0804,90,True,24,24
0.05,0.11124,60.0,0,30.063,169.595,-139.658,0.05,0.11124,-2.8077,5.418,-0.4643,5.418,0.06891,90,True,24,24
0.05,0.11124,60.0,1,109.749,-169.595,119.846,0.05,0.11124,-0.3906,-3.602,-0.4643,3.602,0.07905,90,True,24,24
0.05,0.11124,90.0,0,6.647,167.669,-84.316,0.05,0.11124,-3.2248,6.2157,-0.0,6.2157,0.06716,90,True,24,24
0.05,0.11124,90.0,1,94.152,-167.669,163.517,0.05,0.11124,-1.0842,-1.7723,-0.0,1.7723,0.07614,90,True,24,24
0.05,0.13984,-90.0,1,131.277,-139.979,-81.298,0.05,0.13984,0.0955,-6.1745,-0.0,6.1745,0.08028,90,True,24,24
0.05,0.13984,-60.0,1,138.645,-142.609,-56.036,0.05,0.13984,0.4385,-6.6957,-0.4643,6.6957,0.07884,90,True,24,24
0.05,0.13984,-45.0,1,141.824,-144.675,-42.149,0.05,0.13984,0.5762,-6.8953,-0.6566,6.8953,0.07827,90,True,24,24
0.05,0.13984,-30.0,1,144.354,-147.151,-27.204,0.05,0.13984,0.6804,-7.0431,-0.8042,7.0431,0.07783,90,True,24,24
0.05,0.13984,0.0,1,146.106,-152.92,6.814,0.05,0.13984,0.7584,-7.1309,-0.9286,7.1309,0.0775,90,True,24,24
0.05,0.13984,30.0,0,33.462,158.726,-162.188,0.05,0.13984,-2.6277,5.3014,-0.8042,5.3014,0.06966,90,True,24,24
0.05,0.13984,30.0,1,140.53,-158.726,48.196,0.05,0.13984,0.5987,-6.7382,-0.8042,6.7382,0.07817,90,True,24,24
0.05,0.13984,45.0,0,30.315,161.022,-146.338,0.05,0.13984,-2.7369,5.4678,-0.6566,5.4678,0.0692,90,True,24,24
0.05,0.13984,45.0,1,134.253,-161.022,71.769,0.05,0.13984,0.3989,-6.2336,-0.6566,6.2336,0.07901,90,True,24,24
0.05,0.13984,60.0,0,24.871,162.446,-127.317,0.05,0.13984,-2.8917,5.7312,-0.4643,5.7312,0.06855,90,True,24,24
0.05,0.13984,60.0,1,126.338,-162.446,96.108,0.05,0.13984,0.121,-5.5108,-0.4643,5.5108,0.08018,90,True,24,24
0.05,0.13984,90.0,0,9.257,161.681,-80.939,0.05,0.13984,-3.2121,6.1684,0.0,6.1684,0.06721,90,True,24,24
0.05,0.13984,90.0,1,112.108,-161.681,139.573,0.05,0.13984,-0.4736,-4.0507,-0.0,4.0507,0.0787,90,True,24,24
0.05,0.16843,-90.0,1,131.986,-133.639,-88.347,0.05,0.16843,0.1141,-6.2438,-0.0,6.2438,0.0802,90,True,24,24
0.05,0.16843,-60.0,1,138.745,-136.163,-62.581,0.05,0.16843,0.4408,-6.7043,-0.4643,6.7043,0.07883,90,True,24,24
0.05,0.16843,-45.0,1,141.771,-138.217,-48.553,0.05,0.16843,0.575,-6.891,-0.6566,6.891,0.07827,90,True,24,24
0.05,0.16843,-30.0,1,144.291,-140.695,-33.596,0.05,0.16843,0.6791,-7.0383,-0.8042,7.0383,0.07783,90,True,24,24
0.05,0.16843,0.0,1,146.715,-146.453,-0.261,0.05,0.16843,0.7702,-7.1749,-0.9286,7.1749,0.07745,90,True,24,24
0.05,0.16843,30.0,0,31.66,152.166,-153.825,0.05,0.16843,-2.6617,5.4282,-0.8042,5.4282,0.06952,90,True,24,24
0.05,0.16843,30.0,1,143.532,-152.166,38.634,0.05,0.16843,0.6634,-6.9798,-0.8042,6.9798,0.0779,90,True,24,24
0.05,0.16843,45.0,0,28.549,154.419,-137.969,0.05,0.16843,-2.7673,5.5813,-0.6566,5.5813,0.06908,90,True,24,24
0.05,0.16843,45.0,1,139.321,-154.419,60.098,0.05,0.16843,0.5205,-6.6874,-0.6566,6.6874,0.0785,90,True,24,24
0.05,0.16843,60.0,0,23.931,155.888,-119.818,0.05,0.16843,-2.9053,5.782,-0.4643,5.782,0.0685,90,True,24,24
0.05,0.16843,60.0,1,133.705,-155.888,82.183,0.05,0.16843,0.3186,-6.2483,-0.4643,6.2483,0.07935,90,True,24,24
0.05,0.16843,90.0,0,12.002,155.665,-77.666,0.05,0.16843,-3.1944,6.1022,0.0,6.1022,0.06728,90,True,24,24
0.05,0.16843,90.0,1,121.943,-155.665,123.722,0.05,0.16843,-0.1669,-5.1954,-0.0,5.1954,0.07998,90,True,24,24
0.05,0.19703,-90.0,1,131.801,-127.145,-94.655,0.05,0.19703,0.1093,-6.2258,-0.0,6.2258,0.08022,90,True,24,24
0.05,0.19703,-60.0,1,138.041,-129.611,-68.43,0.05,0.19703,0.4244,-6.6432,-0.4643,6.6432,0.0789,90,True,24,24
0.05,0.19703,-45.0,1,140.924,-131.675,-54.249,0.05,0.19703,0.5565,-6.8218,-0.6566,6.8218,0.07835,90,True,24,24
0.05,0.19703,-30.0,1,143.403,-134.179,-39.225,0.05,0.19703,0.6608,-6.9698,-0.8042,6.9698,0.07791,90,True,24,24
0.05,0.19703,0.0,0,34.258,139.99,-174.248,0.05,0.19703,-2.5691,5.2863,-0.9286,5.2863,0.06991,90,True,24,24
0.05,0.19703,0.0,1,146.207,-139.99,-6.217,0.05,0.19703,0.7604,-7.1383,-0.9286,7.1383,0.07749,90,True,24,24
0.05,0.19703,30.0,0,31.56,145.709,-147.269,0.05,0.19703,-2.6635,5.4351,-0.8042,5.4351,0.06951,90,True,24,24
0.05,0.19703,30.0,1,144.432,-145.709,31.277,0.05,0.19703,0.682,-7.049,-0.8042,7.049,0.07782,90,True,24,24
0.05,0.19703,45.0,0,28.595,147.967,-131.562,0.05,0.19703,-2.7665,5.5785,-0.6566,5.5785,0.06908,90,True,24,24
0.05,0.19703,45.0,1,141.417,-147.967,51.551,0.05,0.19703,0.5673,-6.8622,-0.6566,6.8622,0.0783,90,True,24,24
0.05,0.19703,60.0,0,24.558,149.485,-114.043,0.05,0.19703,-2.8962,5.7483,-0.4643,5.7483,0.06854,90,True,24,24
0.05,0.19703,60.0,1,137.179,-149.485,72.307,0.05,0.19703,0.404,-6.5671,-0.4643,6.5671,0.07899,90,True,24,24
0.05,0.19703,90.0,0,14.823,149.589,-74.411,0.05,0.19703,-3.1714,6.0166,-0.0,6.0166,0.06738,90,True,24,24
0.05,0.19703,90.0,1,127.424,-149.589,112.165,0.05,0.19703,-0.0089,-5.7848,-0.0,5.7848,0.08065,90,True,24,24
0.05,0.22563,-90.0,1,130.949,-120.465,-100.484,0.05,0.22563,0.0868,-6.1421,-0.0,6.1421,0.08032,90,True,24,24
0.05,0.22563,-60.0,1,136.753,-122.905,-73.848,0.05,0.22563,0.3939,-6.5291,-0.4643,6.5291,0.07903,90,True,24,24
0.05,0.22563,-45.0,1,139.513,-125.0,-59.513,0.05,0.22563,0.5248,-6.7037,-0.6566,6.7037,0.07848,90,True,24,24
0.05,0.22563,-30.0,1,141.948,-127.55,-44.398,0.05,0.22563,0.6298,-6.8544,-0.8042,6.8544,0.07804,90,True,24,24
0.05,0.22563,0.0,0,35.409,133.462,-168.871,0.05,0.22563,-2.5461,5.2003,-0.9286,5.2003,0.07,90,True,24,24
0.05,0.22563,0.0,1,144.997,-133.462,-11.535,0.05,0.22563,0.7364,-7.0488,-0.9286,7.0488,0.07759,90,True,24,24
0.05,0.22563,30.0,0,32.412,139.244,-141.656,0.05,0.22563,-2.6477,5.376,-0.8042,5.376,0.06958,90,True,24,24
0.05,0.22563,30.0,1,144.152,-139.244,25.092,0.05,0.22563,0.6763,-7.0277,-0.8042,7.0277,0.07785,90,True,24,24
0.05,0.22563,45.0,0,29.594,141.532,-126.125,0.05,0.22563,-2.7495,5.5149,-0.6566,5.5149,0.06915,90,True,24,24
0.05,0.22563,45.0,1,141.918,-141.532,44.614,0.05,0.22563,0.5782,-6.9029,-0.6566,6.9029,0.07826,90,True,24,24
0.05,0.22563,60.0,0,25.979,143.1,-109.079,0.05,0.22563,-2.875,5.6689,-0.4643,5.6689,0.06862,90,True,24,24
0.05,0.22563,60.0,1,138.595,-143.1,64.505,0.05,0.22563,0.4373,-6.6914,-0.4643,6.6914,0.07885,90,True,24,24
0.05,0.22563,90.0,0,17.708,143.429,-71.137,0.05,0.22563,-3.1431,5.9109,-0.0,5.9109,0.0675,90,True,24,24
0.05,0.22563,90.0,1,130.372,-143.429,103.057,0.05,0.22563,0.0715,-6.0849,-0.0,6.0849,0.08038,90,True,24,24
0.05,0.25423,-90.0,1,129.566,-113.554,-106.012,0.05,0.25423,0.0499,-6.004,-0.0,6.004,0.08047,90,True,24,24
0.05,0.25423,-60.0,1,135.007,-116.0,-79.007,0.05,0.25423,0.3512,-6.3701,-0.4643,6.3701,0.07921,90,True,24,24
0.05,0.25423,-45.0,1,137.666,-118.143,-64.523,0.05,0.25423,0.482,-6.5439,-0.6566,6.5439,0.07866,90,True,24,24
0.05,0.25423,-30.0,1,140.065,-120.76,-49.305,0.05,0.25423,0.5883,-6.6994,-0.8042,6.6994,0.07822,90,True,24,24
0.05,0.25423,0.0,0,37.065,126.816,-163.881,0.05,0.25423,-2.5118,5.0722,-0.9286,5.0722,0.07015,90,True,24,24
0.05,0.25423,0.0,1,143.295,-126.816,-16.48,0.05,0.25423,0.7015,-6.9184,-0.9286,6.9184,0.07774,90,True,24,24
0.05,0.25423,30.0,0,33.872,132.707,-136.58,0.05,0.25423,-2.6197,5.2716,-0.8042,5.2716,0.0697,90,True,24,24
0.05,0.25423,30.0,1,143.121,-132.707,19.587,0.05,0.25423,0.6548,-6.9477,-0.8042,6.9477,0.07794,90,True,24,24
0.05,0.25423,45.0,0,31.181,135.039,-121.22,0.05,0.25423,-2.7214,5.4099,-0.6566,5.4099,0.06927,90,True,24,24
0.05,0.25423,45.0,1,141.439,-135.039,38.6,0.05,0.25423,0.5678,-6.8641,-0.6566,6.8641,0.0783,90,True,24,24
0.05,0.25423,60.0,0,27.883,136.661,-104.544,0.05,0.25423,-2.8448,5.5562,-0.4643,5.5562,0.06875,90,True,24,24
0.05,0.25423,60.0,1,138.769,-136.661,57.892,0.05,0.25423,0.4414,-6.7064,-0.4643,6.7064,0.07883,90,True,24,24
0.05,0.25423,90.0,0,20.658,137.16,-67.818,0.05,0.25423,-3.1091,5.7841,-0.0,5.7841,0.06764,90,True,24,24
0.05,0.25423,90.0,1,131.724,-137.16,95.436,0.05,0.25423,0.1073,-6.2183,-0.0,6.2183,0.08023,90,True,24,24
0.05,0.28283,-90.0,1,127.733,-106.359,-111.373,0.05,0.28283,-0.0003,-5.8168,-0.0,5.8168,0.08068,90,True,24,24
0.05,0.28283,-60.0,1,132.873,-108.84,-84.033,0.05,0.28283,0.2974,-6.1692,-0.4643,6.1692,0.07944,90,True,24,24
0.05,0.28283,-45.0,1,135.455,-111.052,-69.403,0.05,0.28283,0.4287,-6.345,-0.6566,6.345,0.07888,90,True,24,24
0.05,0.28283,-30.0,1,137.83,-113.757,-54.073,0.05,0.28283,0.5368,-6.5073,-0.8042,6.5073,0.07843,90,True,24,24
0.05,0.28283,0.0,0,39.109,120.003,-159.113,0.05,0.28283,-2.4676,4.9072,-0.9286,4.9072,0.07033,90,True,24,24
0.05,0.28283,0.0,1,141.215,-120.003,-21.212,0.05,0.28283,0.6568,-6.7518,-0.9286,6.7518,0.07793,90,True,24,24
0.05,0.28283,30.0,0,35.766,126.047,-131.813,0.05,0.28283,-2.5818,5.1301,-0.8042,5.1301,0.06985,90,True,24,24
0.05,0.28283,30.0,1,141.561,-126.047,14.486,0.05,0.28283,0.6214,-6.823,-0.8042,6.823,0.07808,90,True,24,24
0.05,0.28283,45.0,0,33.177,128.438,-116.615,0.05,0.28283,-2.6841,5.2709,-0.6566,5.2709,0.06943,90,True,24,24
0.05,0.28283,45.0,1,140.296,-128.438,33.142,0.05,0.28283,0.5425,-6.7697,-0.6566,6.7697,0.07841,90,True,24,24
0.05,0.28283,60.0,0,30.121,130.118,-100.239,0.05,0.28283,-2.8067,5.4142,-0.4643,5.4142,0.06891,90,True,24,24
0.05,0.28283,60.0,1,138.118,-130.118,52.001,0.05,0.28283,0.4262,-6.6499,-0.4643,6.6499,0.0789,90,True,24,24
0.05,0.28283,90.0,0,23.681,130.755,-64.436,0.05,0.28283,-3.0691,5.6349,-0.0,5.6349,0.06781,90,True,24,24
0.05,0.28283,90.0,1,131.997,-130.755,88.758,0.05,0.28283,0.1144,-6.2449,-0.0,6.2449,0.0802,90,True,24,24
0.05,0.31143,-90.0,1,125.49,-98.809,-116.681,0.05,0.31143,-0.0634,-5.5813,-0.0,5.5813,0.08042,90,True,24,24
0.05,0.31143,-60.0,1,130.386,-101.357,-89.029,0.05,0.31143,0.2322,-5.926,-0.4643,5.926,0.07971,90,True,24,24
0.05,0.31143,-45.0,1,132.913,-103.662,-74.251,0.05,0.31143,0.3648,-6.1065,-0.6566,6.1065,0.07915,90,True,24,24
0.05,0.31143,-30.0,0,42.676,106.483,-179.159,0.05,0.31143,-2.4287,4.5589,-0.8042,4.5589,0.0705,90,True,24,24
0.05,0.31143,-30.0,1,135.281,-106.483,-58.798,0.05,0.31143,0.4754,-6.278,-0.8042,6.278,0.07869,90,True,24,24
0.05,0.31143,0.0,0,41.477,112.973,-154.45,0.05,0.31143,-2.4139,4.7069,-0.9286,4.7069,0.07056,90,True,24,24
0.05,0.31143,0.0,1,138.817,-112.973,-25.844,0.05,0.31143,0.6028,-6.5502,-0.9286,6.5502,0.07815,90,True,24,24
0.05,0.31143,30.0,0,38.001,119.214,-127.214,0.05,0.31143,-2.5348,4.9547,-0.8042,4.9547,0.07005,90,True,24,24
0.05,0.31143,30.0,1,139.594,-119.214,9.62,0.05,0.31143,0.5776,-6.6596,-0.8042,6.6596,0.07826,90,True,24,24
0.05,0.31143,45.0,0,35.488,121.68,-112.169,0.05,0.31143,-2.6384,5.1003,-0.6566,5.1003,0.06962,90,True,24,24
0.05,0.31143,45.0,1,138.661,-121.68,28.019,0.05,0.31143,0.5053,-6.6307,-0.6566,6.6307,0.07856,90,True,24,24
0.05,0.31143,60.0,0,32.62,123.426,-96.046,0.05,0.31143,-2.7611,5.2441,-0.4643,5.2441,0.0691,90,True,24,24
0.05,0.31143,60.0,1,136.869,-123.426,46.557,0.05,0.31143,0.3966,-6.5395,-0.4643,6.5395,0.07902,90,True,24,24
0.05,0.31143,90.0,0,26.788,124.183,-60.97,0.05,0.31143,-3.0227,5.4616,-0.0,5.4616,0.068,90,True,24,24
0.05,0.31143,90.0,1,131.492,-124.183,82.69,0.05,0.31143,0.1012,-6.1956,-0.0,6.1956,0.08026,90,True,24,24
0.05,0.34002,-90.0,1,122.844,-90.805,-122.039,0.05,0.34002,-0.1402,-5.2949,-0.0,5.2949,0.0801,90,True,24,24
0.05,0.34002,-60.0,1,127.548,-93.46,-94.089,0.05,0.34002,0.1549,-5.6374,-0.4643,5.6374,0.08003,90,True,24,24
0.05,0.34002,-45.0,1,130.046,-95.889,-79.157,0.05,0.34002,0.2895,-5.8255,-0.6566,5.8255,0.07947,90,True,24,24
0.05,0.34002,-30.0,0,45.689,98.86,-174.549,0.05,0.34002,-2.3551,4.2842,-0.8042,4.2842,0.07081,90,True,24,24
0.05,0.34002,-30.0,1,132.428,-98.86,-63.568,0.05,0.34002,0.4033,-6.0089,-0.8042,6.0089,0.07899,90,True,24,24
0.05,0.34002,0.0,0,44.141,105.663,-149.803,0.05,0.34002,-2.3504,4.4701,-0.9286,4.4701,0.07082,90,True,24,24
0.05,0.34002,0.0,1,136.129,-105.663,-30.466,0.05,0.34002,0.5391,-6.3125,-0.9286,6.3125,0.07842,90,True,24,24
0.05,0.34002,30.0,0,40.527,112.156,-122.683,0.05,0.34002,-2.4787,4.7456,-0.8042,4.7456,0.07029,90,True,24,24
0.05,0.34002,30.0,1,137.286,-112.156,4.87,0.05,0.34002,0.524,-6.4593,-0.8042,6.4593,0.07849,90,True,24,24
0.05,0.34002,45.0,0,38.069,114.716,-107.785,0.05,0.34002,-2.5842,4.8982,-0.6566,4.8982,0.06984,90,True,24,24
0.05,0.34002,45.0,1,136.63,-114.716,23.087,0.05,0.34002,0.4573,-6.4517,-0.6566,6.4517,0.07877,90,True,24,24
0.05,0.34002,60.0,0,35.344,116.538,-91.882,0.05,0.34002,-2.7077,5.0449,-0.4643,5.0449,0.06933,90,True,24,24
0.05,0.34002,60.0,1,135.155,-116.538,41.383,0.05,0.34002,0.3549,-6.3838,-0.4643,6.3838,0.07919,90,True,24,24
0.05,0.34002,90.0,0,29.994,117.405,-57.399,0.05,0.34002,-2.9693,5.2622,0.0,5.2622,0.06823,90,True,24,24
0.05,0.34002,90.0,1,130.39,-117.405,77.015,0.05,0.34002,0.072,-6.0866,-0.0,6.0866,0.08038,90,True,24,24
0.05,0.36862,-90.0,1,119.77,-82.207,-127.564,0.05,0.36862,-0.2322,-4.9514,-0.0,4.9514,0.07971,90,True,24,24
0.05,0.36862,-60.0,1,124.335,-85.021,-99.314,0.05,0.36862,0.0637,-5.297,-0.4643,5.297,0.08042,90,True,24,24
0.05,0.36862,-45.0,1,126.832,-87.618,-84.214,0.05,0.36862,0.2013,-5.4963,-0.6566,5.4963,0.07984,90,True,24,24
0.05,0.36862,-30.0,0,48.999,90.788,-169.787,0.05,0.36862,-2.2698,3.9658,-0.8042,3.9658,0.07116,90,True,24,24
0.05,0.36862,-30.0,1,129.255,-90.788,-68.467,0.05,0.36862,0.3191,-5.6949,-0.8042,5.6949,0.07934,90,True,24,24
0.05,0.36862,0.0,0,47.097,97.995,-145.092,0.05,0.36862,-2.2764,4.1938,-0.9286,4.1938,0.07114,90,True,24,24
0.05,0.36862,0.0,1,133.152,-97.995,-35.157,0.05,0.36862,0.4649,-6.0355,-0.9286,6.0355,0.07873,90,True,24,24
0.05,0.36862,30.0,0,43.326,104.811,-118.137,0.05,0.36862,-2.4131,4.5009,-0.8042,4.5009,0.07056,90,True,24,24
0.05,0.36862,30.0,1,134.669,-104.811,0.142,0.05,0.36862,0.4602,-6.2214,-0.8042,6.2214,0.07875,90,True,24,24
0.05,0.36862,45.0,0,40.899,107.488,-103.387,0.05,0.36862,-2.5212,4.6628,-0.6566,4.6628,0.07011,90,True,24,24
0.05,0.36862,45.0,1,134.255,-107.488,18.234,0.05,0.36862,0.3989,-6.2337,-0.6566,6.2337,0.07901,90,True,24,24
0.05,0.36862,60.0,0,38.283,109.4,-87.683,0.05,0.36862,-2.646,4.8145,-0.4643,4.8145,0.06958,90,True,24,24
0.05,0.36862,60.0,1,133.05,-109.4,36.35,0.05,0.36862,0.3019,-6.1861,-0.4643,6.1861,0.07942,90,True,24,24
0.05,0.36862,90.0,0,33.321,110.375,-53.695,0.05,0.36862,-2.9081,5.0338,0.0,5.0338,0.06849,90,True,24,24
0.05,0.36862,90.0,1,128.798,-110.375,71.576,0.05,0.36862,0.029,-5.9262,-0.0,5.9262,0.08056,90,True,24,24
0.05,0.39722,-90.0,1,116.195,-72.794,-133.401,0.05,0.39722,-0.3429,-4.5384,-0.0,4.5384,0.07924,90,True,24,24
0.05,0.39722,-60.0,1,120.681,-75.848,-104.833,0.05,0.39722,-0.0443,-4.894,-0.4643,4.894,0.0805,90,True,24,24
0.05,0.39722,-45.0,0,53.059,78.681,-176.74,0.05,0.39722,-2.2101,3.5019,-0.6566,3.5019,0.07141,90,True,24,24
0.05,0.39722,-45.0,1,123.217,-78.681,-89.536,0.05,0.39722,0.0975,-5.1091,-0.6566,5.1091,0.08027,90,True,24,24
