sim_time,torque_FR,torque_FL,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,R_m
0.0000,5.5672,1.6846,2.5185,2.4725,0.00260,-1.61517,-1.23005,-90.42,0.0509,1.6152
0.0083,5.2489,0.2228,0.4572,0.5223,-0.00245,-1.61573,-1.22999,-90.02,0.5077,1.6157
0.0167,4.5775,0.0044,0.4134,-0.4230,-0.00996,-1.61696,-1.23010,-89.89,0.9135,1.6170
0.0250,3.3305,0.0045,0.0746,-0.4615,-0.01856,-1.61830,-1.23043,-89.89,1.0441,1.6184
0.0333,2.8052,0.0047,-0.2777,-0.4994,-0.02753,-1.61969,-1.23104,-89.91,1.0896,1.6199
0.0417,2.2667,0.0041,-0.7052,-0.2983,-0.03681,-1.62106,-1.23196,-89.92,1.1255,1.6215
0.0500,4.7453,0.0063,0.4020,-0.6419,-0.04646,-1.62228,-1.23329,-89.92,1.1670,1.6229
0.0583,2.1136,0.0145,0.2782,-0.3574,-0.05790,-1.62380,-1.23501,-89.95,1.3848,1.6248
0.0667,0.4291,2.4996,-0.5918,0.8850,-0.06853,-1.62419,-1.23429,-90.12,1.2761,1.6256
0.0750,0.7741,1.0756,0.0280,0.5665,-0.07787,-1.62465,-1.23335,-90.22,1.1222,1.6265
0.0833,1.2462,1.0810,0.0017,0.7676,-0.08777,-1.62495,-1.23272,-90.39,1.1884,1.6273
0.0917,0.5585,0.0879,0.0418,1.7972,-0.09911,-1.62597,-1.23234,-90.63,1.3667,1.6290
0.1000,1.7878,1.6100,0.0181,2.9400,-0.10984,-1.62657,-1.23154,-91.12,1.2892,1.6303
0.1083,1.0898,0.2018,0.0035,2.3395,-0.12192,-1.62848,-1.23080,-91.56,1.4688,1.6330
0.1167,0.7532,-0.5919,0.0062,1.6072,-0.13530,-1.63139,-1.23092,-92.00,1.6425,1.6370
0.1250,0.4433,0.0183,1.7253,-0.6925,-0.14928,-1.63462,-1.23101,-92.35,1.7215,1.6414
0.1333,0.8033,0.0034,1.0469,0.7285,-0.16182,-1.63709,-1.23042,-92.61,1.5340,1.6451
0.1417,0.5297,-0.0080,0.3026,0.6967,-0.17429,-1.63934,-1.23013,-92.83,1.5204,1.6486
0.1500,0.1605,0.0002,0.0848,0.6017,-0.18640,-1.64178,-1.23006,-93.02,1.4826,1.6523
0.1583,-0.3863,-0.0088,0.0505,0.3098,-0.19839,-1.64389,-1.23042,-93.23,1.4605,1.6558
0.1667,-0.7592,0.0675,0.5929,0.0025,-0.20994,-1.64485,-1.23119,-93.55,1.3917,1.6582
0.1750,-0.7267,0.4936,0.1880,1.9772,-0.21835,-1.64384,-1.23227,-93.71,1.0159,1.6583
0.1833,2.6414,3.0308,0.0162,3.3970,-0.22675,-1.64209,-1.23221,-93.47,1.0294,1.6577
0.1917,2.6966,3.3068,0.0057,2.3778,-0.23712,-1.64079,-1.23222,-92.91,1.2547,1.6578
0.2000,2.0391,1.9993,-0.0105,1.4171,-0.24849,-1.63909,-1.23244,-92.32,1.3798,1.6578
0.2083,1.4924,1.1339,-0.0020,3.9357,-0.25978,-1.63647,-1.23279,-91.72,1.3902,1.6570
0.2167,1.6802,-0.4181,-0.0595,2.3194,-0.26810,-1.63393,-1.23289,-90.91,1.0443,1.6558
0.2250,3.0916,0.2856,-0.0011,2.8836,-0.27056,-1.63466,-1.23271,-89.81,0.3081,1.6569
0.2333,2.6855,1.5302,0.4716,1.7783,-0.27273,-1.63633,-1.23249,-88.56,0.3284,1.6589
0.2417,3.1702,2.4870,1.0263,2.3591,-0.27439,-1.63878,-1.23236,-87.29,0.3543,1.6616
0.2500,5.0475,1.2437,2.7856,1.7574,-0.27612,-1.64078,-1.23252,-85.94,0.3172,1.6638
0.2583,2.9804,3.3590,1.4366,1.2914,-0.27905,-1.64142,-1.23173,-85.13,0.3608,1.6650
0.2667,2.4362,0.7621,1.6833,1.1928,-0.28792,-1.64108,-1.23103,-85.08,1.0649,1.6661
0.2750,0.0674,0.4939,1.4458,0.5041,-0.29958,-1.64032,-1.23065,-85.36,1.4018,1.6674
0.2833,0.3264,0.4897,1.1196,0.2932,-0.31104,-1.63926,-1.23081,-85.67,1.3809,1.6685
0.2917,-0.4873,0.2431,0.0638,0.7525,-0.32048,-1.63663,-1.23160,-85.85,1.1759,1.6677
0.3000,0.9228,2.8928,-1.2373,2.7147,-0.32860,-1.63260,-1.23261,-85.51,1.0878,1.6653
0.3083,3.1434,0.4887,-1.2173,1.0476,-0.33795,-1.62946,-1.23285,-85.15,1.1838,1.6641
0.3167,1.7192,0.0810,-1.3310,1.0095,-0.34801,-1.62587,-1.23315,-85.16,1.2821,1.6627
0.3250,1.4893,0.0624,-2.0378,1.0873,-0.35758,-1.62110,-1.23392,-85.05,1.2829,1.6601
0.3333,3.1618,4.3775,-1.8591,2.3043,-0.36685,-1.61633,-1.23503,-84.81,1.2506,1.6574
0.3417,2.3521,1.0876,0.6030,1.9392,-0.37757,-1.61317,-1.23375,-84.96,1.3409,1.6568
0.3500,2.5764,0.4798,-0.6970,2.2334,-0.38847,-1.60995,-1.23275,-84.94,1.3645,1.6562
0.3583,5.6302,0.5988,3.0251,2.2113,-0.39247,-1.60932,-1.23230,-84.17,0.4863,1.6565
0.3667,2.7677,4.0943,0.1033,3.5685,-0.39460,-1.61121,-1.23146,-83.60,0.3406,1.6588
0.3750,1.8176,6.8317,0.0238,2.2360,-0.39600,-1.61313,-1.23080,-83.13,0.2857,1.6610
0.3833,1.4839,5.9613,0.0567,2.5776,-0.39710,-1.61530,-1.23040,-82.53,0.2915,1.6634
