sim_time,torque_FL,torque_FR,torque_BL,torque_BR,x,y,z,yaw_deg,actual_speed_mps,heading_correction_rads
0.0000,1.4278,1.6816,0.5753,2.5510,-0.00236,-1.64788,-1.20310,-91.87,0.0174,0.0000
0.0083,0.8256,0.6214,0.1844,1.7506,-0.00433,-1.64867,-1.20292,-92.09,0.2121,0.0000
0.0167,0.8233,0.1438,0.0039,1.4568,-0.00688,-1.64944,-1.20276,-92.33,0.3192,0.0000
0.0250,0.8751,-0.3381,-0.0013,1.7539,-0.00964,-1.65011,-1.20266,-92.58,0.3414,0.0000
0.0333,1.0128,-0.3540,-0.0028,1.7241,-0.01260,-1.65074,-1.20263,-92.85,0.3628,0.0000
0.0417,0.8367,-0.5461,0.0066,1.0846,-0.01585,-1.65130,-1.20266,-93.11,0.3957,0.0000
0.0500,0.8357,-0.3920,-0.0008,1.9634,-0.02001,-1.65206,-1.20271,-93.39,0.5073,0.0000
0.0583,0.4197,-0.9167,-0.0001,1.2074,-0.02503,-1.65315,-1.20286,-93.68,0.6174,0.0000
0.0667,0.2437,-1.4055,0.0009,0.9403,-0.03038,-1.65445,-1.20315,-93.99,0.6602,0.0000
0.0750,0.2371,-1.7120,0.0014,0.8583,-0.03595,-1.65588,-1.20360,-94.28,0.6898,0.0000
0.0833,0.2445,-2.0359,0.0046,0.7029,-0.04187,-1.65764,-1.20424,-94.57,0.7409,0.0000
0.0917,0.0951,-2.1219,0.3892,0.2645,-0.04844,-1.66007,-1.20512,-94.86,0.8411,0.0000
0.1000,0.0002,0.9600,-0.2269,-0.0691,-0.05339,-1.66111,-1.20487,-94.92,0.6070,0.0000
0.1083,-0.0014,1.1142,-0.1157,-0.3337,-0.05696,-1.66155,-1.20468,-94.93,0.4320,0.0000
0.1167,0.1662,0.9578,0.0300,-0.5099,-0.06000,-1.66184,-1.20456,-94.95,0.3666,0.0000
0.1250,0.4886,0.4157,0.0002,-0.3642,-0.06294,-1.66182,-1.20453,-94.99,0.3521,0.0000
0.1333,1.0448,1.1842,0.0124,0.0954,-0.06670,-1.66182,-1.20449,-95.05,0.4516,0.0000
0.1417,0.3686,0.6807,-0.0014,-0.4931,-0.07175,-1.66286,-1.20453,-95.08,0.6181,0.0000
0.1500,0.2577,0.3647,0.1083,-0.7904,-0.07731,-1.66431,-1.20472,-95.13,0.6898,0.0000
0.1583,-0.0933,-0.8297,0.1071,-1.8480,-0.08312,-1.66598,-1.20505,-95.22,0.7257,0.0000
0.1667,1.0565,0.3442,-0.0074,-0.2874,-0.08774,-1.66724,-1.20488,-95.24,0.5748,0.0000
0.1750,1.4068,0.0727,0.0647,-0.3685,-0.09175,-1.66840,-1.20465,-95.26,0.5004,0.0000
0.1833,1.6843,0.0005,-0.4329,-0.0524,-0.09548,-1.66899,-1.20447,-95.24,0.4529,0.0000
0.1917,1.5300,0.0008,-0.5007,0.1418,-0.09917,-1.66937,-1.20435,-95.21,0.4460,0.0000
0.2000,0.9856,0.0011,-0.7426,0.0831,-0.10295,-1.66962,-1.20429,-95.20,0.4540,0.0000
0.2083,1.6986,0.0003,-0.5273,0.4016,-0.10691,-1.66960,-1.20431,-95.17,0.4750,0.0000
0.2167,0.8433,0.1187,1.2067,0.3073,-0.11154,-1.66919,-1.20435,-95.17,0.5577,0.0000
0.2250,0.5242,-0.0005,1.8742,0.4379,-0.11539,-1.66975,-1.20407,-95.46,0.4670,0.0000
0.2333,0.3293,-0.0563,1.9192,0.4096,-0.11942,-1.67031,-1.20383,-95.69,0.4892,0.0000
0.2417,0.1113,-0.0967,2.1009,0.4179,-0.12352,-1.67076,-1.20366,-95.95,0.4948,0.0000
0.2500,-0.2060,-0.1003,1.7113,0.3825,-0.12774,-1.67112,-1.20356,-96.20,0.5076,0.0000
0.2583,-0.4422,-0.1205,1.5187,0.3723,-0.13202,-1.67144,-1.20354,-96.47,0.5155,0.0000
0.2667,2.5526,0.6642,1.6325,0.3995,-0.13543,-1.67159,-1.20357,-96.67,0.4092,0.0000
0.2750,3.1249,0.5349,2.2745,1.0295,-0.13518,-1.67096,-1.20364,-96.82,0.0819,0.0000
0.2833,1.6408,1.7292,1.7745,0.8712,-0.13515,-1.67098,-1.20371,-96.77,0.0052,0.0000
0.2917,0.3540,2.8293,0.3187,1.0862,-0.13520,-1.67168,-1.20378,-96.56,0.0843,0.0000
0.3000,0.3484,2.6238,0.2946,0.9084,-0.13520,-1.67256,-1.20389,-96.37,0.1049,0.0000
0.3083,0.3496,0.8371,0.2548,0.1636,-0.13522,-1.67343,-1.20407,-96.15,0.1043,0.0000
0.3167,0.3601,2.1753,0.2201,0.4971,-0.13543,-1.67412,-1.20429,-95.91,0.0871,0.0000
0.3250,0.5839,2.0099,0.1768,0.3422,-0.13595,-1.67438,-1.20456,-95.67,0.0687,0.0000
0.3333,1.6911,0.5045,-0.0209,0.0055,-0.13702,-1.67441,-1.20497,-95.29,0.1282,0.0000
0.3417,2.8129,0.1935,0.4717,0.7121,-0.13973,-1.67439,-1.20488,-95.22,0.3263,0.0000
0.3500,3.2300,0.0709,1.3280,0.4621,-0.14136,-1.67480,-1.20466,-95.02,0.2014,0.0000
0.3583,4.8308,0.0003,0.4564,1.0238,-0.14156,-1.67444,-1.20456,-94.82,0.0492,0.0000
0.3667,2.7625,-0.0026,0.5297,1.6632,-0.14217,-1.67370,-1.20442,-94.50,0.1159,0.0000
0.3750,3.8236,-0.0011,0.7556,1.8838,-0.14309,-1.67292,-1.20433,-94.13,0.1440,0.0000
0.3833,3.0729,0.0041,-0.3026,1.9720,-0.14472,-1.67173,-1.20428,-93.86,0.2424,0.0000
0.3917,1.2313,0.0003,-0.4714,0.7308,-0.14827,-1.67027,-1.20427,-93.82,0.4610,0.0000
0.4000,0.2871,0.1802,-0.5745,0.2988,-0.15254,-1.66904,-1.20437,-93.82,0.5330,0.0000
0.4083,0.4304,0.3803,-1.0643,0.5212,-0.15758,-1.66820,-1.20459,-93.84,0.6132,0.0000
0.4167,-0.5245,-0.0105,-0.3117,0.8675,-0.16310,-1.66796,-1.20483,-93.98,0.6627,0.0000
0.4250,0.0784,0.2639,0.1632,1.1202,-0.16737,-1.66790,-1.20471,-94.20,0.5124,0.0000
0.4333,0.7206,1.8032,0.0351,1.2411,-0.17111,-1.66793,-1.20464,-94.38,0.4482,0.0000
0.4417,1.1969,2.0355,-0.0006,2.4442,-0.17406,-1.66711,-1.20464,-94.42,0.3674,0.0000
0.4500,2.1835,1.7354,-0.0026,1.8832,-0.17719,-1.66622,-1.20466,-94.42,0.3906,0.0000
0.4583,1.5193,1.1399,0.0010,1.3088,-0.18042,-1.66554,-1.20475,-94.27,0.3958,0.0000
0.4667,1.7181,1.6107,-0.0030,2.1492,-0.18342,-1.66487,-1.20492,-94.09,0.3688,0.0000
0.4750,1.1274,2.7462,-0.0016,1.7155,-0.18661,-1.66466,-1.20458,-94.10,0.3839,0.0000
0.4833,1.4957,3.0413,0.0005,1.3695,-0.19006,-1.66448,-1.20419,-94.10,0.4147,0.0000
0.4917,1.3139,2.5827,0.0002,1.0625,-0.19363,-1.66432,-1.20381,-94.11,0.4288,0.0000
0.5000,1.5218,3.0611,0.0015,0.9758,-0.19714,-1.66412,-1.20348,-94.09,0.4222,0.0000
0.5083,1.2320,2.4833,-0.0025,1.1574,-0.20050,-1.66397,-1.20319,-94.12,0.4037,0.0000
0.5167,1.2484,3.2315,0.0195,0.2903,-0.20304,-1.66394,-1.20293,-93.97,0.3042,0.0000
0.5250,1.5959,3.0241,0.0005,1.0481,-0.20585,-1.66367,-1.20277,-93.96,0.3397,0.0000
0.5333,0.7479,1.9570,0.0153,0.3656,-0.20927,-1.66331,-1.20263,-94.02,0.4118,0.0000
0.5417,-0.2125,0.9890,-0.0322,0.0826,-0.21357,-1.66320,-1.20253,-94.03,0.5160,0.0000
0.5500,1.2962,3.0465,-0.0214,-0.1996,-0.21765,-1.66243,-1.20251,-93.87,0.4982,0.0000
0.5583,-0.0485,0.5530,-0.0543,-0.2297,-0.22229,-1.66218,-1.20255,-93.84,0.5578,0.0000
0.5667,0.7379,2.4422,-0.0323,-1.1974,-0.22647,-1.66140,-1.20268,-93.61,0.5102,0.0000
0.5750,0.0165,0.3534,-0.0534,-0.3167,-0.23103,-1.66119,-1.20287,-93.55,0.5487,0.0000
0.5833,0.5253,2.6786,-0.0852,-1.3629,-0.23546,-1.66034,-1.20318,-93.29,0.5407,0.0000
0.5917,-0.0838,0.1867,-0.0647,-0.7310,-0.24032,-1.66004,-1.20355,-93.18,0.5840,0.0000
0.6000,0.2491,2.5679,-0.0936,-1.8130,-0.24481,-1.65918,-1.20405,-92.87,0.5497,0.0000
0.6083,0.1760,-0.0669,-0.1271,-0.8975,-0.24947,-1.65886,-1.20463,-92.69,0.5602,0.0000
0.6167,0.4883,1.5311,-0.0291,2.2379,-0.25313,-1.65764,-1.20491,-92.55,0.4631,0.0000
0.6250,0.3244,3.5857,0.0263,2.6751,-0.25350,-1.65782,-1.20496,-92.41,0.0492,0.0000
0.6333,0.1877,4.3051,-0.0081,1.9713,-0.25342,-1.65800,-1.20500,-92.30,0.0239,0.0000
0.6417,0.6352,3.3128,-0.0004,3.2898,-0.25334,-1.65816,-1.20509,-92.17,0.0210,0.0000
0.6500,3.2997,0.8575,0.0069,2.9738,-0.25354,-1.65817,-1.20521,-92.04,0.0240,0.0000
0.6583,2.2075,0.5004,0.2222,2.2499,-0.25431,-1.65803,-1.20542,-91.75,0.0935,0.0000
0.6667,4.3834,0.2789,3.3737,0.3829,-0.25514,-1.65766,-1.20549,-91.54,0.1096,0.0000
0.6750,2.4665,0.1206,1.3760,0.4963,-0.25538,-1.65686,-1.20522,-91.36,0.0992,0.0000
0.6833,3.9469,-0.0006,3.2365,0.8032,-0.25525,-1.65650,-1.20501,-91.41,0.0469,0.0000
0.6917,2.1934,-0.0039,2.0926,0.4612,-0.25506,-1.65608,-1.20478,-91.46,0.0545,0.0000
0.7000,3.8822,0.0009,3.1564,0.5637,-0.25489,-1.65570,-1.20462,-91.52,0.0503,0.0000
0.7083,2.2390,0.0069,1.4086,0.6003,-0.25590,-1.65462,-1.20443,-91.49,0.1776,0.0000
0.7167,2.9361,-0.0019,1.6055,0.7927,-0.25595,-1.65318,-1.20430,-91.40,0.1736,0.0000
0.7250,0.4387,-0.0007,-0.0187,0.7266,-0.25780,-1.65089,-1.20417,-91.51,0.3526,0.0000
0.7333,0.2279,-0.0003,0.3690,0.3606,-0.26048,-1.64906,-1.20409,-91.63,0.3890,0.0000
0.7417,0.3163,0.0012,-0.1161,0.6227,-0.26358,-1.64756,-1.20409,-91.73,0.4133,0.0000
0.7500,-0.2784,0.0003,-0.0674,0.4838,-0.26724,-1.64647,-1.20420,-91.85,0.4590,0.0000
0.7583,-0.4769,0.0002,-0.0059,0.3307,-0.27142,-1.64546,-1.20441,-92.00,0.5154,0.0000
0.7667,-0.7654,0.0636,-0.1153,0.2123,-0.27608,-1.64416,-1.20478,-92.16,0.5814,0.0000
0.7750,2.2886,0.1100,-0.7421,-0.0019,-0.28035,-1.64332,-1.20451,-92.03,0.5220,0.0000
0.7833,2.7305,-0.0058,-0.9755,-0.0063,-0.28391,-1.64284,-1.20427,-91.93,0.4306,0.0000
0.7917,1.8593,0.0028,-0.9437,0.0943,-0.28700,-1.64253,-1.20408,-91.83,0.3723,0.0000
0.8000,3.5725,0.0300,-0.3172,0.8128,-0.29000,-1.64219,-1.20398,-91.70,0.3633,0.0000
0.8083,1.8075,0.2781,-1.0262,0.4428,-0.29418,-1.64139,-1.20393,-91.54,0.5103,0.0000
0.8167,-0.3096,1.3656,-0.0286,1.4550,-0.29882,-1.64089,-1.20376,-91.53,0.5598,0.0000
0.8250,0.4049,1.2718,0.0296,1.6522,-0.30290,-1.64052,-1.20332,-91.66,0.4919,0.0000
0.8333,0.3116,0.9316,0.0657,1.5128,-0.30697,-1.64025,-1.20293,-91.80,0.4899,0.0000
0.8417,0.3637,0.8324,0.0007,1.3795,-0.31113,-1.64008,-1.20260,-91.95,0.4997,0.0000
0.8500,0.4857,0.5589,0.0001,1.3904,-0.31525,-1.64011,-1.20233,-92.13,0.4943,0.0000
0.8583,1.3694,2.4956,0.0041,1.8900,-0.31838,-1.63986,-1.20214,-92.14,0.3767,0.0000
0.8667,1.2235,0.5535,0.0308,0.3967,-0.32145,-1.63896,-1.20195,-92.13,0.3833,0.0000
0.8750,1.2604,0.8475,0.0293,0.6736,-0.32483,-1.63784,-1.20194,-92.09,0.4271,0.0000
0.8833,1.1764,0.6824,-0.0041,0.8010,-0.32861,-1.63651,-1.20194,-92.06,0.4816,0.0000
0.8917,-0.3545,0.0406,-0.0034,0.9870,-0.33282,-1.63543,-1.20199,-92.14,0.5207,0.0000
0.9000,0.7073,2.0929,-0.0058,0.1717,-0.33659,-1.63364,-1.20212,-91.97,0.5017,0.0000
0.9083,-0.0249,-0.0042,0.0108,1.4937,-0.34099,-1.63242,-1.20231,-91.99,0.5472,0.0000
0.9167,0.3935,1.1717,-0.0118,-0.1709,-0.34509,-1.63048,-1.20259,-91.78,0.5448,0.0000
0.9250,-0.5127,-0.2554,0.0087,0.8832,-0.34972,-1.62914,-1.20294,-91.75,0.5788,0.0000
0.9333,0.3440,0.8070,-0.0071,-0.3152,-0.35381,-1.62716,-1.20339,-91.48,0.5453,0.0000
0.9417,-0.1746,-0.5488,0.0085,0.4431,-0.35824,-1.62583,-1.20391,-91.37,0.5542,0.0000
0.9500,0.5227,0.3766,0.0073,-0.4682,-0.36225,-1.62387,-1.20455,-91.05,0.5368,0.0000
0.9583,1.3750,0.4166,0.0221,-0.2095,-0.36665,-1.62253,-1.20521,-90.88,0.5515,0.0000
0.9667,0.9829,3.9415,-0.2283,-1.0300,-0.37065,-1.62165,-1.20569,-90.30,0.4920,0.0000
0.9750,0.8430,6.7200,0.1275,-0.1801,-0.37327,-1.62159,-1.20573,-90.05,0.3143,0.0000
0.9833,0.9043,3.7853,0.1104,-0.1427,-0.37370,-1.62258,-1.20585,-89.71,0.1303,0.0000
0.9917,1.0883,3.9001,0.1970,-0.9976,-0.37441,-1.62378,-1.20600,-89.30,0.1662,0.0000
1.0000,1.2103,3.7606,0.3534,-0.9246,-0.37551,-1.62489,-1.20621,-88.91,0.1883,0.0000
1.0083,5.8950,0.7684,3.5841,0.2071,-0.37605,-1.62590,-1.20638,-88.56,0.1373,0.0000
1.0167,1.7190,0.5419,5.3206,0.2438,-0.37551,-1.62537,-1.20631,-88.67,0.0911,0.0000
1.0250,3.3286,0.5206,3.1597,0.3939,-0.37492,-1.62517,-1.20622,-88.81,0.0748,0.0000
1.0333,4.5062,0.3299,3.0631,1.4768,-0.37483,-1.62507,-1.20612,-88.79,0.0157,0.0000
1.0417,3.6926,0.3501,3.8352,2.0922,-0.37491,-1.62503,-1.20604,-88.75,0.0100,0.0000
